Orthogroup	AsinensisChina	AstephensiUCISS2018
OG0004877	ASIC007548	ASTEI20_035785
OG0004878	ASIC017148	ASTEI20_037549
OG0004879	ASIC002903	ASTEI20_040709
OG0004880	ASIC017147	ASTEI20_032496
OG0004881	ASIC009714	ASTEI20_031277
OG0004882	ASIC006303	ASTEI20_031139
OG0004883	ASIC007088	ASTEI20_034493
OG0004884	ASIC005121	ASTEI20_032327
OG0004885	ASIC009341	ASTEI20_043846
OG0004886	ASIC011813	ASTEI20_038841
OG0004887	ASIC003888	ASTEI20_041290
OG0004889	ASIC009338	ASTEI20_032994
OG0004890	ASIC015512	ASTEI20_045609
OG0004891	ASIC019858	ASTEI20_031061
OG0004892	ASIC019847	ASTEI20_033047
OG0004893	ASIC019848	ASTEI20_038608
OG0004894	ASIC009901	ASTEI20_031349
OG0004895	ASIC004176	ASTEI20_037733
OG0004896	ASIC012534	ASTEI20_032946
OG0004897	ASIC012537	ASTEI20_038847
OG0004898	ASIC004172	ASTEI20_044041
OG0004899	ASIC000397	ASTEI20_037608
OG0004900	ASIC012533	ASTEI20_045523
OG0004901	ASIC000333	ASTEI20_035023
OG0004902	ASIC012535	ASTEI20_038737
OG0004903	ASIC020257	ASTEI20_043477
OG0004905	ASIC007060	ASTEI20_043108
OG0004906	ASIC021520	ASTEI20_043922
OG0004907	ASIC007059	ASTEI20_042144
OG0004908	ASIC020268	ASTEI20_042309
OG0004910	ASIC008703	ASTEI20_031767
OG0004911	ASIC004161	ASTEI20_034350
OG0004912	ASIC008702	ASTEI20_036125
OG0004913	ASIC010314	ASTEI20_042997
OG0004914	ASIC017644	ASTEI20_042395
OG0004915	ASIC016299	ASTEI20_035929
OG0004916	ASIC016305	ASTEI20_039698
OG0004917	ASIC016293	ASTEI20_037851
OG0004918	ASIC016312	ASTEI20_043921
OG0004919	ASIC007198	ASTEI20_042365
OG0004920	ASIC007200	ASTEI20_040126
OG0004921	ASIC007186	ASTEI20_033941
OG0004922	ASIC007199	ASTEI20_044125
OG0004923	ASIC007196	ASTEI20_032026
OG0004924	ASIC005074	ASTEI20_039005
OG0004925	ASIC021689	ASTEI20_033000
OG0004926	ASIC014960	ASTEI20_045459
OG0004927	ASIC014963	ASTEI20_040827
OG0004928	ASIC015487	ASTEI20_037550
OG0004929	ASIC004551	ASTEI20_042054
OG0004930	ASIC004540	ASTEI20_031839
OG0004931	ASIC004552	ASTEI20_043197
OG0004932	ASIC004544	ASTEI20_042804
OG0004933	ASIC004563	ASTEI20_033428
OG0004934	ASIC004541	ASTEI20_040380
OG0004935	ASIC004545	ASTEI20_042265
OG0004936	ASIC020867	ASTEI20_046027
OG0004937	ASIC014086	ASTEI20_034181
OG0004938	ASIC020865	ASTEI20_038730
OG0004939	ASIC009873	ASTEI20_031832
OG0004940	ASIC020868	ASTEI20_041922
OG0004941	ASIC014085	ASTEI20_037922
OG0004942	ASIC014709	ASTEI20_038254
OG0004943	ASIC020965	ASTEI20_039427
OG0004944	ASIC014846	ASTEI20_038371
OG0004945	ASIC015250	ASTEI20_036106
OG0004946	ASIC015249	ASTEI20_042048
OG0004947	ASIC015243	ASTEI20_031673
OG0004948	ASIC015251	ASTEI20_040248
OG0004949	ASIC000895	ASTEI20_033586
OG0004950	ASIC011856	ASTEI20_039192
OG0004951	ASIC000896	ASTEI20_043387
OG0004952	ASIC012570	ASTEI20_045871
OG0004953	ASIC012574	ASTEI20_039322
OG0004954	ASIC011581	ASTEI20_035786
OG0004955	ASIC002833	ASTEI20_032151, ASTEI20_044114
OG0004956	ASIC005343	ASTEI20_042212
OG0004957	ASIC005345	ASTEI20_045686
OG0004958	ASIC002753	ASTEI20_032999
OG0004959	ASIC007051	ASTEI20_036974
OG0004960	ASIC007050	ASTEI20_032368
OG0004961	ASIC008223	ASTEI20_043363
OG0004962	ASIC005331	ASTEI20_034426
OG0004963	ASIC005342	ASTEI20_045196
OG0004964	ASIC004848	ASTEI20_045630
OG0004966	ASIC007955	ASTEI20_033178
OG0004967	ASIC005047	ASTEI20_042247
OG0004969	ASIC004130	ASTEI20_032102
OG0004970	ASIC015152, ASIC015141	ASTEI20_042665
OG0004972	ASIC003511	ASTEI20_037639
OG0004973	ASIC012934	ASTEI20_031749
OG0004974	ASIC019778	ASTEI20_044503
OG0004975	ASIC021222	ASTEI20_037539
OG0004976	ASIC004660	ASTEI20_035485
OG0004977	ASIC002543	ASTEI20_036626
OG0004978	ASIC012666	ASTEI20_037144
OG0004979	ASIC012674	ASTEI20_045338
OG0004980	ASIC021257	ASTEI20_031379
OG0004981	ASIC009200	ASTEI20_044242
OG0004982	ASIC009197	ASTEI20_039380
OG0004983	ASIC012954	ASTEI20_034117
OG0004985	ASIC021246	ASTEI20_032811
OG0004986	ASIC012955	ASTEI20_038860
OG0004987	ASIC017666	ASTEI20_034235
OG0004988	ASIC017693	ASTEI20_039113
OG0004989	ASIC017555	ASTEI20_043462
OG0004990	ASIC017704	ASTEI20_041654
OG0004991	ASIC012295	ASTEI20_036566
OG0004992	ASIC012310	ASTEI20_034722
OG0004994	ASIC012301	ASTEI20_032024
OG0004995	ASIC022200	ASTEI20_044875
OG0004996	ASIC014763	ASTEI20_030910
OG0004997	ASIC014753	ASTEI20_032586
OG0004999	ASIC014799	ASTEI20_031254
OG0005000	ASIC014807	ASTEI20_034138
OG0005001	ASIC014812	ASTEI20_036315
OG0005002	ASIC006785	ASTEI20_045390
OG0005003	ASIC006353	ASTEI20_034087
OG0005005	ASIC006354	ASTEI20_035223
OG0005006	ASIC017020	ASTEI20_042958
OG0005007	ASIC010630	ASTEI20_038951
OG0005008	ASIC010593	ASTEI20_044635
OG0005009	ASIC010641	ASTEI20_033078
OG0005010	ASIC012129	ASTEI20_041209
OG0005011	ASIC012031	ASTEI20_042438
OG0005012	ASIC012140	ASTEI20_034621
OG0005013	ASIC006071	ASTEI20_038436
OG0005014	ASIC010607	ASTEI20_040613
OG0005015	ASIC009992	ASTEI20_032484
OG0005016	ASIC009997	ASTEI20_044866
OG0005017	ASIC010000	ASTEI20_038819
OG0005018	ASIC009981	ASTEI20_039760
OG0005019	ASIC020709	ASTEI20_044592, ASTEI20_037990
OG0005020	ASIC013102	ASTEI20_033218
OG0005021	ASIC009983	ASTEI20_035644
OG0005022	ASIC013101	ASTEI20_042835
OG0005023	ASIC020742	ASTEI20_034698
OG0005024	ASIC009995	ASTEI20_039707
OG0005025	ASIC015270	ASTEI20_034992
OG0005026	ASIC015269	ASTEI20_030944
OG0005027	ASIC015340	ASTEI20_031520
OG0005028	ASIC015329	ASTEI20_045768
OG0005029	ASIC013409	ASTEI20_033505
OG0005030	ASIC016206	ASTEI20_031476
OG0005031	ASIC011446	ASTEI20_035272
OG0005032	ASIC011460	ASTEI20_032337
OG0005033	ASIC011442	ASTEI20_033892
OG0005034	ASIC011461	ASTEI20_035565
OG0005035	ASIC011453	ASTEI20_036697
OG0005036	ASIC007269	ASTEI20_036220
OG0005037	ASIC007263	ASTEI20_032363
OG0005038	ASIC007416	ASTEI20_039316
OG0005039	ASIC007252	ASTEI20_035739
OG0005040	ASIC007268	ASTEI20_031738
OG0005041	ASIC007265	ASTEI20_034078
OG0005042	ASIC007262	ASTEI20_044871
OG0005043	ASIC007415	ASTEI20_030812
OG0005044	ASIC012899	ASTEI20_040363
OG0005045	ASIC012913	ASTEI20_045798
OG0005046	ASIC012904	ASTEI20_033143
OG0005047	ASIC002889	ASTEI20_045975
OG0005048	ASIC002894	ASTEI20_036972
OG0005049	ASIC002887	ASTEI20_041691
OG0005050	ASIC002893	ASTEI20_030822
OG0005051	ASIC012911	ASTEI20_042267
OG0005052	ASIC002891	ASTEI20_043735
OG0005053	ASIC012912	ASTEI20_033539
OG0005054	ASIC012985	ASTEI20_044728
OG0005055	ASIC011103	ASTEI20_036120
OG0005056	ASIC020134	ASTEI20_032387
OG0005057	ASIC018986	ASTEI20_043651
OG0005058	ASIC011102	ASTEI20_037957
OG0005059	ASIC003589	ASTEI20_044576
OG0005060	ASIC003570	ASTEI20_031740
OG0005061	ASIC003745	ASTEI20_034780
OG0005062	ASIC014384	ASTEI20_045987
OG0005063	ASIC007227	ASTEI20_038515
OG0005064	ASIC007444	ASTEI20_033778
OG0005066	ASIC016004	ASTEI20_045432
OG0005067	ASIC022179	ASTEI20_045460
OG0005068	ASIC022180	ASTEI20_043410
OG0005069	ASIC004286	ASTEI20_043730
OG0005071	ASIC020805	ASTEI20_044427
OG0005073	ASIC011458	ASTEI20_040808
OG0005074	ASIC004287	ASTEI20_040348
OG0005075	ASIC011381	ASTEI20_044722
OG0005076	ASIC004288	ASTEI20_039964
OG0005077	ASIC009955	ASTEI20_033593
OG0005078	ASIC017269	ASTEI20_035102
OG0005079	ASIC009996	ASTEI20_031599
OG0005080	ASIC017265	ASTEI20_032950
OG0005081	ASIC017264	ASTEI20_043089
OG0005082	ASIC017270	ASTEI20_038160
OG0005083	ASIC014665	ASTEI20_031225
OG0005084	ASIC009957	ASTEI20_031488
OG0005085	ASIC018123	ASTEI20_034886
OG0005086	ASIC018124	ASTEI20_037182
OG0005087	ASIC018106	ASTEI20_039387, ASTEI20_045889
OG0005088	ASIC003523	ASTEI20_043295
OG0005089	ASIC020816	ASTEI20_031125
OG0005090	ASIC012785	ASTEI20_045847
OG0005091	ASIC003520	ASTEI20_036286
OG0005092	ASIC015105	ASTEI20_045887
OG0005093	ASIC016628	ASTEI20_035348
OG0005094	ASIC003122	ASTEI20_032008
OG0005095	ASIC003117	ASTEI20_033355
OG0005096	ASIC003118	ASTEI20_044758
OG0005097	ASIC016330	ASTEI20_034715
OG0005098	ASIC016331	ASTEI20_045406
OG0005099	ASIC016265	ASTEI20_036083
OG0005100	ASIC016328	ASTEI20_043561
OG0005101	ASIC014855	ASTEI20_043259
OG0005102	ASIC016287	ASTEI20_043166
OG0005103	ASIC016329	ASTEI20_036000
OG0005104	ASIC012022	ASTEI20_040264
OG0005105	ASIC004986	ASTEI20_042778
OG0005106	ASIC005002	ASTEI20_039440
OG0005107	ASIC012023	ASTEI20_043544
OG0005108	ASIC001787	ASTEI20_042801
OG0005109	ASIC013239	ASTEI20_037104
OG0005110	ASIC013238	ASTEI20_031535
OG0005111	ASIC001788	ASTEI20_041795
OG0005112	ASIC017828	ASTEI20_033738
OG0005113	ASIC012631	ASTEI20_041903
OG0005114	ASIC017827	ASTEI20_041105
OG0005115	ASIC017829	ASTEI20_030829
OG0005116	ASIC017830	ASTEI20_040422
OG0005117	ASIC008046	ASTEI20_041172
OG0005118	ASIC007567	ASTEI20_039206
OG0005119	ASIC009654	ASTEI20_045473
OG0005120	ASIC007552	ASTEI20_035619
OG0005121	ASIC010552	ASTEI20_032934
OG0005122	ASIC000878	ASTEI20_041015
OG0005123	ASIC010553	ASTEI20_040974
OG0005124	ASIC000876	ASTEI20_040119
OG0005125	ASIC000872	ASTEI20_030865
OG0005126	ASIC000873	ASTEI20_042551
OG0005127	ASIC000877	ASTEI20_035356
OG0005128	ASIC015442	ASTEI20_032172
OG0005130	ASIC015445	ASTEI20_036893
OG0005131	ASIC017798	ASTEI20_032674
OG0005132	ASIC003696	ASTEI20_045343
OG0005133	ASIC003694	ASTEI20_041030
OG0005134	ASIC003708	ASTEI20_036075
OG0005135	ASIC003692	ASTEI20_030800
OG0005136	ASIC003711	ASTEI20_042470
OG0005137	ASIC003709	ASTEI20_034434
OG0005138	ASIC003706	ASTEI20_041544
OG0005139	ASIC003712	ASTEI20_045545
OG0005140	ASIC013412	ASTEI20_035993
OG0005142	ASIC007465	ASTEI20_040795
OG0005143	ASIC008355	ASTEI20_039226
OG0005144	ASIC001844	ASTEI20_042178
OG0005146	ASIC003672	ASTEI20_042341
OG0005147	ASIC003671	ASTEI20_032066
OG0005148	ASIC007089	ASTEI20_040814
OG0005149	ASIC021810	ASTEI20_037764
OG0005150	ASIC009027	ASTEI20_045260
OG0005151	ASIC021459	ASTEI20_044107
OG0005152	ASIC000603	ASTEI20_035085
OG0005153	ASIC006419	ASTEI20_042181
OG0005154	ASIC002678	ASTEI20_036146
OG0005155	ASIC006418	ASTEI20_039108
OG0005156	ASIC006445	ASTEI20_044714
OG0005157	ASIC007440	ASTEI20_030891
OG0005158	ASIC006443	ASTEI20_044137
OG0005159	ASIC005306	ASTEI20_043305
OG0005160	ASIC020123	ASTEI20_043937
OG0005161	ASIC020128	ASTEI20_033464
OG0005163	ASIC005320	ASTEI20_043953
OG0005164	ASIC005295	ASTEI20_032668
OG0005165	ASIC020157	ASTEI20_039501
OG0005166	ASIC005319	ASTEI20_040190
OG0005167	ASIC006776	ASTEI20_040875
OG0005168	ASIC006781	ASTEI20_035133
OG0005169	ASIC018017	ASTEI20_040374
OG0005170	ASIC015514	ASTEI20_042682
OG0005171	ASIC015513	ASTEI20_037657
OG0005172	ASIC005054	ASTEI20_039543
OG0005174	ASIC018010	ASTEI20_042511
OG0005175	ASIC006002	ASTEI20_039405
OG0005176	ASIC006003	ASTEI20_042044
OG0005177	ASIC011608	ASTEI20_038920
OG0005178	ASIC015083	ASTEI20_041704
OG0005179	ASIC011611	ASTEI20_041142
OG0005180	ASIC021207	ASTEI20_037820
OG0005181	ASIC018546	ASTEI20_042331
OG0005182	ASIC018561	ASTEI20_042931, ASTEI20_033013
OG0005183	ASIC017671	ASTEI20_045840
OG0005184	ASIC006458	ASTEI20_038019
OG0005185	ASIC004664	ASTEI20_035906
OG0005186	ASIC014220	ASTEI20_030974, ASTEI20_034850
OG0005187	ASIC004663	ASTEI20_038981
OG0005188	ASIC004662	ASTEI20_037713
OG0005189	ASIC008361	ASTEI20_036488
OG0005190	ASIC005782	ASTEI20_031372
OG0005191	ASIC021000	ASTEI20_034222
OG0005192	ASIC005786	ASTEI20_039109
OG0005193	ASIC020999	ASTEI20_038686
OG0005194	ASIC020994	ASTEI20_034705
OG0005195	ASIC018418	ASTEI20_043531, ASTEI20_037616
OG0005196	ASIC018407	ASTEI20_044343
OG0005197	ASIC017715	ASTEI20_032152
OG0005198	ASIC014586	ASTEI20_037813
OG0005199	ASIC014589	ASTEI20_031264
OG0005200	ASIC014567	ASTEI20_044997
OG0005201	ASIC011713	ASTEI20_035706
OG0005203	ASIC011714	ASTEI20_039693
OG0005204	ASIC011120	ASTEI20_041037
OG0005205	ASIC013846	ASTEI20_038090
OG0005206	ASIC013840	ASTEI20_036404
OG0005207	ASIC006116	ASTEI20_041812
OG0005208	ASIC006113	ASTEI20_038456
OG0005209	ASIC013841	ASTEI20_045879
OG0005210	ASIC013850	ASTEI20_038291
OG0005211	ASIC011917	ASTEI20_037594
OG0005212	ASIC017846	ASTEI20_042193
OG0005213	ASIC017843	ASTEI20_035383
OG0005214	ASIC005045	ASTEI20_034085
OG0005215	ASIC017844	ASTEI20_037069
OG0005216	ASIC017849	ASTEI20_032615
OG0005217	ASIC011919	ASTEI20_031034
OG0005218	ASIC017847	ASTEI20_041967
OG0005219	ASIC005044	ASTEI20_042891
OG0005220	ASIC003949	ASTEI20_034774
OG0005221	ASIC017198	ASTEI20_032049
OG0005222	ASIC017193	ASTEI20_037180
OG0005223	ASIC008008	ASTEI20_032446
OG0005224	ASIC008009	ASTEI20_034690
OG0005225	ASIC020680	ASTEI20_037999
OG0005226	ASIC008006	ASTEI20_031655
OG0005227	ASIC020687	ASTEI20_039450
OG0005228	ASIC008005	ASTEI20_044802
OG0005229	ASIC020086	ASTEI20_033001
OG0005230	ASIC008003	ASTEI20_037658
OG0005231	ASIC013295	ASTEI20_036767
OG0005232	ASIC020250	ASTEI20_036347
OG0005233	ASIC012503	ASTEI20_032593
OG0005234	ASIC009846	ASTEI20_033693
OG0005235	ASIC016477	ASTEI20_034455
OG0005236	ASIC016482	ASTEI20_031542
OG0005237	ASIC016485	ASTEI20_038725
OG0005238	ASIC016484	ASTEI20_039235
OG0005239	ASIC009941	ASTEI20_037710
OG0005240	ASIC020745	ASTEI20_040432
OG0005241	ASIC020744	ASTEI20_035630
OG0005242	ASIC010820	ASTEI20_043667
OG0005243	ASIC008408	ASTEI20_033756
OG0005244	ASIC008405	ASTEI20_031187
OG0005245	ASIC016035	ASTEI20_040284
OG0005246	ASIC013460	ASTEI20_031639
OG0005247	ASIC013343	ASTEI20_031983
OG0005248	ASIC013459	ASTEI20_041756
OG0005249	ASIC016533	ASTEI20_038273
OG0005250	ASIC021046	ASTEI20_031172
OG0005251	ASIC015434	ASTEI20_046075
OG0005252	ASIC015408	ASTEI20_042087
OG0005253	ASIC015411	ASTEI20_037562
OG0005254	ASIC015405	ASTEI20_036677
OG0005255	ASIC016380	ASTEI20_041171
OG0005256	ASIC011719	ASTEI20_042974
OG0005257	ASIC012344	ASTEI20_045498
OG0005258	ASIC012350	ASTEI20_031095
OG0005259	ASIC003169	ASTEI20_040503
OG0005260	ASIC006587	ASTEI20_035047
OG0005261	ASIC003168	ASTEI20_045761
OG0005262	ASIC003170	ASTEI20_043569
OG0005263	ASIC003165	ASTEI20_033498
OG0005264	ASIC006590	ASTEI20_043589
OG0005265	ASIC019788	ASTEI20_032144
OG0005266	ASIC012925	ASTEI20_036002, ASTEI20_042154
OG0005267	ASIC003070	ASTEI20_045339
OG0005268	ASIC011970	ASTEI20_033348
OG0005269	ASIC013972	ASTEI20_038671
OG0005270	ASIC004087	ASTEI20_032877
OG0005271	ASIC013314	ASTEI20_035737
OG0005272	ASIC004084	ASTEI20_034518
OG0005273	ASIC012656	ASTEI20_039750
OG0005274	ASIC016502	ASTEI20_037754
OG0005275	ASIC003210	ASTEI20_041033
OG0005276	ASIC012377	ASTEI20_043288
OG0005277	ASIC021811	ASTEI20_040689
OG0005278	ASIC011008	ASTEI20_041512
OG0005279	ASIC012375	ASTEI20_033216
OG0005280	ASIC020045	ASTEI20_031142
OG0005281	ASIC020035	ASTEI20_038364
OG0005282	ASIC008357	ASTEI20_031863
OG0005283	ASIC006050	ASTEI20_034889
OG0005284	ASIC019803	ASTEI20_034450
OG0005285	ASIC006051	ASTEI20_045618
OG0005286	ASIC006112	ASTEI20_041858
OG0005287	ASIC017231	ASTEI20_042534
OG0005288	ASIC017230	ASTEI20_044606
OG0005289	ASIC017228	ASTEI20_033724
OG0005290	ASIC008658	ASTEI20_038902
OG0005291	ASIC006611	ASTEI20_038219
OG0005292	ASIC000263	ASTEI20_032638
OG0005293	ASIC008665	ASTEI20_042100
OG0005294	ASIC008663	ASTEI20_044003
OG0005295	ASIC016256	ASTEI20_031278
OG0005296	ASIC010832	ASTEI20_040867
OG0005297	ASIC010830	ASTEI20_036067
OG0005298	ASIC007968	ASTEI20_034064
OG0005299	ASIC009371	ASTEI20_038283
OG0005300	ASIC019084	ASTEI20_039998
OG0005301	ASIC019060	ASTEI20_034710
OG0005302	ASIC011374	ASTEI20_034309
OG0005304	ASIC020273	ASTEI20_041480
OG0005305	ASIC021015	ASTEI20_042250
OG0005306	ASIC021354	ASTEI20_040698
OG0005307	ASIC021009	ASTEI20_045441
OG0005308	ASIC021014	ASTEI20_039197
OG0005309	ASIC009671	ASTEI20_042859
OG0005310	ASIC006355	ASTEI20_032870
OG0005311	ASIC002463	ASTEI20_040813
OG0005312	ASIC016638	ASTEI20_033543, ASTEI20_036698
OG0005313	ASIC010253	ASTEI20_030994
OG0005314	ASIC020420	ASTEI20_036466
OG0005315	ASIC007664	ASTEI20_036645
OG0005316	ASIC005924	ASTEI20_036835
OG0005317	ASIC015403	ASTEI20_045438
OG0005318	ASIC015401	ASTEI20_033889
OG0005319	ASIC002805	ASTEI20_030804
OG0005321	ASIC002809	ASTEI20_039461
OG0005322	ASIC002788	ASTEI20_036185
OG0005323	ASIC007228	ASTEI20_043177
OG0005324	ASIC007236	ASTEI20_039227
OG0005325	ASIC007230	ASTEI20_042326
OG0005326	ASIC007231	ASTEI20_043390
OG0005328	ASIC019312	ASTEI20_038597
OG0005329	ASIC009326	ASTEI20_039335
OG0005330	ASIC009328	ASTEI20_033359
OG0005331	ASIC019314	ASTEI20_034227
OG0005332	ASIC009327	ASTEI20_040262
OG0005333	ASIC005403	ASTEI20_039846
OG0005334	ASIC018703	ASTEI20_032988
OG0005335	ASIC018702	ASTEI20_041542
OG0005336	ASIC018790	ASTEI20_031949
OG0005337	ASIC018705	ASTEI20_038704
OG0005338	ASIC005252	ASTEI20_037378
OG0005339	ASIC013496	ASTEI20_043184
OG0005340	ASIC008504	ASTEI20_041572
OG0005341	ASIC008505	ASTEI20_034669
OG0005342	ASIC009201	ASTEI20_036371
OG0005343	ASIC019220	ASTEI20_045002
OG0005344	ASIC008506	ASTEI20_042599
OG0005345	ASIC008511	ASTEI20_038631
OG0005346	ASIC003161	ASTEI20_031680
OG0005347	ASIC016622	ASTEI20_038437
OG0005348	ASIC020573	ASTEI20_045849
OG0005349	ASIC008451	ASTEI20_033881
OG0005350	ASIC010170	ASTEI20_037505
OG0005351	ASIC018480	ASTEI20_040258
OG0005353	ASIC011228	ASTEI20_037246
OG0005354	ASIC002701	ASTEI20_036619
OG0005355	ASIC010715	ASTEI20_045863
OG0005356	ASIC002807	ASTEI20_041541
OG0005357	ASIC010716	ASTEI20_033198
OG0005358	ASIC010905	ASTEI20_046146
OG0005359	ASIC007161	ASTEI20_042764
OG0005360	ASIC007462	ASTEI20_034535
OG0005361	ASIC007360	ASTEI20_036033
OG0005362	ASIC014374	ASTEI20_041420
OG0005363	ASIC013082	ASTEI20_033253
OG0005364	ASIC007139	ASTEI20_045534
OG0005365	ASIC013078	ASTEI20_042274
OG0005366	ASIC013080	ASTEI20_033202
OG0005367	ASIC013076	ASTEI20_044212
OG0005368	ASIC017770	ASTEI20_034995
OG0005369	ASIC022362	ASTEI20_035477
OG0005370	ASIC017795	ASTEI20_045027
OG0005371	ASIC022357	ASTEI20_036746
OG0005372	ASIC017785	ASTEI20_041955
OG0005373	ASIC007157	ASTEI20_038158
OG0005374	ASIC017092	ASTEI20_032001
OG0005375	ASIC007469	ASTEI20_031293
OG0005376	ASIC011425	ASTEI20_045251
OG0005377	ASIC007140	ASTEI20_039261
OG0005378	ASIC003936	ASTEI20_035669
OG0005379	ASIC015572	ASTEI20_042920
OG0005380	ASIC008470	ASTEI20_035881
OG0005381	ASIC002478	ASTEI20_037233
OG0005382	ASIC008469	ASTEI20_042194
OG0005383	ASIC020785	ASTEI20_042005
OG0005384	ASIC020781	ASTEI20_033481
OG0005385	ASIC006694	ASTEI20_044946
OG0005386	ASIC010001	ASTEI20_039201
OG0005388	ASIC002911	ASTEI20_038318, ASTEI20_033340
OG0005389	ASIC002860	ASTEI20_035359, ASTEI20_036036
OG0005391	ASIC002897	ASTEI20_041908, ASTEI20_041839
OG0005392	ASIC009468	ASTEI20_045225
OG0005393	ASIC020372	ASTEI20_045772
OG0005394	ASIC020358	ASTEI20_033537
OG0005395	ASIC004676	ASTEI20_045299
OG0005396	ASIC008249	ASTEI20_035893
OG0005397	ASIC008245	ASTEI20_035585
OG0005398	ASIC004613	ASTEI20_031498
OG0005400	ASIC020084	ASTEI20_037035
OG0005401	ASIC021521	ASTEI20_045511
OG0005402	ASIC021392	ASTEI20_032377
OG0005403	ASIC001840	ASTEI20_044224
OG0005404	ASIC004740	ASTEI20_034118
OG0005405	ASIC007114	ASTEI20_035381
OG0005406	ASIC020083	ASTEI20_035367
OG0005407	ASIC006288	ASTEI20_041787
OG0005408	ASIC013282	ASTEI20_040210
OG0005409	ASIC013270	ASTEI20_035714
OG0005410	ASIC009103	ASTEI20_034275
OG0005411	ASIC013273	ASTEI20_036134
OG0005412	ASIC011463	ASTEI20_031524
OG0005413	ASIC013283	ASTEI20_035683
OG0005414	ASIC013284	ASTEI20_041428
OG0005415	ASIC009102	ASTEI20_037237
OG0005416	ASIC013285	ASTEI20_035774
OG0005418	ASIC013379	ASTEI20_031575
OG0005419	ASIC014835	ASTEI20_035308
OG0005420	ASIC021655	ASTEI20_038417
OG0005421	ASIC021644	ASTEI20_042787
OG0005422	ASIC014839	ASTEI20_038016
OG0005423	ASIC021633	ASTEI20_032456
OG0005424	ASIC013325	ASTEI20_036855
OG0005425	ASIC008277	ASTEI20_039765
OG0005426	ASIC022208	ASTEI20_041696
OG0005428	ASIC008147	ASTEI20_044817
OG0005429	ASIC008150	ASTEI20_038475
OG0005430	ASIC008325	ASTEI20_036752
OG0005431	ASIC008316	ASTEI20_040821
OG0005432	ASIC008151	ASTEI20_044566
OG0005434	ASIC008149	ASTEI20_038488
OG0005435	ASIC008332	ASTEI20_036696
OG0005436	ASIC008318	ASTEI20_037940
OG0005437	ASIC008154	ASTEI20_031472
OG0005438	ASIC008645	ASTEI20_042737
OG0005439	ASIC008377	ASTEI20_037681
OG0005440	ASIC007833	ASTEI20_044371
OG0005441	ASIC007834	ASTEI20_031601
OG0005442	ASIC011113	ASTEI20_038590
OG0005443	ASIC011109	ASTEI20_043718
OG0005444	ASIC010565	ASTEI20_038970
OG0005445	ASIC010558	ASTEI20_040943
OG0005446	ASIC010570	ASTEI20_035764
OG0005447	ASIC008194	ASTEI20_035022
OG0005448	ASIC008191	ASTEI20_046053
OG0005449	ASIC010568	ASTEI20_042162
OG0005450	ASIC010566	ASTEI20_040890
OG0005451	ASIC010569	ASTEI20_037800
OG0005452	ASIC010564	ASTEI20_036365
OG0005453	ASIC010555	ASTEI20_033777
OG0005454	ASIC010557	ASTEI20_037637
OG0005455	ASIC013467	ASTEI20_040247
OG0005456	ASIC011267	ASTEI20_038303
OG0005458	ASIC015377	ASTEI20_044918
OG0005459	ASIC016185	ASTEI20_040224
OG0005460	ASIC010741	ASTEI20_032711
OG0005461	ASIC010742	ASTEI20_040819
OG0005462	ASIC016187	ASTEI20_043457
OG0005463	ASIC010743	ASTEI20_038164
OG0005464	ASIC008882	ASTEI20_031204
OG0005465	ASIC012952	ASTEI20_036292
OG0005466	ASIC018673	ASTEI20_035729
OG0005467	ASIC021643	ASTEI20_036290
OG0005468	ASIC021645	ASTEI20_030790
OG0005469	ASIC021657	ASTEI20_037479
OG0005470	ASIC021650	ASTEI20_041245
OG0005471	ASIC021646	ASTEI20_036229
OG0005472	ASIC021639	ASTEI20_045921
OG0005473	ASIC015368	ASTEI20_042663
OG0005474	ASIC019329	ASTEI20_039112
OG0005475	ASIC019336	ASTEI20_042841
OG0005476	ASIC015376	ASTEI20_043555
OG0005477	ASIC019322	ASTEI20_043670
OG0005478	ASIC019321	ASTEI20_030828
OG0005479	ASIC019323	ASTEI20_045356
OG0005480	ASIC019331	ASTEI20_033673
OG0005481	ASIC020468	ASTEI20_044853
OG0005482	ASIC020459	ASTEI20_034904
OG0005483	ASIC020466	ASTEI20_040067
OG0005484	ASIC020462	ASTEI20_035564
OG0005485	ASIC002486	ASTEI20_031654
OG0005486	ASIC007649	ASTEI20_033995
OG0005487	ASIC013442	ASTEI20_044533
OG0005488	ASIC002668	ASTEI20_036295
OG0005489	ASIC009577	ASTEI20_043975, ASTEI20_035532
OG0005490	ASIC003736	ASTEI20_041865
OG0005491	ASIC007711	ASTEI20_032762
OG0005492	ASIC004843	ASTEI20_033959
OG0005494	ASIC003735	ASTEI20_036025
OG0005495	ASIC015796	ASTEI20_044917
OG0005496	ASIC015790	ASTEI20_033091
OG0005497	ASIC015785	ASTEI20_046152
OG0005498	ASIC015791	ASTEI20_034304
OG0005499	ASIC015789	ASTEI20_032531
OG0005500	ASIC015797	ASTEI20_037772
OG0005501	ASIC015786	ASTEI20_039280
OG0005502	ASIC015795	ASTEI20_045060
OG0005503	ASIC006312	ASTEI20_032464
OG0005505	ASIC009104	ASTEI20_031627
OG0005506	ASIC004479	ASTEI20_046039
OG0005507	ASIC003942	ASTEI20_037416
OG0005508	ASIC009106	ASTEI20_034300
OG0005509	ASIC009105	ASTEI20_036772
OG0005510	ASIC018989	ASTEI20_039614
