HOG	OG	Gene Tree Parent Clade	AaegyptiLVP_AGWG	Aalbopictus_AalbF5	AdirusWRAIR2	AfunestusAfunGA1	AgambiaePEST	AminimusMINIMUS1	AsinensisChina	AstephensiUCISS2018	CquinquefasciatusJHB2020	LlongipalpisASM
N0.HOG0007085	OG0006879	n0	AAEL017015	LOC109410166	ADIR001219	AFUN2_000562	AGAP000352	AMIN005504	ASIC006825	ASTEI20_043841	CQUJHB011206	LOC129785883
N0.HOG0007086	OG0006880	n0	AAEL017059	LOC109418091	ADIR007187	AFUN2_013370	AGAP007531	AMIN010399	ASIC019846	ASTEI20_040706	CQUJHB007925	LOC129793210
N0.HOG0007087	OG0006881	n0	AAEL017080	LOC109428083	ADIR005489	AFUN2_000318	AGAP013139	AMIN004087	ASIC020113	ASTEI20_039590	CQUJHB012594	LOC129795717
N0.HOG0007088	OG0006882	n0	AAEL017082	LOC109401390, LOC109432880	ADIR011212	AFUN2_004239	AGAP008303	AMIN005997		ASTEI20_031572	CQUJHB002275	LOC129789133
N0.HOG0007089	OG0006883	n0	AAEL017085	LOC109410292	ADIR015666	AFUN2_010287	AGAP005749	AMIN016041	ASIC018435	ASTEI20_034529	CQUJHB007272	LOC129793038
N0.HOG0007090	OG0006884	n0	AAEL017098	LOC109413955	ADIR008110	AFUN2_000641	AGAP006023	AMIN010920	ASIC011636	ASTEI20_032902	CQUJHB001509	LOC129791863
N0.HOG0007091	OG0006885	n0	AAEL017115	LOC109432959	ADIR001422	AFUN2_013625	AGAP000539	AMIN005291	ASIC010230	ASTEI20_033473	CQUJHB008251	LOC129791239
N0.HOG0007092	OG0006886	n0	AAEL017120	LOC109413958	ADIR008107	AFUN2_012564	AGAP006020	AMIN010923	ASIC011643	ASTEI20_038380	CQUJHB001785	LOC129794002
N0.HOG0007093	OG0006887	n0	AAEL017133	LOC109423362	ADIR010343	AFUN2_000364	AGAP002520	AMIN002530	ASIC010576	ASTEI20_039976	CQUJHB017466	LOC129797668
N0.HOG0007094	OG0006888	n0	AAEL017142	LOC134285005	ADIR001109	AFUN2_006015	AGAP000177	AMIN005423	ASIC020349	ASTEI20_032121	CQUJHB005979	LOC129790029
N0.HOG0007095	OG0006889	n0	AAEL017155	LOC109420448	ADIR005949	AFUN2_008331	AGAP029878	AMIN001920	ASIC007158	ASTEI20_040356	CQUJHB005375	LOC129790804
N0.HOG0007096	OG0006890	n0	AAEL017164	LOC109431672	ADIR008658	AFUN2_010905	AGAP005062	AMIN007614	ASIC016119	ASTEI20_034333	CQUJHB001715	LOC129793180
N0.HOG0007097	OG0006891	n0	AAEL017184	LOC109419430	ADIR001761	AFUN2_003904	AGAP011142	AMIN008436	ASIC015209	ASTEI20_038587	CQUJHB008444	LOC129795114
N0.HOG0007098	OG0006892	n0	AAEL017188	LOC109423341	ADIR007117	AFUN2_008971	AGAP007655	AMIN010295	ASIC003693	ASTEI20_038925	CQUJHB006612	LOC129793998
N0.HOG0007099	OG0006893	n0	AAEL017204	LOC109622164	ADIR004762	AFUN2_012058	AGAP009919	AMIN006821	ASIC014627	ASTEI20_039890	CQUJHB000510	LOC129789343
N0.HOG0007100	OG0006894	n0	AAEL017224	LOC109408139	ADIR004831	AFUN2_005581	AGAP029543	AMIN001483	ASIC006862	ASTEI20_031833	CQUJHB011696	LOC129789603
N0.HOG0007101	OG0006895	n0	AAEL028108, AAEL017258	LOC109622212	ADIR005275	AFUN2_003962	AGAP010727	AMIN009234	ASIC000167	ASTEI20_041362	CQUJHB012839	
N0.HOG0007102	OG0006896	n0	AAEL017263	LOC109399798	ADIR002702	AFUN2_007035	AGAP001827	AMIN000427	ASIC008269	ASTEI20_037596	CQUJHB003326	LOC129795014
N0.HOG0007103	OG0006897	n0	AAEL017272	LOC115257016	ADIR000260	AFUN2_007212	AGAP011481	AMIN009025	ASIC015462	ASTEI20_042224	CQUJHB010039	LOC129796792
N0.HOG0007104	OG0006898	n0	AAEL017280	LOC109408393	ADIR015694	AFUN2_012361	AGAP001786	AMIN000696	ASIC003287	ASTEI20_044966	CQUJHB015860	LOC129786446
N0.HOG0007105	OG0006899	n0	AAEL017282	LOC109404961	ADIR003374	AFUN2_013987	AGAP003907	AMIN000270	ASIC002137	ASTEI20_038346	CQUJHB016240	LOC129796380
N0.HOG0007106	OG0006900	n0	AAEL017300	LOC109419618	ADIR007629	AFUN2_010792	AGAP006490	AMIN007881	ASIC017405	ASTEI20_031638	CQUJHB014051	LOC129792368
N0.HOG0007107	OG0006901	n0	AAEL017315	LOC109400776	ADIR009770	AFUN2_007395	AGAP010331	AMIN006527	ASIC005568	ASTEI20_040136	CQUJHB010588	LOC129794987
N0.HOG0007108	OG0006902	n0	AAEL017329	LOC109621578	ADIR002587	AFUN2_007907	AGAP002344	AMIN000215	ASIC013930	ASTEI20_032791	CQUJHB015633	LOC129788555
N0.HOG0007109	OG0006903	n0	AAEL017331	LOC109416314	ADIR001337	AFUN2_000720	AGAP000853	AMIN002066	ASIC016932	ASTEI20_036936	CQUJHB013516	LOC129788991
N0.HOG0007110	OG0006904	n0	AAEL017332	LOC109418254	ADIR010083	AFUN2_010483	AGAP029044	AMIN002326	ASIC011483	ASTEI20_034054	CQUJHB013983	LOC129794931
N0.HOG0007111	OG0006905	n0	AAEL017338	LOC109413626	ADIR001863	AFUN2_005900	AGAP010837	AMIN006974	ASIC015558	ASTEI20_032550	CQUJHB008215	LOC129796057
N0.HOG0007112	OG0006906	n0	AAEL017368	LOC109430988	ADIR006143	AFUN2_006620	AGAP009310	AMIN001745	ASIC006389	ASTEI20_043855	CQUJHB005741	LOC129793370
N0.HOG0007113	OG0006907	n0	AAEL017374	LOC109429573	ADIR006067	AFUN2_003108	AGAP009453	AMIN001836	ASIC007344	ASTEI20_042886	CQUJHB010933	LOC129789634
N0.HOG0007114	OG0006908	n0	AAEL017385	LOC109427336	ADIR008261	AFUN2_014058	AGAP003388	AMIN003885	ASIC021651	ASTEI20_037132	CQUJHB016686	LOC129787105
N0.HOG0007115	OG0006909	n0	AAEL017395	LOC115260377	ADIR002271	AFUN2_000792	AGAP012097	AMIN008266	ASIC018231	ASTEI20_035401	CQUJHB015147	LOC129795067
N0.HOG0007116	OG0006910	n0	AAEL017421	LOC109419547	ADIR002403	AFUN2_000514	AGAP002063	AMIN003370	ASIC004073	ASTEI20_031346	CQUJHB003823	LOC129786259
N0.HOG0007117	OG0006911	n0	AAEL017437	LOC109397228	ADIR008999	AFUN2_012990	AGAP002171	AMIN003096	ASIC008054	ASTEI20_033789	CQUJHB007887	LOC129790238
N0.HOG0007118	OG0006912	n0	AAEL017445	LOC109404634	ADIR006027	AFUN2_008484	AGAP009500	AMIN001873	ASIC007248	ASTEI20_034725	CQUJHB000151	LOC129791070
N0.HOG0007119	OG0006913	n0	AAEL017447	LOC109413608	ADIR000235	AFUN2_007182	AGAP011438	AMIN008985	ASIC015524	ASTEI20_038455	CQUJHB002647	LOC129796878
N0.HOG0007120	OG0006914	n0	AAEL017462	LOC109409739	ADIR008238	AFUN2_000759	AGAP007253	AMIN010599	ASIC007844	ASTEI20_040324	CQUJHB002966	LOC129793374
N0.HOG0007121	OG0006915	n0	AAEL017503	LOC109405451	ADIR005838	AFUN2_009228	AGAP002957	AMIN003160	ASIC003519	ASTEI20_041092	CQUJHB008869	LOC129789663
N0.HOG0007122	OG0006916	n0	AAEL017516	LOC109418991	ADIR016083	AFUN2_004901	AGAP006037	AMIN015939	ASIC012906	ASTEI20_033935	CQUJHB010903	LOC129792748
N0.HOG0007123	OG0006917	n0	AAEL017526	LOC109403126	ADIR003720	AFUN2_002905	AGAP005366	AMIN007405	ASIC016765	ASTEI20_044054	CQUJHB006062	LOC129792799
N0.HOG0007124	OG0006918	n0	AAEL017543	LOC109420155	ADIR000042	AFUN2_002704	AGAP012142	AMIN008314	ASIC019320	ASTEI20_031203	CQUJHB017174	LOC129795566
N0.HOG0007125	OG0006919	n0	AAEL017560	LOC109400731	ADIR008056	AFUN2_012009	AGAP007108	AMIN011247	ASIC011033	ASTEI20_040756	CQUJHB006861	LOC129793953
N0.HOG0007126	OG0006920	n0	AAEL017986	LOC115261355	ADIR005502	AFUN2_002577	AGAP004249	AMIN004101	ASIC020154	ASTEI20_043196	CQUJHB003546	LOC129794988
N0.HOG0007127	OG0006921	n0	AAEL017994	LOC109413950	ADIR003917	AFUN2_003488	AGAP013009	AMIN005646	ASIC009540	ASTEI20_039269	CQUJHB006900	LOC129788048
N0.HOG0007128	OG0006922	n0	AAEL018011	LOC109397360	ADIR006914	AFUN2_003756	AGAP005682	AMIN010158	ASIC012878	ASTEI20_031869	CQUJHB005905	LOC129793826
N0.HOG0007129	OG0006923	n0	AAEL018032	LOC109428220	ADIR010980	AFUN2_014510	AGAP029237	AMIN006308	ASIC017627	ASTEI20_033289	CQUJHB001180	LOC129788927
N0.HOG0007130	OG0006924	n0	AAEL018039	LOC109413710	ADIR003161	AFUN2_010995	AGAP002119	AMIN015755	ASIC012690	ASTEI20_041253	CQUJHB012530	LOC129796555
N0.HOG0007131	OG0006925	n0	AAEL018040	LOC109428942	ADIR000397	AFUN2_001117	AGAP029588	AMIN008184	ASIC017927	ASTEI20_032424	CQUJHB013001	LOC129790102
N0.HOG0007132	OG0006926	n0	AAEL018048	LOC109421675	ADIR010061	AFUN2_002728	AGAP001165	AMIN002306	ASIC011454	ASTEI20_044366	CQUJHB003914	LOC129796789
N0.HOG0007133	OG0006927	n0	AAEL018050	LOC115262121	ADIR005484	AFUN2_012340	AGAP004269	AMIN004082	ASIC020119	ASTEI20_032175	CQUJHB016000	LOC129786664
N0.HOG0007134	OG0006928	n0	AAEL018052	LOC109411760	ADIR005905	AFUN2_009573	AGAP007923	AMIN006426	ASIC007423, ASIC007422	ASTEI20_036408		LOC129791270
N0.HOG0007135	OG0006929	n0	AAEL018054	LOC109405634	ADIR000340	AFUN2_012157	AGAP011393	AMIN009314	ASIC015644	ASTEI20_037480	CQUJHB000891	LOC129789308
N0.HOG0007136	OG0006930	n0	AAEL018056	LOC109415279	ADIR010628	AFUN2_014170	AGAP003504	AMIN000891	ASIC003212	ASTEI20_043310	CQUJHB003652	LOC129796953
N0.HOG0007137	OG0006931	n0	AAEL018059	LOC109431113	ADIR001158	AFUN2_001515	AGAP000406	AMIN005692	ASIC010293	ASTEI20_045793	CQUJHB018391	LOC129788944
N0.HOG0007138	OG0006932	n0	AAEL018112	LOC109421864	ADIR001988	AFUN2_011018	AGAP001061	AMIN005758	ASIC010296	ASTEI20_043110	CQUJHB002256	LOC129789571
N0.HOG0007139	OG0006933	n0	AAEL018119	LOC109398227	ADIR008837	AFUN2_000434	AGAP006091	AMIN009935	ASIC002884	ASTEI20_045716	CQUJHB007635	LOC129793122
N0.HOG0007140	OG0006934	n0	AAEL018121	LOC109418925	ADIR016152	AFUN2_011990	AGAP006069	AMIN009909	ASIC021267	ASTEI20_040617	CQUJHB009458	LOC129792270
N0.HOG0007141	OG0006935	n0	AAEL018124	LOC109414129	ADIR002778	AFUN2_000854	AGAP003280	AMIN000362	ASIC012632	ASTEI20_031416	CQUJHB009112	LOC129791841
N0.HOG0007142	OG0006936	n0	AAEL018125	LOC109414162	ADIR002674	AFUN2_002646	AGAP002505	AMIN002517	ASIC000862	ASTEI20_043769	CQUJHB011589	LOC129786882
N0.HOG0007143	OG0006937	n0	AAEL018127	LOC109405486	ADIR001501	AFUN2_006370	AGAP000829	AMIN005555	ASIC004462	ASTEI20_032216	CQUJHB004979	LOC129790120
N0.HOG0007144	OG0006938	n0	AAEL018130	LOC115254050	ADIR006590	AFUN2_004420	AGAP013516	AMIN003170	ASIC020960	ASTEI20_035450	CQUJHB008726	LOC129789625
N0.HOG0007145	OG0006939	n0	AAEL018132	LOC109404504	ADIR010169	AFUN2_013978	AGAP002683	AMIN003623	ASIC021002	ASTEI20_045341	CQUJHB009463	LOC129794907
N0.HOG0007146	OG0006940	n0	AAEL018136	LOC115265578	ADIR011207	AFUN2_009235	AGAP028086	AMIN001728	ASIC010015	ASTEI20_043464	CQUJHB002875	LOC129789946
N0.HOG0007147	OG0006941	n0	AAEL018146	LOC109433210	ADIR005671	AFUN2_013307	AGAP010473	AMIN005032	ASIC009325	ASTEI20_031053	CQUJHB015284	LOC129795456
N0.HOG0007148	OG0006942	n0	AAEL018150	LOC109404759	ADIR007823	AFUN2_008653	AGAP005795	AMIN011136	ASIC016266	ASTEI20_041543	CQUJHB012529	LOC129792904
N0.HOG0007149	OG0006943	n0	AAEL023530, AAEL018152	LOC109406001	ADIR005798	AFUN2_003167	AGAP002145	AMIN003120	ASIC021412	ASTEI20_039428		LOC129788961
N0.HOG0007150	OG0006944	n0	AAEL018159	LOC109419958	ADIR011253	AFUN2_011844	AGAP008091	AMIN006180	ASIC017292	ASTEI20_032060, ASTEI20_045452		LOC129797465
N0.HOG0007151	OG0006945	n0	AAEL018160	LOC109411096	ADIR007893	AFUN2_009882	AGAP005772	AMIN014839	ASIC018469	ASTEI20_045817	CQUJHB011522	LOC129788017
N0.HOG0007152	OG0006946	n0	AAEL018163	LOC115254250	ADIR006528	AFUN2_004177	AGAP003818	AMIN002882	ASIC002273	ASTEI20_041399	CQUJHB004770	LOC129796442
N0.HOG0007153	OG0006947	n0	AAEL018164	LOC109419384	ADIR010592	AFUN2_014808	AGAP003151	AMIN004628	ASIC008065	ASTEI20_035484	CQUJHB002725	LOC129796059
N0.HOG0007154	OG0006948	n0	AAEL018168	LOC109430909	ADIR007838	AFUN2_013295	AGAP007022	AMIN011120	ASIC015042	ASTEI20_043744	CQUJHB005421	LOC129792787
N0.HOG0007155	OG0006949	n0	AAEL018173	LOC109411219	ADIR002668	AFUN2_008224	AGAP002497	AMIN002510	ASIC000852	ASTEI20_032619	CQUJHB015980	LOC129797130
N0.HOG0007156	OG0006950	n0	AAEL018174	LOC109425818	ADIR009539	AFUN2_006057	AGAP029483	AMIN006930	ASIC015394	ASTEI20_042557	CQUJHB009468	LOC129795787
N0.HOG0007157	OG0006951	n0	AAEL018178	LOC109405281	ADIR000085	AFUN2_007066	AGAP029642	AMIN008375	ASIC012695	ASTEI20_043400	CQUJHB012864	LOC129794619
N0.HOG0007158	OG0006952	n0	AAEL018182	LOC109418261	ADIR010081	AFUN2_006377	AGAP001141	AMIN002324	ASIC011481	ASTEI20_033553	CQUJHB014290	LOC129795155
N0.HOG0007159	OG0006953	n0	AAEL018200	LOC109410453	ADIR002623	AFUN2_009346	AGAP003596	AMIN000199	ASIC004639	ASTEI20_035224	CQUJHB003355	LOC129797208
N0.HOG0007160	OG0006954	n0	AAEL018205	LOC109408362	ADIR000155	AFUN2_007545	AGAP011586	AMIN008853	ASIC017522	ASTEI20_033113	CQUJHB007961	LOC129796656
N0.HOG0007161	OG0006955	n0	AAEL018207	LOC109411141	ADIR003195	AFUN2_012957	AGAP029110	AMIN002795	ASIC009815	ASTEI20_036524	CQUJHB009765	LOC129795714
N0.HOG0007162	OG0006956	n0	AAEL018228	LOC109430179	ADIR006216	AFUN2_010127	AGAP009123	AMIN009668	ASIC015821	ASTEI20_037663	CQUJHB000852	LOC129790790
N0.HOG0007163	OG0006957	n0	AAEL018234	LOC109622630	ADIR016053	AFUN2_006669	AGAP006347	AMIN015501	ASIC016656	ASTEI20_045033	CQUJHB017003	LOC129793612
N0.HOG0007164	OG0006958	n0	AAEL018236	LOC115253786	ADIR016159	AFUN2_002040	AGAP006168	AMIN011301	ASIC019261	ASTEI20_031411	CQUJHB001327	LOC129792592
N0.HOG0007165	OG0006959	n0	AAEL018237	LOC109423749	ADIR007995	AFUN2_007168	AGAP006171	AMIN011304	ASIC019266	ASTEI20_041260	CQUJHB013166	LOC129787414
N0.HOG0007166	OG0006960	n0	AAEL018244	LOC109414334	ADIR000673	AFUN2_004999	AGAP008917	AMIN001688	ASIC014212	ASTEI20_042976	CQUJHB005928	LOC129788937
N0.HOG0007167	OG0006961	n0	AAEL018259	LOC109410929	ADIR003177	AFUN2_005204	AGAP002106	AMIN000630	ASIC014991	ASTEI20_036544	CQUJHB016933, CQUJHB002421	
N0.HOG0007168	OG0006962	n0	AAEL018265	LOC109418338	ADIR010233	AFUN2_009430	AGAP002625	AMIN003943	ASIC013813	ASTEI20_038485	CQUJHB004931	LOC129786602
N0.HOG0007169	OG0006963	n0	AAEL018273	LOC109428257	ADIR005179	AFUN2_001621	AGAP029533	AMIN009568	ASIC014548	ASTEI20_040441	CQUJHB010882	LOC129789333
N0.HOG0007170	OG0006964	n0	AAEL018276	LOC109401421	ADIR007348	AFUN2_003918	AGAP006632	AMIN007764	ASIC019886	ASTEI20_042747		LOC129797485, LOC129792234
N0.HOG0007171	OG0006965	n0	AAEL018278	LOC109407366	ADIR011144	AFUN2_002151	AGAP008389	AMIN005918	ASIC017568	ASTEI20_041665	CQUJHB017991	LOC129790161
N0.HOG0007172	OG0006966	n0	AAEL018280	LOC109429859	ADIR005938	AFUN2_001165	AGAP007888	AMIN007115	ASIC007441	ASTEI20_036465	CQUJHB014475	LOC129789587
N0.HOG0007173	OG0006967	n0	AAEL018281	LOC109432528	ADIR011057	AFUN2_005912	AGAP008041	AMIN006229	ASIC006981	ASTEI20_035730	CQUJHB010715	LOC129790341
N0.HOG0007174	OG0006968	n0	AAEL018288	LOC109422269	ADIR009580	AFUN2_004815	AGAP029051	AMIN009319	ASIC015655	ASTEI20_040444	CQUJHB004869	LOC129794876
N0.HOG0007175	OG0006969	n0	AAEL018293	LOC109420669	ADIR015692	AFUN2_012912	AGAP009226	AMIN009757	ASIC010807	ASTEI20_032787	CQUJHB005289	LOC129790849
N0.HOG0007176	OG0006970	n0	AAEL018296	LOC109430339, LOC109412460	ADIR004575	AFUN2_002111	AGAP004083	AMIN002648	ASIC003489	ASTEI20_031860	CQUJHB014805	
N0.HOG0007177	OG0006971	n0	AAEL018297	LOC109415697	ADIR004588	AFUN2_013684	AGAP005287	AMIN010764	ASIC010438	ASTEI20_036615	CQUJHB003271	LOC129787022
N0.HOG0007178	OG0006972	n0	AAEL018300	LOC134291115, LOC134291305	ADIR002478	AFUN2_011762	AGAP013075	AMIN000508	ASIC008219		CQUJHB005132	LOC129797193
N0.HOG0007179	OG0006973	n0	AAEL018308	LOC109406576	ADIR005820, ADIR005824	AFUN2_014450	AGAP002971	AMIN003147		ASTEI20_043289	CQUJHB008923	LOC129797011
N0.HOG0007180	OG0006974	n0	AAEL018312	LOC109422636	ADIR008913	AFUN2_011515	AGAP002259	AMIN000145	ASIC010107	ASTEI20_045537	CQUJHB011070	LOC129786144
N0.HOG0007181	OG0006975	n0	AAEL018313	LOC109411600	ADIR010672	AFUN2_014735	AGAP003546	AMIN000851	ASIC001078	ASTEI20_033860	CQUJHB000385	LOC129796521
N0.HOG0007182	OG0006976	n0	AAEL018318	LOC109413506	ADIR007552	AFUN2_010442	AGAP006580	AMIN007807	ASIC019568	ASTEI20_036163	CQUJHB004408	LOC129791900
N0.HOG0007183	OG0006977	n0	AAEL018322	LOC109425542	ADIR010069	AFUN2_001225	AGAP001156	AMIN002314	ASIC011466	ASTEI20_039810	CQUJHB004432	LOC129797165
N0.HOG0007184	OG0006978	n0	AAEL018329	LOC109400338	ADIR011102	AFUN2_010715	AGAP029241	AMIN016155	ASIC013553	ASTEI20_036198	CQUJHB017967	LOC129791086
N0.HOG0007185	OG0006979	n0	AAEL018333	LOC109409677	ADIR007770	AFUN2_004587	AGAP005849	AMIN011188	ASIC016849	ASTEI20_036521	CQUJHB009750	LOC129793643
N0.HOG0007186	OG0006980	n0	AAEL018339	LOC109397708	ADIR000829	AFUN2_012462	AGAP000149	AMIN005448	ASIC017055	ASTEI20_044380	CQUJHB005418	LOC129785823
N0.HOG0007187	OG0006981	n0	AAEL018341	LOC109409635	ADIR004014	AFUN2_007628	AGAP010162	AMIN007240	ASIC007519	ASTEI20_040132	CQUJHB003561	LOC129790455
N0.HOG0007188	OG0006982	n0	AAEL018342	LOC109410662	ADIR011545	AFUN2_003850	AGAP028624	AMIN007055	ASIC010959	ASTEI20_045315	CQUJHB000840	LOC129793897
N0.HOG0007189	OG0006983	n0	AAEL018344	LOC109406132	ADIR009980	AFUN2_001730	AGAP001255	AMIN002221	ASIC011549	ASTEI20_036737	CQUJHB009747	LOC129796983
N0.HOG0007190	OG0006984	n0	AAEL018348	LOC109414019	ADIR006779	AFUN2_004021	AGAP008873	AMIN001638	ASIC010746	ASTEI20_043992	CQUJHB006224	LOC129790118
N0.HOG0007191	OG0006985	n0	AAEL018350	LOC109419322	ADIR005074	AFUN2_002886	AGAP009727	AMIN009468	ASIC022138	ASTEI20_037912	CQUJHB016960	LOC129786429
N0.HOG0007192	OG0006986	n0	AAEL018353	LOC109423010	ADIR005208	AFUN2_001795	AGAP000992	AMIN001948	ASIC017146	ASTEI20_031980	CQUJHB001194	LOC129789418
N0.HOG0007193	OG0006987	n0	AAEL018354	LOC109407855	ADIR005233	AFUN2_014803	AGAP010893	AMIN009285	ASIC003887	ASTEI20_032570	CQUJHB015025	LOC129786359
N0.HOG0007194	OG0006988	n0	AAEL018703	LOC115265357	ADIR006995	AFUN2_010887	AGAP007556	AMIN010376	ASIC002497	ASTEI20_032554	CQUJHB009085	LOC129791796
N0.HOG0007195	OG0006989	n0	AAEL018707	LOC109401722	ADIR011008	AFUN2_000657	AGAP007988	AMIN006276	ASIC016216	ASTEI20_041570	CQUJHB005737	LOC129791337
N0.HOG0007196	OG0006990	n0	AAEL018710	LOC109412058	ADIR009482	AFUN2_007917	AGAP010677	AMIN008685	ASIC022298	ASTEI20_031552	CQUJHB013413	LOC129796094
N0.HOG0007197	OG0006991	n0	AAEL019408	LOC109407623	ADIR002293	AFUN2_013739	AGAP011054	AMIN008534		ASTEI20_031351	CQUJHB011339	LOC129788892, LOC129793908
N0.HOG0007198	OG0006992	n0	AAEL019410	LOC109426573	ADIR004161	AFUN2_013596	AGAP005410	AMIN011357	ASIC016351	ASTEI20_038649	CQUJHB004892	LOC129792986
N0.HOG0007199	OG0006993	n0	AAEL019416	LOC109409728	ADIR008224	AFUN2_006431	AGAP007279	AMIN010580	ASIC007808	ASTEI20_040080	CQUJHB002015	LOC129794041
N0.HOG0007200	OG0006994	n0	AAEL019422	LOC109409427	ADIR001155	AFUN2_010822	AGAP000410	AMIN005690	ASIC010291	ASTEI20_033839	CQUJHB006131	LOC129788716
N0.HOG0007201	OG0006995	n0	AAEL019423	LOC109418946	ADIR008178	AFUN2_007936	AGAP029450	AMIN010537	ASIC021335	ASTEI20_043459	CQUJHB003792	LOC129792568
N0.HOG0007202	OG0006996	n0	AAEL019426	LOC115253705	ADIR005857	AFUN2_006937	AGAP029979	AMIN000043	ASIC014293	ASTEI20_042977	CQUJHB006897	LOC129786770
N0.HOG0007203	OG0006997	n0	AAEL019427	LOC109427584	ADIR011301	AFUN2_005039	AGAP029561	AMIN006136	ASIC014408	ASTEI20_038242	CQUJHB015563	LOC129791303
N0.HOG0007204	OG0006998	n0	AAEL019428	LOC109621471	ADIR000445	AFUN2_014219	AGAP012280	AMIN006895	ASIC017838	ASTEI20_037780	CQUJHB001985	LOC129794658
N0.HOG0007205	OG0006999	n0	AAEL019431	LOC109414899	ADIR015509	AFUN2_001440	AGAP029539	AMIN015503	ASIC017893	ASTEI20_034656	CQUJHB012806	LOC129797524
N0.HOG0007206	OG0007000	n0	AAEL019434	LOC109410792	ADIR003175	AFUN2_002056	AGAP002108	AMIN000629	ASIC014997	ASTEI20_037255	CQUJHB018340, CQUJHB002745	
N0.HOG0007207	OG0007001	n0	AAEL019436	LOC109404755	ADIR007390	AFUN2_006179	AGAP005716	AMIN011023	ASIC016308	ASTEI20_044116	CQUJHB014288	LOC129791589
N0.HOG0007208	OG0007002	n0	AAEL019437	LOC115259710	ADIR008891	AFUN2_001332	AGAP004613	AMIN000032	ASIC014272	ASTEI20_035358	CQUJHB005842	LOC129787443
N0.HOG0007209	OG0007003	n0	AAEL019441	LOC109426120	ADIR009871	AFUN2_013328	AGAP001515	AMIN002407	ASIC013267	ASTEI20_031012	CQUJHB000961	LOC129786609
N0.HOG0007210	OG0007004	n0	AAEL019447	LOC109429325	ADIR005844	AFUN2_006994	AGAP004028	AMIN002594	ASIC008901	ASTEI20_033141	CQUJHB007329	LOC129791017
N0.HOG0007211	OG0007005	n0	AAEL019452	LOC109403791	ADIR008034	AFUN2_005305	AGAP007127	AMIN011267	ASIC018942	ASTEI20_037008	CQUJHB006797	LOC129791965
N0.HOG0007212	OG0007006	n0	AAEL019455	LOC109409861	ADIR009164	AFUN2_010226	AGAP004769	AMIN008110	ASIC011308	ASTEI20_033947	CQUJHB004366	LOC129796248
N0.HOG0007213	OG0007007	n0	AAEL019458	LOC109425852	ADIR009574	AFUN2_012768	AGAP029596	AMIN008710	ASIC019425	ASTEI20_041566	CQUJHB006702	LOC129793783
N0.HOG0007214	OG0007008	n0	AAEL019459	LOC109404503	ADIR005566	AFUN2_013144	AGAP012590, AGAP012857	AMIN004015	ASIC005797	ASTEI20_043234	CQUJHB005065	
N0.HOG0007215	OG0007009	n0	AAEL019460	LOC109399472	ADIR004232	AFUN2_009240	AGAP006939	AMIN007711	ASIC011761	ASTEI20_037569	CQUJHB016569	LOC129793477
N0.HOG0007216	OG0007010	n0	AAEL019461	LOC115265592	ADIR000608	AFUN2_008433	AGAP008288	AMIN006005	ASIC010605	ASTEI20_039285	CQUJHB007922	LOC129788660
N0.HOG0007217	OG0007011	n0	AAEL019464	LOC115263581	ADIR010291	AFUN2_000917	AGAP002573	AMIN004004	ASIC021099	ASTEI20_031495	CQUJHB000182	LOC129786410
N0.HOG0007218	OG0007012	n0	AAEL019466	LOC109417651	ADIR010877	AFUN2_007073	AGAP008551	AMIN001006	ASIC009076	ASTEI20_040394	CQUJHB009897	LOC129790620
N0.HOG0007219	OG0007013	n0	AAEL019477	LOC109421495	ADIR005989	AFUN2_003239	AGAP029990	AMIN001910	ASIC007185	ASTEI20_034807	CQUJHB009481	LOC129788472
N0.HOG0007220	OG0007014	n0	AAEL019478	LOC109426568	ADIR004160	AFUN2_004443	AGAP005411	AMIN011358	ASIC016362	ASTEI20_040859	CQUJHB004598	LOC129791576
N0.HOG0007221	OG0007015	n0	AAEL019483	LOC109431757	ADIR009957	AFUN2_009647	AGAP012950	AMIN002198	ASIC001340	ASTEI20_039343	CQUJHB012966	LOC129794517
N0.HOG0007222	OG0007016	n0	AAEL019485	LOC109401451	ADIR009961	AFUN2_011960	AGAP001279	AMIN002202	ASIC011510	ASTEI20_044066	CQUJHB008284	LOC129793914
N0.HOG0007223	OG0007017	n0	AAEL019487	LOC109432671	ADIR011329	AFUN2_001306	AGAP009883	AMIN009603	ASIC015780	ASTEI20_034262	CQUJHB017865	LOC129791132
N0.HOG0007224	OG0007018	n0	AAEL019492, AAEL026374	LOC109431765	ADIR001115	AFUN2_006600	AGAP029967	AMIN015902	ASIC020359		CQUJHB003813	LOC129789812
N0.HOG0007225	OG0007019	n0	AAEL020474, AAEL019493	LOC109431661	ADIR001116	AFUN2_013369	AGAP029486	AMIN015901	ASIC020360	ASTEI20_043837		LOC129789811
N0.HOG0007226	OG0007020	n0	AAEL019495	LOC109409200	ADIR006366	AFUN2_009533	AGAP029509	AMIN006062	ASIC013174	ASTEI20_037746	CQUJHB018424	LOC129791033
N0.HOG0007227	OG0007021	n0	AAEL019503	LOC109622245	ADIR004386	AFUN2_004113	AGAP012006	AMIN004429	ASIC013025	ASTEI20_038017	CQUJHB008973	LOC129795781
N0.HOG0007228	OG0007022	n0	AAEL019508	LOC109409049	ADIR010704	AFUN2_013402	AGAP029907	AMIN003036	ASIC009792	ASTEI20_038440	CQUJHB001406	LOC129787501
