HOG	OG	Gene Tree Parent Clade	AaegyptiLVP_AGWG	Aalbopictus_AalbF5	AdirusWRAIR2	AfunestusAfunGA1	AgambiaePEST	AminimusMINIMUS1	AsinensisChina	AstephensiUCISS2018	CquinquefasciatusJHB2020	LlongipalpisASM
N3.HOG0007342	OG0006227	n0	AAEL011665	LOC109428025							CQUJHB005736	
N3.HOG0007343	OG0006228	n0	AAEL011666	LOC109428035							CQUJHB012472	
N3.HOG0007344	OG0006229	n0	AAEL011667	LOC115270233							CQUJHB018321	
N3.HOG0007345	OG0006230	n0	AAEL011684	LOC109404017							CQUJHB013574	
N3.HOG0007346	OG0006231	n0	AAEL011687	LOC109413590							CQUJHB001179	
N3.HOG0007347	OG0006232	n0	AAEL011693	LOC109432063							CQUJHB001960	
N3.HOG0007348	OG0006233	n0	AAEL011700	LOC109407979							CQUJHB018244	
N3.HOG0007349	OG0006234	n0	AAEL011701	LOC109407978							CQUJHB017036	
N3.HOG0007350	OG0006235	n0	AAEL011702	LOC109403684							CQUJHB016955	
N3.HOG0007351	OG0006236	n0	AAEL011703	LOC109407974							CQUJHB012223	
N3.HOG0007352	OG0006237	n0	AAEL011709	LOC109403672							CQUJHB017735	
N3.HOG0007353	OG0006238	n0	AAEL011710	LOC109407969							CQUJHB009762	
N3.HOG0007354	OG0006239	n0	AAEL011711	LOC109407972							CQUJHB009303	
N3.HOG0007355	OG0006240	n0	AAEL014844, AAEL011714	LOC109411780								
N3.HOG0007356	OG0006241	n0	AAEL011728	LOC109428360							CQUJHB015407	
N3.HOG0007357	OG0006242	n0	AAEL011732	LOC109413568							CQUJHB008850	
N3.HOG0007358	OG0006243	n0	AAEL011733	LOC109401254							CQUJHB010328	
N3.HOG0007359	OG0006244	n0	AAEL011736	LOC109413575							CQUJHB004883	
N3.HOG0007360	OG0006245	n0	AAEL011737	LOC115253717							CQUJHB011835	
N3.HOG0007361	OG0006246	n0	AAEL011739	LOC109413570							CQUJHB018090	
N3.HOG0007362	OG0006247	n0	AAEL011741	LOC109401280							CQUJHB011964	
N3.HOG0007363	OG0006248	n0	AAEL011742	LOC109407899							CQUJHB005229	
N3.HOG0007364	OG0006249	n0	AAEL011744	LOC109413553							CQUJHB008507	
N3.HOG0007365	OG0006250	n0	AAEL011745	LOC115262749							CQUJHB012343	
N3.HOG0007366	OG0006251	n0	AAEL011746	LOC109413576							CQUJHB000751	
N3.HOG0007367	OG0006252	n0	AAEL011750	LOC109431598							CQUJHB010516	
N3.HOG0007368	OG0006253	n0	AAEL011752	LOC109431675							CQUJHB011999	
N3.HOG0007369	OG0006254	n0	AAEL011753	LOC134285258							CQUJHB003908	
N3.HOG0007370	OG0006255	n0	AAEL011757	LOC109412181							CQUJHB003347	
N3.HOG0007371	OG0006256	n0	AAEL011766	LOC115253492							CQUJHB007688	
N3.HOG0007372	OG0006257	n0	AAEL011770	LOC115255459							CQUJHB007352	
N3.HOG0007373	OG0006258	n0	AAEL011776	LOC109414184							CQUJHB014737	
N3.HOG0007374	OG0006259	n0	AAEL011779	LOC109414187							CQUJHB006488	
N3.HOG0007375	OG0006260	n0	AAEL011780	LOC109414186							CQUJHB017026	
N3.HOG0007376	OG0006261	n0	AAEL011781	LOC109414183							CQUJHB012993	
N3.HOG0007377	OG0006262	n0	AAEL011782	LOC109414180							CQUJHB010245	
N3.HOG0007378	OG0006263	n0	AAEL011784	LOC109414185							CQUJHB008370	
N3.HOG0007379	OG0006264	n0	AAEL011787	LOC109416154							CQUJHB014147	
N3.HOG0007380	OG0006265	n0	AAEL011789	LOC109433123							CQUJHB010111	
N3.HOG0007381	OG0006266	n0	AAEL011790	LOC109433429							CQUJHB002126	
N3.HOG0007382	OG0006267	n0	AAEL011799	LOC134290072							CQUJHB005523	
N3.HOG0007383	OG0006268	n0	AAEL011803	LOC109419190							CQUJHB003140	
N3.HOG0007384	OG0006269	n0	AAEL011811	LOC109405758							CQUJHB009894	
N3.HOG0007385	OG0006270	n0	AAEL011812	LOC109433374							CQUJHB001488, CQUJHB000849	
N3.HOG0007386	OG0006271	n0	AAEL011813	LOC109405755							CQUJHB013082	
N3.HOG0007387	OG0006272	n0	AAEL011814	LOC109405756							CQUJHB009455	
N3.HOG0007388	OG0006273	n0	AAEL011817	LOC109405747							CQUJHB003617	
N3.HOG0007389	OG0006274	n0	AAEL011819	LOC109433375							CQUJHB003871	
N3.HOG0007390	OG0006275	n0	AAEL011826	LOC109406735							CQUJHB008758	
N3.HOG0007391	OG0006276	n0	AAEL011827	LOC109411954							CQUJHB015523	
N3.HOG0007392	OG0006277	n0	AAEL011837	LOC109408804							CQUJHB013424	
N3.HOG0007393	OG0006278	n0	AAEL011848	LOC109407160							CQUJHB012313	
N3.HOG0007394	OG0006279	n0	AAEL011857	LOC109407710							CQUJHB015844	
N3.HOG0007395	OG0006280	n0	AAEL011862	LOC109623149							CQUJHB002603	
N3.HOG0007396	OG0006281	n0	AAEL011866	LOC115264576							CQUJHB005536	
N3.HOG0007397	OG0006282	n0	AAEL011869	LOC109623148							CQUJHB009911	
N3.HOG0007398	OG0006283	n0	AAEL011871	LOC109420827							CQUJHB004314	
N3.HOG0007399	OG0006284	n0	AAEL011872	LOC109412518							CQUJHB015511	
N3.HOG0007400	OG0006285	n0	AAEL011873	LOC109412524							CQUJHB001555	
N3.HOG0007401	OG0006286	n0	AAEL011874	LOC109412521							CQUJHB001280	
N3.HOG0007402	OG0006287	n0	AAEL011881	LOC109430137							CQUJHB010189	
N3.HOG0007403	OG0006288	n0	AAEL011887	LOC109433560							CQUJHB001821, CQUJHB017783	
N3.HOG0007404	OG0006289	n0	AAEL011897	LOC109429621							CQUJHB002600	
N3.HOG0007405	OG0006290	n0	AAEL011905	LOC109409839							CQUJHB007358	
N3.HOG0007406	OG0006291	n0	AAEL011912	LOC109397140							CQUJHB016959	
N3.HOG0007407	OG0006292	n0	AAEL011925	LOC109399671							CQUJHB010637	
N3.HOG0007408	OG0006293	n0	AAEL011926	LOC109418885							CQUJHB013394	
N3.HOG0007409	OG0006294	n0	AAEL011927	LOC109399659							CQUJHB016157	
N3.HOG0007410	OG0006295	n0	AAEL011928, AAEL013056	LOC109399664							CQUJHB004387	
N3.HOG0007411	OG0006296	n0	AAEL011934	LOC109405416							CQUJHB009547	
N3.HOG0007412	OG0006297	n0	AAEL011936	LOC109402457							CQUJHB004904	
N3.HOG0007413	OG0006298	n0	AAEL011937	LOC109405606							CQUJHB009793	
N3.HOG0007414	OG0006299	n0	AAEL011939	LOC109424300							CQUJHB000286	
N3.HOG0007415	OG0006300	n0	AAEL011958	LOC109415723							CQUJHB009225	
N3.HOG0007416	OG0006301	n0	AAEL011960	LOC109429484							CQUJHB013816	
N3.HOG0007417	OG0006302	n0	AAEL011962	LOC109415725							CQUJHB009415	
N3.HOG0007418	OG0006303	n0	AAEL011965	LOC109415716							CQUJHB013999	
N3.HOG0007419	OG0006304	n0	AAEL011969	LOC109415717							CQUJHB008961	
N3.HOG0007420	OG0006305	n0	AAEL011972	LOC109405471							CQUJHB003970	
N3.HOG0007421	OG0006306	n0	AAEL011974	LOC109405443							CQUJHB004709	
N3.HOG0007422	OG0006307	n0	AAEL011978	LOC109405454							CQUJHB006926	
N3.HOG0007423	OG0006308	n0	AAEL011981	LOC109414261							CQUJHB008297	
N3.HOG0007424	OG0006309	n0	AAEL011983	LOC109405463							CQUJHB017306	
N3.HOG0007425	OG0006310	n0	AAEL012011	LOC109397419							CQUJHB008721	
N3.HOG0007426	OG0006311	n0	AAEL012014	LOC109420807							CQUJHB013526	
N3.HOG0007427	OG0006312	n0	AAEL012023	LOC115253942							CQUJHB013643	
N3.HOG0007428	OG0006313	n0	AAEL012025	LOC109431779							CQUJHB015895	
N3.HOG0007429	OG0006314	n0	AAEL012026	LOC109431784							CQUJHB016829	
N3.HOG0007430	OG0006315	n0	AAEL012029	LOC109431859							CQUJHB013930	
N3.HOG0007431	OG0006316	n0	AAEL012031	LOC109431793							CQUJHB001496	
N3.HOG0007432	OG0006317	n0	AAEL012034	LOC109431792							CQUJHB001419	
N3.HOG0007433	OG0006318	n0	AAEL012035	LOC109431782							CQUJHB008289	
N3.HOG0007434	OG0006319	n0	AAEL012036	LOC134285526, LOC109399864							CQUJHB000469	
N3.HOG0007435	OG0006320	n0	AAEL012052	LOC109409659							CQUJHB014291	
N3.HOG0007436	OG0006321	n0	AAEL012056	LOC109407724							CQUJHB017450	
N3.HOG0007437	OG0006322	n0	AAEL012060	LOC109623194							CQUJHB017268	
N3.HOG0007438	OG0006323	n0	AAEL012062	LOC134283925, LOC109621302							CQUJHB014796	
N3.HOG0007439	OG0006324	n0	AAEL012071	LOC109406147							CQUJHB010464	
N3.HOG0007440	OG0006325	n0	AAEL012081	LOC109401779							CQUJHB010098	
N3.HOG0007441	OG0006326	n0	AAEL012091	LOC109430554							CQUJHB016184	
N3.HOG0007442	OG0006327	n0	AAEL012092	LOC109430552							CQUJHB010921	
N3.HOG0007443	OG0006328	n0	AAEL012093	LOC109430553							CQUJHB004077	
N3.HOG0007444	OG0006329	n0	AAEL012094	LOC109402166							CQUJHB012576	
N3.HOG0007445	OG0006330	n0	AAEL012096	LOC109413228							CQUJHB002522	
N3.HOG0007446	OG0006331	n0	AAEL012098	LOC109402176							CQUJHB013419	
N3.HOG0007447	OG0006332	n0	AAEL012100	LOC109405392							CQUJHB013681	
N3.HOG0007448	OG0006333	n0	AAEL012104	LOC109413236							CQUJHB005001	
N3.HOG0007449	OG0006334	n0	AAEL012106	LOC109402173							CQUJHB005324	
N3.HOG0007450	OG0006335	n0	AAEL012109	LOC109413237							CQUJHB011626	
N3.HOG0007451	OG0006336	n0	AAEL012110	LOC109402165							CQUJHB000479	
N3.HOG0007452	OG0006337	n0	AAEL012113	LOC109404801							CQUJHB000975	
N3.HOG0007453	OG0006338	n0	AAEL012117	LOC115253702							CQUJHB003650	
N3.HOG0007454	OG0006339	n0	AAEL012120	LOC109404802							CQUJHB005081	
N3.HOG0007455	OG0006340	n0	AAEL012122	LOC109404805							CQUJHB006765	
N3.HOG0007456	OG0006341	n0	AAEL012144	LOC109421401								
N3.HOG0007457	OG0006342	n0	AAEL012147	LOC109421421							CQUJHB001432	
N3.HOG0007458	OG0006343	n0	AAEL012148	LOC109415148							CQUJHB014539	
N3.HOG0007459	OG0006344	n0	AAEL012152	LOC109423295							CQUJHB012712	
N3.HOG0007460	OG0006345	n0	AAEL012154	LOC109423298							CQUJHB016587	
N3.HOG0007461	OG0006346	n0	AAEL012156	LOC109423296							CQUJHB006086	
N3.HOG0007462	OG0006347	n0	AAEL012169	LOC109423804							CQUJHB016858	
N3.HOG0007463	OG0006348	n0	AAEL012171	LOC109423808							CQUJHB016874	
N3.HOG0007464	OG0006349	n0	AAEL012172	LOC109430608							CQUJHB002691	
N3.HOG0007465	OG0006350	n0	AAEL012175	LOC109423800							CQUJHB017964	
N3.HOG0007466	OG0006351	n0	AAEL012180	LOC109412533							CQUJHB003205	
N3.HOG0007467	OG0006352	n0	AAEL012185	LOC109412536							CQUJHB003315	
N3.HOG0007468	OG0006353	n0	AAEL012187	LOC109412531							CQUJHB009261	
N3.HOG0007469	OG0006354	n0	AAEL012195	LOC109422853							CQUJHB007756	
N3.HOG0007470	OG0006355	n0	AAEL012202	LOC109622707							CQUJHB017797	
N3.HOG0007471	OG0006356	n0	AAEL012209	LOC109423121								
N3.HOG0007472	OG0006357	n0	AAEL012211	LOC109423123							CQUJHB009322	
N3.HOG0007473	OG0006358	n0	AAEL012212	LOC109419360							CQUJHB003719	
N3.HOG0007474	OG0006359	n0	AAEL012217	LOC115256420							CQUJHB010162	
N3.HOG0007475	OG0006360	n0	AAEL012218	LOC109414136							CQUJHB003995	
N3.HOG0007476	OG0006361	n0	AAEL012226	LOC115269480							CQUJHB007851	
N3.HOG0007477	OG0006362	n0	AAEL012227	LOC109428627							CQUJHB000337	
N3.HOG0007478	OG0006363	n0	AAEL012247	LOC109431423							CQUJHB002037	
N3.HOG0007479	OG0006364	n0	AAEL012248	LOC109405857							CQUJHB009577	
N3.HOG0007480	OG0006365	n0	AAEL012254	LOC109405837							CQUJHB020308	
N3.HOG0007481	OG0006366	n0	AAEL012258	LOC109424609, LOC109416226								
N3.HOG0007482	OG0006367	n0	AAEL012260	LOC109424617							CQUJHB018396	
N3.HOG0007483	OG0006368	n0	AAEL012264	LOC109431819							CQUJHB018429	
N3.HOG0007484	OG0006369	n0	AAEL012272	LOC109622626							CQUJHB013341	
N3.HOG0007485	OG0006370	n0	AAEL012273	LOC109415871							CQUJHB001558	
N3.HOG0007486	OG0006371	n0	AAEL012278	LOC109415870							CQUJHB000578	
N3.HOG0007487	OG0006372	n0	AAEL012279	LOC109622716							CQUJHB016548	
N3.HOG0007488	OG0006373	n0	AAEL012280	LOC109415865							CQUJHB005595	
N3.HOG0007489	OG0006374	n0	AAEL012284	LOC109412698							CQUJHB003916	
N3.HOG0007490	OG0006375	n0	AAEL012298	LOC109401920							CQUJHB004325	
N3.HOG0007491	OG0006376	n0	AAEL012306	LOC109408519							CQUJHB002630	
N3.HOG0007492	OG0006377	n0	AAEL012307	LOC109408893							CQUJHB003754	
N3.HOG0007493	OG0006378	n0	AAEL012310	LOC109408702							CQUJHB000679	
N3.HOG0007494	OG0006379	n0	AAEL012312	LOC109406020							CQUJHB013986	
N3.HOG0007495	OG0006380	n0	AAEL012313	LOC109406022							CQUJHB017451	
N3.HOG0007496	OG0006381	n0	AAEL012317	LOC109406008							CQUJHB011276	
N3.HOG0007497	OG0006382	n0	AAEL012318	LOC109408975							CQUJHB007675	
N3.HOG0007498	OG0006383	n0	AAEL012325	LOC109421918							CQUJHB006864	
N3.HOG0007499	OG0006384	n0	AAEL012326	LOC109421919							CQUJHB013203	
N3.HOG0007500	OG0006385	n0	AAEL012330	LOC109421920							CQUJHB005288	
N3.HOG0007501	OG0006386	n0	AAEL012352	LOC109411915							CQUJHB011877	
N3.HOG0007502	OG0006387	n0	AAEL012356	LOC115268008							CQUJHB001787	
N3.HOG0007503	OG0006388	n0	AAEL012369	LOC109408006							CQUJHB006262	
N3.HOG0007504	OG0006389	n0	AAEL012370	LOC109408013							CQUJHB016043	
N3.HOG0007505	OG0006390	n0	AAEL012371	LOC109403208							CQUJHB010698	
N3.HOG0007506	OG0006391	n0	AAEL012378	LOC109405879							CQUJHB018265	
N3.HOG0007507	OG0006392	n0	AAEL012388	LOC109405473							CQUJHB010281	
N3.HOG0007508	OG0006393	n0	AAEL012389	LOC115268757							CQUJHB004614	
N3.HOG0007509	OG0006394	n0	AAEL012390	LOC115260809, LOC134285742							CQUJHB000784	
N3.HOG0007510	OG0006395	n0	AAEL012393	LOC109402423							CQUJHB004982	
N3.HOG0007511	OG0006396	n0	AAEL012394	LOC109402406							CQUJHB009659	
N3.HOG0007512	OG0006397	n0	AAEL012397	LOC109423547							CQUJHB012979	
N3.HOG0007513	OG0006398	n0	AAEL012407	LOC109413634							CQUJHB006415	
N3.HOG0007514	OG0006399	n0	AAEL012409	LOC109425617							CQUJHB003755	
N3.HOG0007515	OG0006400	n0	AAEL012412	LOC109422878							CQUJHB013535	
N3.HOG0007516	OG0006401	n0	AAEL012413	LOC109409589							CQUJHB014404	
N3.HOG0007517	OG0006402	n0	AAEL012419	LOC109430464							CQUJHB013655	
N3.HOG0007518	OG0006403	n0	AAEL012427	LOC109622362							CQUJHB009392	
N3.HOG0007519	OG0006404	n0	AAEL012439	LOC109425514								
N3.HOG0007520	OG0006405	n0	AAEL012443	LOC109425512							CQUJHB011358	
N3.HOG0007521	OG0006406	n0	AAEL012446	LOC109411403							CQUJHB008522	
N3.HOG0007522	OG0006407	n0	AAEL012456	LOC115260624							CQUJHB010644	
N3.HOG0007523	OG0006408	n0	AAEL012463	LOC109421825							CQUJHB004908	
N3.HOG0007524	OG0006409	n0	AAEL012471	LOC109411151							CQUJHB013068	
N3.HOG0007525	OG0006410	n0	AAEL012473	LOC109408214							CQUJHB000558	
N3.HOG0007526	OG0006411	n0	AAEL012475	LOC109408222							CQUJHB011741	
N3.HOG0007527	OG0006412	n0	AAEL012482	LOC109408278							CQUJHB000970	
N3.HOG0007528	OG0006413	n0	AAEL012489	LOC109415280							CQUJHB012417	
N3.HOG0007529	OG0006414	n0	AAEL012496	LOC109418825							CQUJHB001337	
N3.HOG0007530	OG0006415	n0	AAEL012503	LOC109402590							CQUJHB006611	
N3.HOG0007531	OG0006416	n0	AAEL012513	LOC134284502							CQUJHB011391	
N3.HOG0007532	OG0006417	n0	AAEL012514	LOC115265315							CQUJHB013369	
N3.HOG0007533	OG0006418	n0	AAEL012515	LOC109402595							CQUJHB003132	
N3.HOG0007534	OG0006419	n0	AAEL012519	LOC109398704							CQUJHB012548	
N3.HOG0007535	OG0006420	n0	AAEL012522	LOC109407009							CQUJHB018294	
N3.HOG0007536	OG0006421	n0	AAEL012545	LOC109427955							CQUJHB006899	
N3.HOG0007537	OG0006422	n0	AAEL012546	LOC109428276							CQUJHB009302	
N3.HOG0007538	OG0006423	n0	AAEL012547	LOC109427952							CQUJHB018105	
N3.HOG0007539	OG0006424	n0	AAEL012548	LOC109428266							CQUJHB001786	
N3.HOG0007540	OG0006425	n0	AAEL012553	LOC109419906							CQUJHB017236	
N3.HOG0007541	OG0006426	n0	AAEL012578	LOC109423534							CQUJHB013397	
N3.HOG0007542	OG0006427	n0	AAEL012586	LOC109414335							CQUJHB014009	
N3.HOG0007543	OG0006428	n0	AAEL012588	LOC109424218							CQUJHB013151	
N3.HOG0007544	OG0006429	n0	AAEL012610	LOC109400667							CQUJHB003230	
N3.HOG0007545	OG0006430	n0	AAEL012624	LOC109423624							CQUJHB009278	
N3.HOG0007546	OG0006431	n0	AAEL012633	LOC109418868							CQUJHB003332	
N3.HOG0007547	OG0006432	n0	AAEL012636	LOC109418873							CQUJHB000688	
N3.HOG0007548	OG0006433	n0	AAEL012654	LOC109621274							CQUJHB011966	
N3.HOG0007549	OG0006434	n0	AAEL012656	LOC109409117							CQUJHB017638	
N3.HOG0007550	OG0006435	n0	AAEL012658	LOC115265416							CQUJHB018075	
N3.HOG0007551	OG0006436	n0	AAEL012659	LOC109409141							CQUJHB009834	
N3.HOG0007552	OG0006437	n0	AAEL012684	LOC109428068							CQUJHB013797	
N3.HOG0007553	OG0006438	n0	AAEL012686	LOC109428069							CQUJHB002139	
N3.HOG0007554	OG0006439	n0	AAEL012689	LOC109428067							CQUJHB013402	
N3.HOG0007555	OG0006440	n0	AAEL012690	LOC115262097							CQUJHB007766	
N3.HOG0007556	OG0006441	n0	AAEL012691	LOC115262094							CQUJHB006586	
N3.HOG0007557	OG0006442	n0	AAEL012708	LOC109397635							CQUJHB008840	
N3.HOG0007558	OG0006443	n0	AAEL012718	LOC109433660							CQUJHB005969	
N3.HOG0007559	OG0006444	n0	AAEL012720	LOC109426100							CQUJHB002022	
N3.HOG0007560	OG0006445	n0	AAEL012726, AAEL012722, AAEL027849, AAEL012724	LOC109621424, LOC109621425, LOC109426104, LOC115260634, LOC134291099, LOC109419301								
N3.HOG0007561	OG0006446	n0	AAEL012739	LOC109405856							CQUJHB004834	
N3.HOG0007562	OG0006447	n0	AAEL012741	LOC109416837							CQUJHB010788	
N3.HOG0007563	OG0006448	n0	AAEL012743	LOC109410407							CQUJHB014763	
N3.HOG0007564	OG0006449	n0	AAEL012744	LOC109405846							CQUJHB002857	
N3.HOG0007565	OG0006450	n0	AAEL012745	LOC109408746							CQUJHB010142	
N3.HOG0007566	OG0006451	n0	AAEL012746	LOC109428956							CQUJHB010306	
N3.HOG0007567	OG0006452	n0	AAEL012750	LOC115267731							CQUJHB001285	
N3.HOG0007568	OG0006453	n0	AAEL012764	LOC109430495							CQUJHB011144	
N3.HOG0007569	OG0006454	n0	AAEL012796	LOC109405399							CQUJHB003176	
N3.HOG0007570	OG0006455	n0	AAEL012816	LOC134289788							CQUJHB005020	
N3.HOG0007571	OG0006456	n0	AAEL012818	LOC134289787							CQUJHB001244	
N3.HOG0007572	OG0006457	n0	AAEL012820	LOC109412577							CQUJHB013891	
N3.HOG0007573	OG0006458	n0	AAEL012830	LOC109403654							CQUJHB015970	
N3.HOG0007574	OG0006459	n0	AAEL012832, AAEL021694	LOC109403669								
N3.HOG0007575	OG0006460	n0	AAEL012840	LOC109420996							CQUJHB012980	
N3.HOG0007576	OG0006461	n0	AAEL012841	LOC109420995							CQUJHB009021	
N3.HOG0007577	OG0006462	n0	AAEL012843	LOC109428712							CQUJHB013901	
N3.HOG0007578	OG0006463	n0	AAEL012861	LOC109413163							CQUJHB018254	
N3.HOG0007579	OG0006464	n0	AAEL012865	LOC115259545							CQUJHB006271	
N3.HOG0007580	OG0006465	n0	AAEL012868	LOC115268775							CQUJHB018296	
N3.HOG0007581	OG0006466	n0	AAEL012874	LOC109405249							CQUJHB004391, CQUJHB009799	
N3.HOG0007582	OG0006467	n0	AAEL012875	LOC109418625							CQUJHB011981	
N3.HOG0007583	OG0006468	n0	AAEL012884	LOC109405248							CQUJHB015061	
N3.HOG0007584	OG0006469	n0	AAEL012904	LOC115258453							CQUJHB005438	
N3.HOG0007585	OG0006470	n0	AAEL012912	LOC109418562							CQUJHB006528	
N3.HOG0007586	OG0006471	n0	AAEL012918	LOC109430897							CQUJHB011208	
N3.HOG0007587	OG0006472	n0	AAEL012943	LOC109424535							CQUJHB001403	
N3.HOG0007588	OG0006473	n0	AAEL012945	LOC115269433							CQUJHB012289	
N3.HOG0007589	OG0006474	n0	AAEL012949	LOC109424541							CQUJHB004510	
N3.HOG0007590	OG0006475	n0	AAEL012960	LOC109418258							CQUJHB000222	
N3.HOG0007591	OG0006476	n0	AAEL012969	LOC109410687							CQUJHB011040	
N3.HOG0007592	OG0006477	n0	AAEL012973	LOC109400751							CQUJHB011649	
N3.HOG0007593	OG0006478	n0	AAEL012974	LOC115270022							CQUJHB000200	
N3.HOG0007594	OG0006479	n0	AAEL012975	LOC109400750							CQUJHB001290	
N3.HOG0007595	OG0006480	n0	AAEL012987	LOC109401152							CQUJHB009951	
N3.HOG0007596	OG0006481	n0	AAEL012989	LOC109401151							CQUJHB012828	
N3.HOG0007597	OG0006482	n0	AAEL012993	LOC109401142							CQUJHB016854	
N3.HOG0007598	OG0006483	n0	AAEL012994	LOC109401160							CQUJHB016086	
N3.HOG0007599	OG0006484	n0	AAEL012996	LOC109623266							CQUJHB013593	
N3.HOG0007600	OG0006485	n0	AAEL013002	LOC109417667							CQUJHB005671	
N3.HOG0007601	OG0006486	n0	AAEL013005	LOC109417669							CQUJHB003395	
N3.HOG0007602	OG0006487	n0	AAEL013015	LOC109428452							CQUJHB003601	
N3.HOG0007603	OG0006488	n0	AAEL013049	LOC109424681							CQUJHB013099	
N3.HOG0007604	OG0006489	n0	AAEL013059	LOC109421009							CQUJHB004687	
N3.HOG0007605	OG0006490	n0	AAEL013061	LOC109428782							CQUJHB006121	
N3.HOG0007606	OG0006491	n0	AAEL013065	LOC109428736							CQUJHB018160	
N3.HOG0007607	OG0006492	n0	AAEL013068	LOC109420084							CQUJHB007028	
N3.HOG0007608	OG0006493	n0	AAEL013069	LOC109420083							CQUJHB018219	
N3.HOG0007609	OG0006494	n0	AAEL013071	LOC109420082							CQUJHB003001	
N3.HOG0007610	OG0006495	n0	AAEL013072	LOC109420085							CQUJHB008074	
N3.HOG0007611	OG0006496	n0	AAEL013073	LOC115256041, LOC115256042							CQUJHB005946	
N3.HOG0007612	OG0006497	n0	AAEL013074	LOC109420081							CQUJHB017339	
N3.HOG0007613	OG0006498	n0	AAEL013075	LOC109428473							CQUJHB011914	
N3.HOG0007614	OG0006499	n0	AAEL013076	LOC109428472							CQUJHB004916	
N3.HOG0007615	OG0006500	n0	AAEL013077	LOC109428474								
N3.HOG0007616	OG0006501	n0	AAEL013083	LOC109423597							CQUJHB014306	
N3.HOG0007617	OG0006502	n0	AAEL013098	LOC115268660							CQUJHB017909	
N3.HOG0007618	OG0006503	n0	AAEL013107	LOC109431504							CQUJHB013351	
N3.HOG0007619	OG0006504	n0	AAEL013113	LOC109431455							CQUJHB006221	
N3.HOG0007620	OG0006505	n0	AAEL013114	LOC109431454							CQUJHB005703	
N3.HOG0007621	OG0006506	n0	AAEL013115	LOC109431452							CQUJHB001089	
N3.HOG0007622	OG0006507	n0	AAEL013116	LOC109415583							CQUJHB014384	
N3.HOG0007623	OG0006508	n0	AAEL013121	LOC109404370							CQUJHB017350	
N3.HOG0007624	OG0006509	n0	AAEL013128	LOC109403124							CQUJHB003480	
N3.HOG0007625	OG0006510	n0	AAEL013132	LOC109403338							CQUJHB001909	
N3.HOG0007626	OG0006511	n0	AAEL013134	LOC109426375							CQUJHB015713	
N3.HOG0007627	OG0006512	n0	AAEL013138	LOC109403309							CQUJHB018163	
N3.HOG0007628	OG0006513	n0	AAEL013139	LOC109412544							CQUJHB013787	
N3.HOG0007629	OG0006514	n0	AAEL020865, AAEL025562, AAEL022544, AAEL021257, AAEL024357, AAEL020743, AAEL013140	LOC109400959, LOC109429350, LOC109412542								
N3.HOG0007630	OG0006515	n0	AAEL013142	LOC109405605							CQUJHB010411	
N3.HOG0007631	OG0006516	n0	AAEL013144	LOC109420845							CQUJHB007268	
N3.HOG0007632	OG0006517	n0	AAEL013150	LOC109417231							CQUJHB018108	
N3.HOG0007633	OG0006518	n0	AAEL013156	LOC134287691							CQUJHB016480	
N3.HOG0007634	OG0006519	n0	AAEL013159	LOC109410089							CQUJHB009491	
N3.HOG0007635	OG0006520	n0	AAEL013163	LOC109417191							CQUJHB007831	
N3.HOG0007636	OG0006521	n0	AAEL013169	LOC109417190							CQUJHB016060	
N3.HOG0007637	OG0006522	n0	AAEL013170	LOC115262468							CQUJHB001304	
N3.HOG0007638	OG0006523	n0	AAEL013171	LOC109427739							CQUJHB004120	
N3.HOG0007639	OG0006524	n0	AAEL013172	LOC115268763							CQUJHB001064	
N3.HOG0007640	OG0006525	n0	AAEL013176	LOC109427694							CQUJHB015748	
N3.HOG0007641	OG0006526	n0	AAEL013177	LOC115262465							CQUJHB000763	
N3.HOG0007642	OG0006527	n0	AAEL013182	LOC109418408							CQUJHB017792	
N3.HOG0007643	OG0006528	n0	AAEL013191	LOC134291559, LOC134292033							CQUJHB016471	
N3.HOG0007644	OG0006529	n0	AAEL013203	LOC109420802							CQUJHB003468	
N3.HOG0007645	OG0006530	n0	AAEL013205	LOC109401156							CQUJHB017285	
N3.HOG0007646	OG0006531	n0	AAEL013206	LOC109401171							CQUJHB007063	
N3.HOG0007647	OG0006532	n0	AAEL013207	LOC115257235, LOC115259976							CQUJHB014359	
N3.HOG0007648	OG0006533	n0	AAEL013208	LOC109420798, LOC115257234							CQUJHB003532	
N3.HOG0007649	OG0006534	n0	AAEL013209	LOC109420805							CQUJHB006584	
N3.HOG0007650	OG0006535	n0	AAEL013213	LOC109401157							CQUJHB016770	
N3.HOG0007651	OG0006536	n0	AAEL013216	LOC109423852							CQUJHB005505	
N3.HOG0007652	OG0006537	n0	AAEL013221	LOC109411193							CQUJHB016584	
N3.HOG0007653	OG0006538	n0	AAEL013222	LOC109622834							CQUJHB011401	
N3.HOG0007654	OG0006539	n0	AAEL013228	LOC109413122							CQUJHB004209	
N3.HOG0007655	OG0006540	n0	AAEL013236	LOC109413115							CQUJHB010615	
N3.HOG0007656	OG0006541	n0	AAEL013243	LOC109430158							CQUJHB016930	
N3.HOG0007657	OG0006542	n0	AAEL013248	LOC109432628							CQUJHB011223	
N3.HOG0007658	OG0006543	n0	AAEL013249	LOC109430176							CQUJHB015731	
N3.HOG0007659	OG0006544	n0	AAEL013250	LOC109432638							CQUJHB014468	
N3.HOG0007660	OG0006545	n0	AAEL013252	LOC109432653							CQUJHB010874	
