HOG	OG	Gene Tree Parent Clade	AaegyptiLVP_AGWG	Aalbopictus_AalbF5	AdirusWRAIR2	AfunestusAfunGA1	AgambiaePEST	AminimusMINIMUS1	AsinensisChina	AstephensiUCISS2018	CquinquefasciatusJHB2020	LlongipalpisASM
N2.HOG0006008	OG0004914	n0			ADIR011261	AFUN2_012783	AGAP008099	AMIN006173	ASIC017644	ASTEI20_042395		
N2.HOG0006009	OG0004915	n0			ADIR007398	AFUN2_001296	AGAP005723	AMIN011031	ASIC016299	ASTEI20_035929		
N2.HOG0006010	OG0004916	n0			ADIR007395	AFUN2_011720	AGAP005721	AMIN011028	ASIC016305	ASTEI20_039698		
N2.HOG0006011	OG0004917	n0			ADIR007399	AFUN2_006687	AGAP005724	AMIN011032	ASIC016293	ASTEI20_037851		
N2.HOG0006012	OG0004918	n0			ADIR007389	AFUN2_001533	AGAP005715	AMIN011022	ASIC016312	ASTEI20_043921		
N2.HOG0006013	OG0004919	n0			ADIR005999	AFUN2_001991	AGAP009525		ASIC007198	ASTEI20_042365		
N2.HOG0006014	OG0004920	n0			ADIR006002	AFUN2_002537	AGAP009523	AMIN001898	ASIC007200	ASTEI20_040126		
N2.HOG0006015	OG0004921	n0			ADIR005990	AFUN2_007309	AGAP009532	AMIN001909	ASIC007186	ASTEI20_033941		
N2.HOG0006016	OG0004922	n0			ADIR006001	AFUN2_009988	AGAP009524	AMIN001899	ASIC007199	ASTEI20_044125		
N2.HOG0006017	OG0004923	n0			ADIR005997	AFUN2_006783	AGAP009522	AMIN001901	ASIC007196	ASTEI20_032026		
N2.HOG0006018	OG0004924	n0			ADIR001843	AFUN2_010836	AGAP011689	AMIN008769	ASIC005074	ASTEI20_039005		
N2.HOG0006019	OG0004925	n0			ADIR010727	AFUN2_008739	AGAP003366	AMIN000804	ASIC021689	ASTEI20_033000		
N2.HOG0006020	OG0004926	n0			ADIR009194	AFUN2_008173	AGAP004797	AMIN008137	ASIC014960	ASTEI20_045459		
N2.HOG0006021	OG0004927	n0			ADIR009192	AFUN2_007284	AGAP004794	AMIN008135	ASIC014963	ASTEI20_040827		
N2.HOG0006022	OG0004928	n0			ADIR000247	AFUN2_014645	AGAP011470	AMIN015576	ASIC015487	ASTEI20_037550		
N2.HOG0006023	OG0004929	n0			ADIR005303	AFUN2_014113	AGAP001997	AMIN003305	ASIC004551	ASTEI20_042054		
N2.HOG0006024	OG0004930	n0			ADIR005309	AFUN2_002861	AGAP002004	AMIN003311	ASIC004540	ASTEI20_031839		
N2.HOG0006025	OG0004931	n0			ADIR005302	AFUN2_003070	AGAP001996	AMIN003304	ASIC004552	ASTEI20_043197		
N2.HOG0006026	OG0004932	n0			ADIR005306	AFUN2_006061	AGAP002000	AMIN003308	ASIC004544	ASTEI20_042804		
N2.HOG0006027	OG0004933	n0			ADIR016145	AFUN2_003878	AGAP001986	AMIN003296	ASIC004563	ASTEI20_033428		
N2.HOG0006028	OG0004934	n0			ADIR005308	AFUN2_003135	AGAP002003	AMIN003310	ASIC004541	ASTEI20_040380		
N2.HOG0006029	OG0004935	n0			ADIR005305	AFUN2_005899	AGAP001999	AMIN003306	ASIC004545	ASTEI20_042265		
N2.HOG0006030	OG0004936	n0			ADIR003396	AFUN2_012699	AGAP003885	AMIN000247	ASIC020867	ASTEI20_046027		
N2.HOG0006031	OG0004937	n0			ADIR003480	AFUN2_012440	AGAP002831	AMIN000608	ASIC014086	ASTEI20_034181		
N2.HOG0006032	OG0004938	n0			ADIR003398	AFUN2_014601	AGAP003883	AMIN000245	ASIC020865	ASTEI20_038730		
N2.HOG0006033	OG0004939	n0			ADIR002887	AFUN2_008496	AGAP001428	AMIN003243	ASIC009873	ASTEI20_031832		
N2.HOG0006034	OG0004940	n0			ADIR003395	AFUN2_007597	AGAP003886	AMIN000248	ASIC020868	ASTEI20_041922		
N2.HOG0006035	OG0004941	n0			ADIR003479	AFUN2_011202	AGAP002832	AMIN000607	ASIC014085	ASTEI20_037922		
N2.HOG0006036	OG0004942	n0			ADIR003300	AFUN2_006498	AGAP003090	AMIN003794	ASIC014709	ASTEI20_038254		
N2.HOG0006037	OG0004943	n0			ADIR006587	AFUN2_005837	AGAP013412	AMIN003173	ASIC020965	ASTEI20_039427		
N2.HOG0006038	OG0004944	n0			ADIR006648	AFUN2_001334	AGAP002284	AMIN004564	ASIC014846	ASTEI20_038371		
N2.HOG0006039	OG0004945	n0			ADIR002109	AFUN2_011727	AGAP011363	AMIN004260	ASIC015250	ASTEI20_036106		
N2.HOG0006040	OG0004946	n0			ADIR002108	AFUN2_011991	AGAP011364	AMIN004261	ASIC015249	ASTEI20_042048		
N2.HOG0006041	OG0004947	n0			ADIR002106	AFUN2_013471	AGAP011368	AMIN004263	ASIC015243	ASTEI20_031673		
N2.HOG0006042	OG0004948	n0			ADIR002111	AFUN2_006127	AGAP011361	AMIN004258	ASIC015251	ASTEI20_040248		
N2.HOG0006043	OG0004949	n0			ADIR000160	AFUN2_011713	AGAP011580	AMIN008860	ASIC000895	ASTEI20_033586		
N2.HOG0006044	OG0004950	n0			ADIR005526	AFUN2_002903	AGAP004229	AMIN004123	ASIC011856	ASTEI20_039192		
N2.HOG0006045	OG0004951	n0			ADIR000159	AFUN2_004266	AGAP011581	AMIN008859	ASIC000896	ASTEI20_043387		
N2.HOG0006046	OG0004952	n0			ADIR002944	AFUN2_014350	AGAP004113	AMIN003842	ASIC012570	ASTEI20_045871		
N2.HOG0006047	OG0004953	n0			ADIR002947	AFUN2_000395	AGAP004117	AMIN016059	ASIC012574	ASTEI20_039322		
N2.HOG0006048	OG0004954	n0			ADIR010113	AFUN2_007323	AGAP001108	AMIN002356	ASIC011581	ASTEI20_035786		
N2.HOG0006049	OG0004955	n0			ADIR010391	AFUN2_008187	AGAP001702	AMIN003512	ASIC002833	ASTEI20_032151, ASTEI20_044114		
N2.HOG0006050	OG0004956	n0			ADIR003152	AFUN2_004932	AGAP002129	AMIN003680	ASIC005343	ASTEI20_042212		
N2.HOG0006051	OG0004957	n0			ADIR003150	AFUN2_009675	AGAP002131	AMIN003681	ASIC005345	ASTEI20_045686		
N2.HOG0006052	OG0004958	n0			ADIR010318	AFUN2_009445	AGAP002546	AMIN002555	ASIC002753	ASTEI20_032999		
N2.HOG0006053	OG0004959	n0			ADIR008482	AFUN2_007743	AGAP004198	AMIN004158	ASIC007051	ASTEI20_036974		
N2.HOG0006054	OG0004960	n0			ADIR008483	AFUN2_003181	AGAP004199	AMIN004157	ASIC007050	ASTEI20_032368		
N2.HOG0006055	OG0004961	n0			ADIR002481	AFUN2_006383	AGAP001950	AMIN000511	ASIC008223	ASTEI20_043363		
N2.HOG0006056	OG0004962	n0			ADIR003147	AFUN2_006165	AGAP013499	AMIN003684	ASIC005331	ASTEI20_034426		
N2.HOG0006057	OG0004963	n0			ADIR003153	AFUN2_014495	AGAP002128	AMIN003679	ASIC005342	ASTEI20_045196		
N2.HOG0006058	OG0004964	n0			ADIR010388	AFUN2_004020	AGAP001705	AMIN003515	ASIC004848	ASTEI20_045630		
N2.HOG0006059	OG0004965	n0			ADIR002928	AFUN2_001340	AGAP012836, AGAP004101	AMIN003826		ASTEI20_031038		
N2.HOG0006060	OG0004966	n0			ADIR005600	AFUN2_006659	AGAP001094	AMIN005759	ASIC007955	ASTEI20_033178		
N2.HOG0006061	OG0004967	n0			ADIR001824	AFUN2_001988	AGAP011673	AMIN008784	ASIC005047	ASTEI20_042247		
N2.HOG0006062	OG0004968	n0			ADIR003029	AFUN2_009942	AGAP001557	AMIN002449		ASTEI20_033076		
N2.HOG0006063	OG0004969	n0			ADIR010399	AFUN2_013711	AGAP001694	AMIN003504	ASIC004130	ASTEI20_032102		
N2.HOG0006064	OG0004970	n0				AFUN2_009033	AGAP004489	AMIN004865	ASIC015152, ASIC015141	ASTEI20_042665		
N2.HOG0006065	OG0004971	n0			ADIR002549	AFUN2_007730	AGAP003751	AMIN002942		ASTEI20_036069		
N2.HOG0006066	OG0004972	n0			ADIR006622	AFUN2_006457	AGAP004062	AMIN002627	ASIC003511	ASTEI20_037639		
N2.HOG0006067	OG0004973	n0			ADIR008146	AFUN2_003244	AGAP006058	AMIN009896	ASIC012934	ASTEI20_031749		
N2.HOG0006068	OG0004974	n0			ADIR007231	AFUN2_012144	AGAP007475	AMIN010441	ASIC019778	ASTEI20_044503		
N2.HOG0006069	OG0004975	n0			ADIR010662	AFUN2_003945	AGAP003540	AMIN000860	ASIC021222	ASTEI20_037539		
N2.HOG0006070	OG0004976	n0			ADIR005323	AFUN2_001110	AGAP002017	AMIN003327	ASIC004660	ASTEI20_035485		
N2.HOG0006071	OG0004977	n0			ADIR006841	AFUN2_008154	AGAP008658	AMIN015777	ASIC002543	ASTEI20_036626		
N2.HOG0006072	OG0004978	n0			ADIR002461	AFUN2_010588	AGAP001364	AMIN000547	ASIC012666	ASTEI20_037144		
N2.HOG0006073	OG0004979	n0			ADIR002462	AFUN2_005159	AGAP001367	AMIN000549	ASIC012674	ASTEI20_045338		
N2.HOG0006074	OG0004980	n0			ADIR009816	AFUN2_006185	AGAP005239	AMIN011576	ASIC021257	ASTEI20_031379		
N2.HOG0006075	OG0004981	n0			ADIR004355	AFUN2_009075	AGAP005254	AMIN011601	ASIC009200	ASTEI20_044242		
N2.HOG0006076	OG0004982	n0			ADIR004356	AFUN2_011614	AGAP005255	AMIN011602	ASIC009197	ASTEI20_039380		
N2.HOG0006077	OG0004983	n0			ADIR009812	AFUN2_013032	AGAP005234	AMIN011572	ASIC012954	ASTEI20_034117		
N2.HOG0006078	OG0004985	n0			ADIR009818	AFUN2_004794	AGAP005241	AMIN011578	ASIC021246	ASTEI20_032811		
N2.HOG0006079	OG0004986	n0			ADIR009811	AFUN2_001276	AGAP005233	AMIN011571	ASIC012955	ASTEI20_038860		
N2.HOG0006080	OG0004987	n0			ADIR011269	AFUN2_009966	AGAP008110	AMIN006165	ASIC017666	ASTEI20_034235		
N2.HOG0006081	OG0004988	n0			ADIR011267	AFUN2_005081	AGAP008108	AMIN006167	ASIC017693	ASTEI20_039113		
N2.HOG0006082	OG0004989	n0			ADIR011270	AFUN2_005555	AGAP008111	AMIN006164	ASIC017555	ASTEI20_043462		
N2.HOG0006083	OG0004990	n0			ADIR011266	AFUN2_003971	AGAP008107	AMIN006168	ASIC017704	ASTEI20_041654		
N2.HOG0006084	OG0004991	n0			ADIR015740	AFUN2_009195	AGAP005173	AMIN007338	ASIC012295	ASTEI20_036566		
N2.HOG0006085	OG0004992	n0			ADIR001545	AFUN2_012802	AGAP005168	AMIN007334	ASIC012310	ASTEI20_034722		
N2.HOG0006086	OG0004993	n0			ADIR002737	AFUN2_002558	AGAP002480	AMIN002490		ASTEI20_033948, ASTEI20_033333		
N2.HOG0006087	OG0004994	n0			ADIR001547	AFUN2_012866	AGAP005170	AMIN007336	ASIC012301	ASTEI20_032024		
N2.HOG0006088	OG0004995	n0			ADIR002072	AFUN2_003477	AGAP029302	AMIN004476	ASIC022200	ASTEI20_044875		
N2.HOG0006089	OG0004996	n0			ADIR002024	AFUN2_001742	AGAP011030	AMIN004359	ASIC014763	ASTEI20_030910		
N2.HOG0006090	OG0004997	n0			ADIR002025	AFUN2_002297	AGAP011031	AMIN004358	ASIC014753	ASTEI20_032586		
N2.HOG0006091	OG0004998	n0			ADIR002013	AFUN2_000610	AGAP012808, AGAP010988	AMIN004376		ASTEI20_042463		
N2.HOG0006092	OG0004999	n0			ADIR002007	AFUN2_003062	AGAP010983	AMIN004382	ASIC014799	ASTEI20_031254		
N2.HOG0006093	OG0005000	n0			ADIR002001	AFUN2_001809	AGAP011969	AMIN004388	ASIC014807	ASTEI20_034138		
N2.HOG0006094	OG0005001	n0			ADIR001998	AFUN2_011510	AGAP028030	AMIN004391	ASIC014812	ASTEI20_036315		
N2.HOG0006095	OG0005002	n0			ADIR016056	AFUN2_010157	AGAP000958	AMIN016133	ASIC006785	ASTEI20_045390		
N2.HOG0006096	OG0005003	n0			ADIR001071	AFUN2_007081	AGAP000241	AMIN005509	ASIC006353	ASTEI20_034087		
N2.HOG0006097	OG0005004	n0			ADIR016055	AFUN2_008011	AGAP000960	AMIN016131		ASTEI20_040790		
N2.HOG0006098	OG0005005	n0			ADIR001070	AFUN2_011377	AGAP000240	AMIN005510	ASIC006354	ASTEI20_035223		
N2.HOG0006099	OG0005006	n0			ADIR004126	AFUN2_004252	AGAP000478	AMIN005354	ASIC017020	ASTEI20_042958		
N2.HOG0006100	OG0005007	n0			ADIR011209	AFUN2_000985	AGAP008300	AMIN005999	ASIC010630	ASTEI20_038951		
N2.HOG0006101	OG0005008	n0			ADIR000611	AFUN2_014528	AGAP008298	AMIN006002	ASIC010593	ASTEI20_044635		
N2.HOG0006102	OG0005009	n0			ADIR011208	AFUN2_008605	AGAP008299	AMIN006000	ASIC010641	ASTEI20_033078		
N2.HOG0006103	OG0005010	n0			ADIR011425	AFUN2_012211	AGAP008942	AMIN009385	ASIC012129	ASTEI20_041209		
N2.HOG0006104	OG0005011	n0			ADIR011427	AFUN2_002990	AGAP008940	AMIN009383	ASIC012031	ASTEI20_042438		
N2.HOG0006105	OG0005012	n0			ADIR011426	AFUN2_008805	AGAP008941	AMIN009384	ASIC012140	ASTEI20_034621		
N2.HOG0006106	OG0005013	n0			ADIR011431	AFUN2_012989	AGAP008935	AMIN005880	ASIC006071	ASTEI20_038436		
N2.HOG0006107	OG0005014	n0			ADIR000607	AFUN2_010623	AGAP008287	AMIN006006	ASIC010607	ASTEI20_040613		
N2.HOG0006108	OG0005015	n0			ADIR011197	AFUN2_013779	AGAP009274	AMIN001718	ASIC009992	ASTEI20_032484		
N2.HOG0006109	OG0005016	n0			ADIR011199	AFUN2_005786	AGAP009276	AMIN001721	ASIC009997	ASTEI20_044866		
N2.HOG0006110	OG0005017	n0			ADIR011201	AFUN2_014780	AGAP009278	AMIN001722	ASIC010000	ASTEI20_038819		
N2.HOG0006111	OG0005018	n0			ADIR004787	AFUN2_012307	AGAP009943	AMIN006793	ASIC009981	ASTEI20_039760		
N2.HOG0006112	OG0005019	n0				AFUN2_002239	AGAP008946	AMIN009391	ASIC020709	ASTEI20_044592, ASTEI20_037990		
N2.HOG0006113	OG0005020	n0			ADIR006374	AFUN2_007428	AGAP008228	AMIN006055	ASIC013102	ASTEI20_033218		
N2.HOG0006114	OG0005021	n0			ADIR011195	AFUN2_003679	AGAP009271	AMIN001716	ASIC009983	ASTEI20_035644		
N2.HOG0006115	OG0005022	n0			ADIR006373	AFUN2_007908	AGAP008227	AMIN006056	ASIC013101	ASTEI20_042835		
N2.HOG0006116	OG0005023	n0			ADIR011417	AFUN2_000677	AGAP029988	AMIN009393	ASIC020742	ASTEI20_034698		
N2.HOG0006117	OG0005024	n0			ADIR015619	AFUN2_011619	AGAP009275	AMIN001720	ASIC009995	ASTEI20_039707		
N2.HOG0006118	OG0005025	n0			ADIR005644	AFUN2_002183	AGAP010501	AMIN001246	ASIC015270	ASTEI20_034992		
N2.HOG0006119	OG0005026	n0			ADIR005646	AFUN2_006626	AGAP010500	AMIN001245	ASIC015269	ASTEI20_030944		
N2.HOG0006120	OG0005027	n0			ADIR005648	AFUN2_003029	AGAP010494	AMIN001243	ASIC015340	ASTEI20_031520		
N2.HOG0006121	OG0005028	n0			ADIR005649	AFUN2_001610	AGAP010493	AMIN001242	ASIC015329	ASTEI20_045768		
N2.HOG0006122	OG0005029	n0			ADIR004036	AFUN2_009837	AGAP010223	AMIN001168	ASIC013409	ASTEI20_033505		
N2.HOG0006123	OG0005030	n0			ADIR004034	AFUN2_013491	AGAP010221	AMIN001170	ASIC016206	ASTEI20_031476		
N2.HOG0006124	OG0005031	n0			ADIR010054	AFUN2_004968	AGAP001174	AMIN016258	ASIC011446	ASTEI20_035272		
N2.HOG0006125	OG0005032	n0			ADIR010064	AFUN2_012998	AGAP001160	AMIN002309	ASIC011460	ASTEI20_032337		
N2.HOG0006126	OG0005033	n0			ADIR010053	AFUN2_006404	AGAP001175	AMIN016257	ASIC011442	ASTEI20_033892		
N2.HOG0006127	OG0005034	n0			ADIR010065	AFUN2_008673	AGAP001159	AMIN002310	ASIC011461	ASTEI20_035565		
N2.HOG0006128	OG0005035	n0			ADIR010060	AFUN2_013829	AGAP001167	AMIN002305	ASIC011453	ASTEI20_036697		
N2.HOG0006129	OG0005036	n0			ADIR006041	AFUN2_007014	AGAP009485	AMIN001860	ASIC007269	ASTEI20_036220		
N2.HOG0006130	OG0005037	n0			ADIR006038	AFUN2_012496	AGAP009491	AMIN001866	ASIC007263	ASTEI20_032363		
N2.HOG0006131	OG0005038	n0			ADIR016099	AFUN2_007503	AGAP007927	AMIN016142	ASIC007416	ASTEI20_039316		
N2.HOG0006132	OG0005039	n0			ADIR006028	AFUN2_001154	AGAP009498	AMIN001872	ASIC007252	ASTEI20_035739		
N2.HOG0006133	OG0005040	n0			ADIR006033	AFUN2_008194	AGAP009486	AMIN001861	ASIC007268	ASTEI20_031738		
N2.HOG0006134	OG0005041	n0			ADIR006036	AFUN2_006496	AGAP009489		ASIC007265	ASTEI20_034078		
N2.HOG0006135	OG0005042	n0			ADIR006039	AFUN2_003879	AGAP028740	AMIN001867	ASIC007262	ASTEI20_044871		
N2.HOG0006136	OG0005043	n0			ADIR005900	AFUN2_008081	AGAP007928	AMIN006430	ASIC007415	ASTEI20_030812		
N2.HOG0006137	OG0005044	n0			ADIR008121	AFUN2_001902	AGAP006033	AMIN007536	ASIC012899	ASTEI20_040363		
N2.HOG0006138	OG0005045	n0			ADIR008133	AFUN2_007258	AGAP029102	AMIN015935	ASIC012913	ASTEI20_045798		
N2.HOG0006139	OG0005046	n0				AFUN2_006603	AGAP006035	AMIN015938	ASIC012904	ASTEI20_033143		
N2.HOG0006140	OG0005047	n0			ADIR008803	AFUN2_012130	AGAP005433	AMIN011381	ASIC002889	ASTEI20_045975		
N2.HOG0006141	OG0005048	n0			ADIR008808	AFUN2_001269	AGAP005429	AMIN011377	ASIC002894	ASTEI20_036972		
N2.HOG0006142	OG0005049	n0			ADIR008838	AFUN2_009037	AGAP006092	AMIN009936	ASIC002887	ASTEI20_041691		
N2.HOG0006143	OG0005050	n0			ADIR008807	AFUN2_010079	AGAP005430	AMIN011378	ASIC002893	ASTEI20_030822		
N2.HOG0006144	OG0005051	n0			ADIR016148	AFUN2_007533	AGAP006042	AMIN015937	ASIC012911	ASTEI20_042267		
N2.HOG0006145	OG0005052	n0			ADIR008805	AFUN2_012752	AGAP005432	AMIN011380	ASIC002891	ASTEI20_043735		
N2.HOG0006146	OG0005053	n0			ADIR008132	AFUN2_009851	AGAP029130	AMIN015936	ASIC012912	ASTEI20_033539		
N2.HOG0006147	OG0005054	n0			ADIR008118	AFUN2_011812	AGAP006030	AMIN010910	ASIC012985	ASTEI20_044728		
N2.HOG0006148	OG0005055	n0			ADIR005826	AFUN2_009695	AGAP002969	AMIN015873	ASIC011103	ASTEI20_036120		
N2.HOG0006149	OG0005056	n0			ADIR005831	AFUN2_002629	AGAP013267	AMIN015772	ASIC020134	ASTEI20_032387		
N2.HOG0006150	OG0005057	n0			ADIR007981	AFUN2_001544	AGAP006186	AMIN011319	ASIC018986	ASTEI20_043651		
N2.HOG0006151	OG0005058	n0			ADIR005827	AFUN2_011646	AGAP002968	AMIN015872	ASIC011102	ASTEI20_037957		
N2.HOG0006152	OG0005059	n0			ADIR005342	AFUN2_014114	AGAP003666	AMIN004026	ASIC003589	ASTEI20_044576		
N2.HOG0006153	OG0005060	n0			ADIR005347	AFUN2_002815	AGAP003671	AMIN004031	ASIC003570	ASTEI20_031740		
N2.HOG0006154	OG0005061	n0			ADIR007062	AFUN2_002300	AGAP007686	AMIN010326	ASIC003745	ASTEI20_034780		
N2.HOG0006155	OG0005062	n0			ADIR011326	AFUN2_011942	AGAP009889	AMIN009608	ASIC014384	ASTEI20_045987		
N2.HOG0006156	OG0005063	n0			ADIR005980	AFUN2_012565	AGAP007948	AMIN006423	ASIC007227	ASTEI20_038515		
N2.HOG0006157	OG0005064	n0			ADIR005942	AFUN2_008022	AGAP007885	AMIN007119	ASIC007444	ASTEI20_033778		
N2.HOG0006158	OG0005065	n0			ADIR007088, ADIR006688	AFUN2_010558	AGAP007882	AMIN007121	ASIC007447			
N2.HOG0006159	OG0005066	n0			ADIR002142	AFUN2_001180	AGAP011329	AMIN004228	ASIC016004	ASTEI20_045432		
N2.HOG0006160	OG0005067	n0			ADIR002066	AFUN2_006067	AGAP010850	AMIN004469	ASIC022179	ASTEI20_045460		
N2.HOG0006161	OG0005068	n0			ADIR002067	AFUN2_004568	AGAP010851	AMIN004470	ASIC022180	ASTEI20_043410		
N2.HOG0006162	OG0005069	n0			ADIR009379	AFUN2_005614	AGAP010020	AMIN006709	ASIC004286	ASTEI20_043730		
N2.HOG0006163	OG0005070	n0			ADIR009305	AFUN2_001691	AGAP010073	AMIN006650		ASTEI20_035654, ASTEI20_032910		
N2.HOG0006164	OG0005071	n0			ADIR009381	AFUN2_010278	AGAP010017	AMIN006712	ASIC020805	ASTEI20_044427		
N2.HOG0006165	OG0005072	n0			ADIR009306	AFUN2_004833	AGAP010072	AMIN006651		ASTEI20_031013, ASTEI20_037518		
N2.HOG0006166	OG0005073	n0			ADIR010004	AFUN2_007162	AGAP001227	AMIN002249	ASIC011458	ASTEI20_040808		
N2.HOG0006167	OG0005074	n0			ADIR009380	AFUN2_011228	AGAP010019	AMIN006710	ASIC004287	ASTEI20_040348		
N2.HOG0006168	OG0005075	n0			ADIR010009	AFUN2_002843	AGAP001220	AMIN002254	ASIC011381	ASTEI20_044722		
N2.HOG0006169	OG0005076	n0				AFUN2_013699	AGAP010018, AGAP012743	AMIN006711	ASIC004288	ASTEI20_039964		
N2.HOG0006170	OG0005077	n0			ADIR004797	AFUN2_000378	AGAP009954	AMIN006777	ASIC009955	ASTEI20_033593		
N2.HOG0006171	OG0005078	n0			ADIR000703	AFUN2_010747	AGAP008621	AMIN009125	ASIC017269	ASTEI20_035102		
N2.HOG0006172	OG0005079	n0			ADIR000694	AFUN2_011811	AGAP008631	AMIN009114	ASIC009996	ASTEI20_031599		
N2.HOG0006173	OG0005080	n0			ADIR000700	AFUN2_010168	AGAP008625	AMIN009121	ASIC017265	ASTEI20_032950		
N2.HOG0006174	OG0005081	n0			ADIR000699	AFUN2_009529	AGAP008626	AMIN009120	ASIC017264	ASTEI20_043089		
N2.HOG0006175	OG0005082	n0			ADIR000704	AFUN2_001354	AGAP008620	AMIN009126	ASIC017270	ASTEI20_038160		
N2.HOG0006176	OG0005083	n0			ADIR004780	AFUN2_001761	AGAP009935	AMIN006799	ASIC014665	ASTEI20_031225		
N2.HOG0006177	OG0005084	n0			ADIR004796	AFUN2_004260	AGAP009953	AMIN006778	ASIC009957	ASTEI20_031488		
N2.HOG0006178	OG0005085	n0			ADIR001967	AFUN2_006547	AGAP011895	AMIN008578	ASIC018123	ASTEI20_034886		
N2.HOG0006179	OG0005086	n0			ADIR001968	AFUN2_005251	AGAP011896	AMIN008579	ASIC018124	ASTEI20_037182		
N2.HOG0006180	OG0005087	n0			ADIR001958	AFUN2_011378	AGAP011911	AMIN008591	ASIC018106	ASTEI20_039387, ASTEI20_045889		
N2.HOG0006181	OG0005088	n0			ADIR005840	AFUN2_009111	AGAP002955	AMIN003162	ASIC003523	ASTEI20_043295		
N2.HOG0006182	OG0005089	n0			ADIR002865	AFUN2_008184	AGAP001411	AMIN000587	ASIC020816	ASTEI20_031125		
N2.HOG0006183	OG0005090	n0			ADIR008538	AFUN2_014701	AGAP007855	AMIN007147	ASIC012785	ASTEI20_045847		
N2.HOG0006184	OG0005091	n0			ADIR005839	AFUN2_009114	AGAP002956	AMIN003161	ASIC003520	ASTEI20_036286		
N2.HOG0006185	OG0005092	n0			ADIR006713	AFUN2_009917	AGAP003157	AMIN004623	ASIC015105	ASTEI20_045887		
N2.HOG0006186	OG0005093	n0			ADIR007728	AFUN2_000699	AGAP006364	AMIN008001	ASIC016628	ASTEI20_035348		
N2.HOG0006187	OG0005094	n0			ADIR004164	AFUN2_005490	AGAP005408	AMIN011355	ASIC003122	ASTEI20_032008		
N2.HOG0006188	OG0005095	n0			ADIR004169	AFUN2_008830	AGAP006239	AMIN011350	ASIC003117	ASTEI20_033355		
N2.HOG0006189	OG0005096	n0			ADIR004168	AFUN2_013620	AGAP006240	AMIN011351	ASIC003118	ASTEI20_044758		
N2.HOG0006190	OG0005097	n0			ADIR008819	AFUN2_008267	AGAP005418	AMIN011367	ASIC016330	ASTEI20_034715		
N2.HOG0006191	OG0005098	n0			ADIR008818	AFUN2_012813	AGAP005419	AMIN011368	ASIC016331	ASTEI20_045406		
N2.HOG0006192	OG0005099	n0			ADIR004155	AFUN2_011758	AGAP005413	AMIN011362	ASIC016265	ASTEI20_036083		
N2.HOG0006193	OG0005100	n0			ADIR008820	AFUN2_002483	AGAP005417	AMIN011366	ASIC016328	ASTEI20_043561		
N2.HOG0006194	OG0005101	n0			ADIR006651	AFUN2_009594	AGAP002289	AMIN004568	ASIC014855	ASTEI20_043259		
N2.HOG0006195	OG0005102	n0			ADIR007967	AFUN2_012840	AGAP005415	AMIN011364	ASIC016287	ASTEI20_043166		
N2.HOG0006196	OG0005103	n0			ADIR004163	AFUN2_014704	AGAP005409	AMIN011356	ASIC016329	ASTEI20_036000		
N2.HOG0006197	OG0005104	n0			ADIR005737	AFUN2_013967	AGAP010444	AMIN005001	ASIC012022	ASTEI20_040264		
N2.HOG0006198	OG0005105	n0			ADIR009645	AFUN2_004778	AGAP011740	AMIN008715	ASIC004986	ASTEI20_042778		
N2.HOG0006199	OG0005106	n0			ADIR009637	AFUN2_008450	AGAP011733	AMIN008722	ASIC005002	ASTEI20_039440		
N2.HOG0006200	OG0005107	n0			ADIR005736	AFUN2_001957	AGAP010443	AMIN005000	ASIC012023	ASTEI20_043544		
N2.HOG0006201	OG0005108	n0			ADIR003365	AFUN2_001538	AGAP003923	AMIN000279	ASIC001787	ASTEI20_042801		
N2.HOG0006202	OG0005109	n0			ADIR003303	AFUN2_011489	AGAP003093	AMIN003797	ASIC013239	ASTEI20_037104		
N2.HOG0006203	OG0005110	n0			ADIR003304	AFUN2_001976	AGAP003094	AMIN003798	ASIC013238	ASTEI20_031535		
N2.HOG0006204	OG0005111	n0			ADIR003364	AFUN2_007817	AGAP029118	AMIN000280	ASIC001788	ASTEI20_041795		
N2.HOG0006205	OG0005112	n0			ADIR000453	AFUN2_002948	AGAP012289	AMIN006887	ASIC017828	ASTEI20_033738		
N2.HOG0006206	OG0005113	n0			ADIR002779	AFUN2_013028	AGAP003279	AMIN000363	ASIC012631	ASTEI20_041903		
N2.HOG0006207	OG0005114	n0			ADIR000454	AFUN2_007820	AGAP012290	AMIN006885	ASIC017827	ASTEI20_041105		
N2.HOG0006208	OG0005115	n0			ADIR000452	AFUN2_014311	AGAP012288	AMIN006888	ASIC017829	ASTEI20_030829		
N2.HOG0006209	OG0005116	n0			ADIR000451	AFUN2_003886	AGAP012287	AMIN006889	ASIC017830	ASTEI20_040422		
N2.HOG0006210	OG0005117	n0			ADIR008994	AFUN2_013145	AGAP002177	AMIN003090	ASIC008046	ASTEI20_041172		
N2.HOG0006211	OG0005118	n0			ADIR000813	AFUN2_002415	AGAP000167	AMIN005432	ASIC007567	ASTEI20_039206		
N2.HOG0006212	OG0005119	n0			ADIR000928	AFUN2_006818	AGAP000877	AMIN005830	ASIC009654	ASTEI20_045473		
N2.HOG0006213	OG0005120	n0			ADIR014073	AFUN2_012316	AGAP000166	AMIN015905	ASIC007552	ASTEI20_035619		
N2.HOG0006214	OG0005121	n0			ADIR015961	AFUN2_006785	AGAP001312	AMIN015819	ASIC010552	ASTEI20_032934		
