Orthogroup	AgambiaePEST	AsinensisChina
OG0004659	AGAP004551	ASIC021881
OG0004660	AGAP004548	ASIC021887
OG0004661	AGAP003070	ASIC011157
OG0004662	AGAP006898	ASIC003267
OG0004663	AGAP006893	ASIC005618
OG0004664	AGAP006894	ASIC003260
OG0004665	AGAP005392	ASIC015070
OG0004666	AGAP005391	ASIC015069
OG0004667	AGAP006890	ASIC013752
OG0004668	AGAP005699	ASIC015068
OG0004669	AGAP029444	ASIC003899
OG0004670	AGAP010206	ASIC016201
OG0004672	AGAP010462	ASIC009296
OG0004673	AGAP010580	ASIC017929
OG0004674	AGAP009994	ASIC008622
OG0004675	AGAP008803	ASIC005308
OG0004676	AGAP008578	ASIC005311
OG0004677	AGAP008805	ASIC005305
OG0004678	AGAP008184	ASIC012613
OG0004679	AGAP009995	ASIC008620
OG0004680	AGAP009970	ASIC002627
OG0004681	AGAP008804	ASIC005307
OG0004683	AGAP008802	ASIC005309
OG0004684	AGAP008577	ASIC005310
OG0004685	AGAP008811	ASIC005301
OG0004686	AGAP009681	ASIC004523
OG0004687	AGAP009968	ASIC002625
OG0004688	AGAP008435	ASIC006406
OG0004689	AGAP007950	ASIC007216
OG0004690	AGAP008262	ASIC013071
OG0004691	AGAP009886	ASIC014362
OG0004692	AGAP008264	ASIC013073
OG0004693	AGAP008263	ASIC013072
OG0004694	AGAP007897	ASIC007150
OG0004695	AGAP008265	ASIC013075
OG0004697	AGAP007951	ASIC007205
OG0004698	AGAP027984	ASIC006400
OG0004699	AGAP008433	ASIC006412
OG0004700	AGAP004152	ASIC021797, ASIC021798
OG0004701	AGAP004654	ASIC014238
OG0004702	AGAP005297	ASIC010454
OG0004703	AGAP004146	ASIC021807
OG0004704	AGAP005298	ASIC010455
OG0004705	AGAP005294	ASIC010451
OG0004706	AGAP005302	ASIC010459
OG0004707	AGAP005295	ASIC010452
OG0004708	AGAP005301	ASIC010458
OG0004709	AGAP001804	ASIC000805
OG0004710	AGAP001805	ASIC000804
OG0004711	AGAP005331	ASIC000952
OG0004712	AGAP006735	ASIC019138
OG0004713	AGAP010340	ASIC005583
OG0004714	AGAP027982	ASIC005597
OG0004715	AGAP011341	ASIC004802
OG0004716	AGAP010336	ASIC005573
OG0004717	AGAP010342	ASIC005586
OG0004718	AGAP010338	ASIC005576
OG0004719	AGAP005330	ASIC000953
OG0004720	AGAP002332	ASIC015111
OG0004721	AGAP002329	ASIC015120
OG0004722	AGAP008727	ASIC006528
OG0004723	AGAP007636	ASIC003727
OG0004724	AGAP007631	ASIC003731
OG0004725	AGAP005853	ASIC016857
OG0004726	AGAP007629	ASIC003732
OG0004727	AGAP005846	ASIC016844
OG0004728	AGAP005852	ASIC016856
OG0004729	AGAP005847	ASIC016845
OG0004730	AGAP005844	ASIC016840
OG0004731	AGAP005839	ASIC016835
OG0004732	AGAP007626	ASIC010196
OG0004733	AGAP007623	ASIC010204
OG0004734	AGAP007633	ASIC003729
OG0004735	AGAP003802	ASIC005473
OG0004736	AGAP003806	ASIC002019
OG0004737	AGAP003800	ASIC005475
OG0004738	AGAP003795	ASIC009117
OG0004739	AGAP003804	ASIC002021
OG0004740	AGAP003808	ASIC002268
OG0004741	AGAP003805	ASIC002020
OG0004742	AGAP003803	ASIC002022
OG0004743	AGAP003801	ASIC005474
OG0004744	AGAP003675, AGAP012665	ASIC003557
OG0004745	AGAP000312	ASIC017169
OG0004746	AGAP006101	ASIC003108
OG0004747	AGAP000116	ASIC007693
OG0004748	AGAP006097	ASIC003103
OG0004749	AGAP000637	ASIC007676
OG0004750	AGAP002023	ASIC004647
OG0004751	AGAP010090	ASIC010125
OG0004752	AGAP011707	ASIC014507
OG0004753	AGAP004782	ASIC014979
OG0004754	AGAP012194	ASIC022217
OG0004755	AGAP010587	ASIC017924
OG0004756	AGAP008853	ASIC010694
OG0004757	AGAP007547	ASIC019868
OG0004758	AGAP007548	ASIC002506
OG0004759	AGAP007551	ASIC002501
OG0004760	AGAP007553	ASIC002498
OG0004761	AGAP008848	ASIC010688
OG0004762	AGAP008887	ASIC010766
OG0004763	AGAP008854	ASIC010695
OG0004764	AGAP009560	ASIC012759
OG0004766	AGAP009687	ASIC010439
OG0004767	AGAP003356	ASIC021712
OG0004768	AGAP009563	ASIC012765
OG0004769	AGAP009578	ASIC003183
OG0004770	AGAP002091	ASIC021470
OG0004771	AGAP009574	ASIC012777
OG0004772	AGAP009571	ASIC012774
OG0004773	AGAP009579	ASIC002930
OG0004776	AGAP003304	ASIC009764
OG0004777	AGAP003723	ASIC020911
OG0004778	AGAP004089	ASIC019997
OG0004779	AGAP003644	ASIC008913
OG0004780	AGAP004366	ASIC020601
OG0004781	AGAP004087	ASIC019994
OG0004782	AGAP003715	ASIC020920
OG0004783	AGAP000551	ASIC007622
OG0004784	AGAP012328	ASIC018181
OG0004785	AGAP000349	ASIC006821
OG0004786	AGAP000347	ASIC006817
OG0004787	AGAP009622	ASIC006874
OG0004788	AGAP007832	ASIC009252
OG0004789	AGAP010163	ASIC007530
OG0004790	AGAP010202	ASIC016205
OG0004791	AGAP009625	ASIC006871
OG0004792	AGAP009624	ASIC006872
OG0004793	AGAP010164	ASIC007541
OG0004794	AGAP009621	ASIC006876
OG0004795	AGAP012179	ASIC022347
OG0004796	AGAP012181	ASIC022349
OG0004797	AGAP011313	ASIC007897
OG0004798	AGAP012180	ASIC022348
OG0004799	AGAP011274	ASIC010958
OG0004800	AGAP010836	ASIC013665
OG0004801	AGAP011312	ASIC007898
OG0004802	AGAP011317	ASIC007892
OG0004803	AGAP011318	ASIC007891
OG0004804	AGAP001111	ASIC011577
OG0004805	AGAP001109	ASIC011578
OG0004806	AGAP028148	ASIC017944
OG0004807	AGAP002172	ASIC008056
OG0004808	AGAP002170	ASIC002693
OG0004809	AGAP002173	ASIC008058
OG0004810	AGAP000994	ASIC017145
OG0004811	AGAP000792	ASIC020490
OG0004812	AGAP000359	ASIC003987
OG0004813	AGAP000356	ASIC003985, ASIC003982
OG0004815	AGAP003817	ASIC002272
OG0004816	AGAP010623	ASIC019383
OG0004817	AGAP001928	ASIC008190
OG0004818	AGAP010622	ASIC019371
OG0004819	AGAP029557	ASIC019420
OG0004820	AGAP010624	ASIC019405
OG0004821	AGAP012258	ASIC017866
OG0004822	AGAP001241	ASIC011533
OG0004824	AGAP001242	ASIC011537
OG0004825	AGAP001256	ASIC011550
OG0004826	AGAP001205	ASIC011596
OG0004827	AGAP001203	ASIC011597
OG0004828	AGAP000081	ASIC005154
OG0004829	AGAP001408	ASIC013320
OG0004830	AGAP004018	ASIC009843
OG0004831	AGAP012463	ASIC013470
OG0004832	AGAP009261	ASIC017297
OG0004833	AGAP009258	ASIC017708
OG0004834	AGAP009259	ASIC017294
OG0004835	AGAP009255	ASIC017719
OG0004836	AGAP009257	ASIC017710
OG0004837	AGAP009254	ASIC017720
OG0004838	AGAP009265	ASIC017301
OG0004839	AGAP009260	ASIC017296
OG0004840	AGAP006904	ASIC018867
OG0004841	AGAP002571	ASIC021109
OG0004842	AGAP002566	ASIC021116
OG0004843	AGAP002570	ASIC021110
OG0004844	AGAP008136	ASIC014422
OG0004845	AGAP029547	ASIC014437
OG0004846	AGAP002569	ASIC021111
OG0004847	AGAP002567	ASIC021113
OG0004848	AGAP002568	ASIC021112
OG0004849	AGAP002837	ASIC014075
OG0004850	AGAP003019	ASIC008011
OG0004851	AGAP011163	ASIC004762
OG0004852	AGAP000865	ASIC004471
OG0004853	AGAP008604	ASIC003874
OG0004854	AGAP008598	ASIC003845
OG0004855	AGAP008606	ASIC003872
OG0004856	AGAP008602	ASIC003875
OG0004857	AGAP008611	ASIC003855
OG0004858	AGAP010143	ASIC017334
OG0004859	AGAP009773	ASIC022132
OG0004860	AGAP008612	ASIC003844
OG0004861	AGAP008601	ASIC003876
OG0004862	AGAP008585	ASIC003857
OG0004863	AGAP008593	ASIC003849
OG0004864	AGAP002564	ASIC021124
OG0004865	AGAP002557	ASIC021557
OG0004866	AGAP002560	ASIC021126
OG0004867	AGAP002563	ASIC021125
OG0004868	AGAP000182	ASIC005235
OG0004869	AGAP000184	ASIC005233
OG0004870	AGAP002291	ASIC014857
OG0004871	AGAP002948	ASIC020958
OG0004872	AGAP002952	ASIC020955
OG0004873	AGAP002881	ASIC010483
OG0004874	AGAP002290	ASIC014856
OG0004875	AGAP002883	ASIC010484
OG0004876	AGAP007097	ASIC011009
OG0004877	AGAP000377	ASIC007548
OG0004878	AGAP000319	ASIC017148
OG0004879	AGAP005423	ASIC002903
OG0004880	AGAP000991	ASIC017147
OG0004881	AGAP000378	ASIC009714
OG0004882	AGAP000429	ASIC006303
OG0004883	AGAP000188	ASIC007088
OG0004884	AGAP000073	ASIC005121
OG0004885	AGAP010895	ASIC009341
OG0004886	AGAP004693	ASIC011813
OG0004887	AGAP010894	ASIC003888
OG0004889	AGAP028617	ASIC009338
OG0004890	AGAP011448	ASIC015512
OG0004891	AGAP007538	ASIC019858
OG0004892	AGAP007532	ASIC019847
OG0004893	AGAP007533	ASIC019848
OG0004894	AGAP006622	ASIC009901
OG0004895	AGAP002788	ASIC004176
OG0004896	AGAP002781	ASIC012534
OG0004897	AGAP002782	ASIC012537
OG0004898	AGAP002784	ASIC004172
OG0004899	AGAP004244	ASIC000397
OG0004900	AGAP002780	ASIC012533
OG0004901	AGAP003536	ASIC000333
OG0004902	AGAP013010, AGAP013378	ASIC012535
OG0004903	AGAP001782	ASIC020257
OG0004905	AGAP004196	ASIC007060
OG0004906	AGAP003221	ASIC021520
OG0004907	AGAP004197	ASIC007059
OG0004908	AGAP001779	ASIC020268
OG0004910	AGAP002889	ASIC008703
OG0004911	AGAP002892	ASIC004161
OG0004912	AGAP002890	ASIC008702
OG0004913	AGAP011513	ASIC010314
OG0004914	AGAP008099	ASIC017644
OG0004915	AGAP005723	ASIC016299
OG0004916	AGAP005721	ASIC016305
OG0004917	AGAP005724	ASIC016293
OG0004918	AGAP005715	ASIC016312
OG0004919	AGAP009525	ASIC007198
OG0004920	AGAP009523	ASIC007200
OG0004921	AGAP009532	ASIC007186
OG0004922	AGAP009524	ASIC007199
OG0004923	AGAP009522	ASIC007196
OG0004924	AGAP011689	ASIC005074
OG0004925	AGAP003366	ASIC021689
OG0004926	AGAP004797	ASIC014960
OG0004927	AGAP004794	ASIC014963
OG0004928	AGAP011470	ASIC015487
OG0004929	AGAP001997	ASIC004551
OG0004930	AGAP002004	ASIC004540
OG0004931	AGAP001996	ASIC004552
OG0004932	AGAP002000	ASIC004544
OG0004933	AGAP001986	ASIC004563
OG0004934	AGAP002003	ASIC004541
OG0004935	AGAP001999	ASIC004545
OG0004936	AGAP003885	ASIC020867
OG0004937	AGAP002831	ASIC014086
OG0004938	AGAP003883	ASIC020865
OG0004939	AGAP001428	ASIC009873
OG0004940	AGAP003886	ASIC020868
OG0004941	AGAP002832	ASIC014085
OG0004942	AGAP003090	ASIC014709
OG0004943	AGAP013412	ASIC020965
OG0004944	AGAP002284	ASIC014846
OG0004945	AGAP011363	ASIC015250
OG0004946	AGAP011364	ASIC015249
OG0004947	AGAP011368	ASIC015243
OG0004948	AGAP011361	ASIC015251
OG0004949	AGAP011580	ASIC000895
OG0004950	AGAP004229	ASIC011856
OG0004951	AGAP011581	ASIC000896
OG0004952	AGAP004113	ASIC012570
OG0004953	AGAP004117	ASIC012574
OG0004954	AGAP001108	ASIC011581
OG0004955	AGAP001702	ASIC002833
OG0004956	AGAP002129	ASIC005343
OG0004957	AGAP002131	ASIC005345
OG0004958	AGAP002546	ASIC002753
OG0004959	AGAP004198	ASIC007051
OG0004960	AGAP004199	ASIC007050
OG0004961	AGAP001950	ASIC008223
OG0004962	AGAP013499	ASIC005331
OG0004963	AGAP002128	ASIC005342
OG0004964	AGAP001705	ASIC004848
OG0004966	AGAP001094	ASIC007955
OG0004967	AGAP011673	ASIC005047
OG0004969	AGAP001694	ASIC004130
OG0004970	AGAP004489	ASIC015152, ASIC015141
OG0004972	AGAP004062	ASIC003511
OG0004973	AGAP006058	ASIC012934
OG0004974	AGAP007475	ASIC019778
OG0004975	AGAP003540	ASIC021222
OG0004976	AGAP002017	ASIC004660
OG0004977	AGAP008658	ASIC002543
OG0004978	AGAP001364	ASIC012666
OG0004979	AGAP001367	ASIC012674
OG0004980	AGAP005239	ASIC021257
OG0004981	AGAP005254	ASIC009200
OG0004982	AGAP005255	ASIC009197
OG0004983	AGAP005234	ASIC012954
OG0004985	AGAP005241	ASIC021246
OG0004986	AGAP005233	ASIC012955
OG0004987	AGAP008110	ASIC017666
OG0004988	AGAP008108	ASIC017693
OG0004989	AGAP008111	ASIC017555
OG0004990	AGAP008107	ASIC017704
OG0004991	AGAP005173	ASIC012295
OG0004992	AGAP005168	ASIC012310
OG0004994	AGAP005170	ASIC012301
OG0004995	AGAP029302	ASIC022200
OG0004996	AGAP011030	ASIC014763
OG0004997	AGAP011031	ASIC014753
OG0004999	AGAP010983	ASIC014799
OG0005000	AGAP011969	ASIC014807
OG0005001	AGAP028030	ASIC014812
OG0005002	AGAP000958	ASIC006785
OG0005003	AGAP000241	ASIC006353
OG0005005	AGAP000240	ASIC006354
OG0005006	AGAP000478	ASIC017020
OG0005007	AGAP008300	ASIC010630
OG0005008	AGAP008298	ASIC010593
OG0005009	AGAP008299	ASIC010641
OG0005010	AGAP008942	ASIC012129
OG0005011	AGAP008940	ASIC012031
OG0005012	AGAP008941	ASIC012140
OG0005013	AGAP008935	ASIC006071
OG0005014	AGAP008287	ASIC010607
OG0005015	AGAP009274	ASIC009992
OG0005016	AGAP009276	ASIC009997
OG0005017	AGAP009278	ASIC010000
OG0005018	AGAP009943	ASIC009981
OG0005019	AGAP008946	ASIC020709
OG0005020	AGAP008228	ASIC013102
OG0005021	AGAP009271	ASIC009983
OG0005022	AGAP008227	ASIC013101
OG0005023	AGAP029988	ASIC020742
OG0005024	AGAP009275	ASIC009995
OG0005025	AGAP010501	ASIC015270
OG0005026	AGAP010500	ASIC015269
OG0005027	AGAP010494	ASIC015340
OG0005028	AGAP010493	ASIC015329
OG0005029	AGAP010223	ASIC013409
OG0005030	AGAP010221	ASIC016206
OG0005031	AGAP001174	ASIC011446
OG0005032	AGAP001160	ASIC011460
OG0005033	AGAP001175	ASIC011442
OG0005034	AGAP001159	ASIC011461
OG0005035	AGAP001167	ASIC011453
OG0005036	AGAP009485	ASIC007269
OG0005037	AGAP009491	ASIC007263
OG0005038	AGAP007927	ASIC007416
OG0005039	AGAP009498	ASIC007252
OG0005040	AGAP009486	ASIC007268
OG0005041	AGAP009489	ASIC007265
OG0005042	AGAP028740	ASIC007262
OG0005043	AGAP007928	ASIC007415
OG0005044	AGAP006033	ASIC012899
OG0005045	AGAP029102	ASIC012913
OG0005046	AGAP006035	ASIC012904
OG0005047	AGAP005433	ASIC002889
OG0005048	AGAP005429	ASIC002894
OG0005049	AGAP006092	ASIC002887
OG0005050	AGAP005430	ASIC002893
OG0005051	AGAP006042	ASIC012911
OG0005052	AGAP005432	ASIC002891
OG0005053	AGAP029130	ASIC012912
OG0005054	AGAP006030	ASIC012985
OG0005055	AGAP002969	ASIC011103
OG0005056	AGAP013267	ASIC020134
OG0005057	AGAP006186	ASIC018986
OG0005058	AGAP002968	ASIC011102
OG0005059	AGAP003666	ASIC003589
OG0005060	AGAP003671	ASIC003570
OG0005061	AGAP007686	ASIC003745
OG0005062	AGAP009889	ASIC014384
OG0005063	AGAP007948	ASIC007227
OG0005064	AGAP007885	ASIC007444
OG0005065	AGAP007882	ASIC007447
OG0005066	AGAP011329	ASIC016004
OG0005067	AGAP010850	ASIC022179
OG0005068	AGAP010851	ASIC022180
OG0005069	AGAP010020	ASIC004286
OG0005071	AGAP010017	ASIC020805
OG0005073	AGAP001227	ASIC011458
OG0005074	AGAP010019	ASIC004287
OG0005075	AGAP001220	ASIC011381
OG0005076	AGAP010018, AGAP012743	ASIC004288
OG0005077	AGAP009954	ASIC009955
OG0005078	AGAP008621	ASIC017269
OG0005079	AGAP008631	ASIC009996
OG0005080	AGAP008625	ASIC017265
OG0005081	AGAP008626	ASIC017264
OG0005082	AGAP008620	ASIC017270
OG0005083	AGAP009935	ASIC014665
OG0005084	AGAP009953	ASIC009957
OG0005085	AGAP011895	ASIC018123
OG0005086	AGAP011896	ASIC018124
OG0005087	AGAP011911	ASIC018106
OG0005088	AGAP002955	ASIC003523
OG0005089	AGAP001411	ASIC020816
OG0005090	AGAP007855	ASIC012785
OG0005091	AGAP002956	ASIC003520
OG0005092	AGAP003157	ASIC015105
OG0005093	AGAP006364	ASIC016628
OG0005094	AGAP005408	ASIC003122
OG0005095	AGAP006239	ASIC003117
OG0005096	AGAP006240	ASIC003118
OG0005097	AGAP005418	ASIC016330
OG0005098	AGAP005419	ASIC016331
OG0005099	AGAP005413	ASIC016265
OG0005100	AGAP005417	ASIC016328
OG0005101	AGAP002289	ASIC014855
OG0005102	AGAP005415	ASIC016287
OG0005103	AGAP005409	ASIC016329
OG0005104	AGAP010444	ASIC012022
OG0005105	AGAP011740	ASIC004986
OG0005106	AGAP011733	ASIC005002
OG0005107	AGAP010443	ASIC012023
OG0005108	AGAP003923	ASIC001787
OG0005109	AGAP003093	ASIC013239
OG0005110	AGAP003094	ASIC013238
OG0005111	AGAP029118	ASIC001788
OG0005112	AGAP012289	ASIC017828
OG0005113	AGAP003279	ASIC012631
OG0005114	AGAP012290	ASIC017827
OG0005115	AGAP012288	ASIC017829
OG0005116	AGAP012287	ASIC017830
OG0005117	AGAP002177	ASIC008046
OG0005118	AGAP000167	ASIC007567
OG0005119	AGAP000877	ASIC009654
OG0005120	AGAP000166	ASIC007552
OG0005121	AGAP001312	ASIC010552
OG0005122	AGAP002518	ASIC000878
OG0005123	AGAP002534	ASIC010553
OG0005124	AGAP002516	ASIC000876
OG0005125	AGAP002512	ASIC000872
OG0005126	AGAP002513	ASIC000873
OG0005127	AGAP002517	ASIC000877
OG0005128	AGAP011493	ASIC015442
OG0005130	AGAP011491	ASIC015445
OG0005131	AGAP012304	ASIC017798
OG0005132	AGAP007653	ASIC003696
OG0005133	AGAP007654	ASIC003694
OG0005134	AGAP007646	ASIC003708
OG0005135	AGAP007656	ASIC003692
OG0005136	AGAP007643	ASIC003711
OG0005137	AGAP007645	ASIC003709
OG0005138	AGAP007647	ASIC003706
OG0005139	AGAP007642	ASIC003712
OG0005140	AGAP010238	ASIC013412
OG0005142	AGAP007870	ASIC007465
OG0005143	AGAP001318	ASIC008355
OG0005144	AGAP002535	ASIC001844
OG0005146	AGAP011629	ASIC003672
OG0005147	AGAP011626	ASIC003671
OG0005148	AGAP000880	ASIC007089
OG0005149	AGAP013209	ASIC021810
OG0005150	AGAP003477	ASIC009027
OG0005151	AGAP003619	ASIC021459
OG0005152	AGAP000007	ASIC000603
OG0005153	AGAP008426	ASIC006419
OG0005154	AGAP009107	ASIC002678
OG0005155	AGAP008427	ASIC006418
OG0005156	AGAP009239	ASIC006445
OG0005157	AGAP007904	ASIC007440
OG0005158	AGAP029466	ASIC006443
OG0005159	AGAP008665	ASIC005306
OG0005160	AGAP004272	ASIC020123
OG0005161	AGAP004256	ASIC020128
OG0005163	AGAP008668	ASIC005320
OG0005164	AGAP008664	ASIC005295
OG0005165	AGAP004251	ASIC020157
OG0005166	AGAP008667	ASIC005319
OG0005167	AGAP000969	ASIC006776
OG0005168	AGAP000971	ASIC006781
OG0005169	AGAP012372	ASIC018017
OG0005170	AGAP011446	ASIC015514
OG0005171	AGAP011447	ASIC015513
OG0005172	AGAP011680	ASIC005054
OG0005174	AGAP012377	ASIC018010
OG0005175	AGAP012014	ASIC006002
OG0005176	AGAP012013	ASIC006003
OG0005177	AGAP005973	ASIC011608
OG0005178	AGAP005956	ASIC015083
OG0005179	AGAP005971	ASIC011611
OG0005180	AGAP005863	ASIC021207
OG0005181	AGAP007046	ASIC018546
OG0005182	AGAP007044	ASIC018561
OG0005183	AGAP007751	ASIC017671
OG0005184	AGAP009088	ASIC006458
OG0005185	AGAP002013	ASIC004664
OG0005186	AGAP007759	ASIC014220
OG0005187	AGAP002014	ASIC004663
OG0005188	AGAP002015	ASIC004662
OG0005189	AGAP001324	ASIC008361
OG0005190	AGAP004293	ASIC005782
OG0005191	AGAP002684	ASIC021000
OG0005192	AGAP004294	ASIC005786
OG0005193	AGAP002685	ASIC020999
OG0005194	AGAP002691	ASIC020994
OG0005195	AGAP029807	ASIC018418
OG0005196	AGAP004867	ASIC018407
OG0005197	AGAP008106	ASIC017715
OG0005198	AGAP009893	ASIC014586
OG0005199	AGAP009896	ASIC014589
OG0005200	AGAP009891	ASIC014567
OG0005201	AGAP005983	ASIC011713
OG0005203	AGAP005982	ASIC011714
OG0005204	AGAP003417	ASIC011120
OG0005205	AGAP009302	ASIC013846
OG0005206	AGAP009295	ASIC013840
OG0005207	AGAP009603	ASIC006116
OG0005208	AGAP009607	ASIC006113
OG0005209	AGAP009296	ASIC013841
OG0005210	AGAP009303	ASIC013850
OG0005211	AGAP011549	ASIC011917
OG0005212	AGAP012273	ASIC017846
OG0005213	AGAP012275	ASIC017843
OG0005214	AGAP028528	ASIC005045
OG0005215	AGAP012274	ASIC017844
OG0005216	AGAP012271	ASIC017849
OG0005217	AGAP011548	ASIC011919
OG0005218	AGAP012272	ASIC017847
OG0005219	AGAP011670	ASIC005044
OG0005220	AGAP000002	ASIC003949
OG0005221	AGAP029238	ASIC017198
OG0005222	AGAP009807	ASIC017193
OG0005223	AGAP003016	ASIC008008
OG0005224	AGAP003018	ASIC008009
OG0005225	AGAP001480	ASIC020680
OG0005226	AGAP003014	ASIC008006
OG0005227	AGAP001485	ASIC020687
OG0005228	AGAP003013	ASIC008005
OG0005229	AGAP001472	ASIC020086
OG0005230	AGAP003012	ASIC008003
OG0005231	AGAP001497	ASIC013295
OG0005232	AGAP004439	ASIC020250
OG0005233	AGAP001492	ASIC012514, ASIC012503
OG0005234	AGAP001475	ASIC009846
OG0005235	AGAP012444	ASIC016477
OG0005236	AGAP005020	ASIC016482
OG0005237	AGAP005017	ASIC016485
OG0005238	AGAP005018	ASIC016484
OG0005239	AGAP008576	ASIC009941
OG0005240	AGAP008975	ASIC020745
OG0005241	AGAP008974	ASIC020744
OG0005242	AGAP009051	ASIC010820
OG0005243	AGAP002409	ASIC008408
OG0005244	AGAP002407	ASIC008405
OG0005245	AGAP004929	ASIC016035
OG0005246	AGAP010281	ASIC013460
OG0005247	AGAP003989	ASIC013343
OG0005248	AGAP010280	ASIC013459
OG0005249	AGAP005029	ASIC016533
OG0005250	AGAP002463	ASIC021046
OG0005251	AGAP012339	ASIC015434
OG0005252	AGAP012225	ASIC015408
OG0005253	AGAP029560	ASIC015411
OG0005254	AGAP012226	ASIC015405
OG0005255	AGAP005809	ASIC016380
OG0005256	AGAP005979	ASIC011719
OG0005257	AGAP005152	ASIC012344
OG0005258	AGAP005148	ASIC012350
OG0005259	AGAP007806	ASIC003169
OG0005260	AGAP008761	ASIC006587
OG0005261	AGAP007807	ASIC003168
OG0005262	AGAP007805	ASIC003170
OG0005263	AGAP028215	ASIC003165
OG0005264	AGAP008763	ASIC006590
OG0005265	AGAP007482	ASIC019788
OG0005266	AGAP006050	ASIC012925
OG0005267	AGAP004409	ASIC003070
OG0005268	AGAP002393	ASIC011970
OG0005269	AGAP002664	ASIC013972
OG0005270	AGAP002052	ASIC004087
OG0005271	AGAP001759	ASIC013314
OG0005272	AGAP002053	ASIC004084
OG0005273	AGAP004399	ASIC012656
OG0005274	AGAP005011	ASIC016502
OG0005275	AGAP003507	ASIC003210
OG0005276	AGAP005892	ASIC012377
OG0005277	AGAP002616	ASIC021811
OG0005278	AGAP007096	ASIC011008
OG0005279	AGAP005894	ASIC012375
OG0005280	AGAP003834	ASIC020045
OG0005281	AGAP003831	ASIC020035
OG0005282	AGAP001328	ASIC008357
OG0005283	AGAP008904	ASIC006050
OG0005284	AGAP007499	ASIC019803
OG0005285	AGAP008903	ASIC006051
OG0005286	AGAP008909	ASIC006112
OG0005287	AGAP009782	ASIC017231
OG0005288	AGAP009783	ASIC017230
OG0005289	AGAP009785	ASIC017228
OG0005290	AGAP009980	ASIC008658
OG0005291	AGAP008775	ASIC006611
OG0005292	AGAP009979	ASIC000263
OG0005293	AGAP028649	ASIC008665
OG0005294	AGAP009978	ASIC008663
OG0005295	AGAP013747	ASIC016256
OG0005296	AGAP009044	ASIC010832
OG0005297	AGAP009046	ASIC010830
OG0005298	AGAP002316	ASIC007968
OG0005299	AGAP029477	ASIC009371
OG0005300	AGAP006747	ASIC019084
OG0005301	AGAP006761	ASIC019060
OG0005302	AGAP003124	ASIC011374
OG0005304	AGAP001783	ASIC020273
OG0005305	AGAP002677	ASIC021015
OG0005306	AGAP003062	ASIC021354
OG0005307	AGAP029115	ASIC021009
OG0005308	AGAP002678	ASIC021014
OG0005309	AGAP000708	ASIC009671
OG0005310	AGAP000239	ASIC006355
OG0005311	AGAP001149	ASIC002463
OG0005312	AGAP000427	ASIC016638
OG0005313	AGAP000869	ASIC010253
OG0005314	AGAP000891	ASIC020420
OG0005315	AGAP000841	ASIC007664
OG0005316	AGAP009028	ASIC005924
OG0005317	AGAP012229	ASIC015403
OG0005318	AGAP012231	ASIC015401
OG0005319	AGAP010031	ASIC002805
OG0005321	AGAP010035	ASIC002809
OG0005322	AGAP010043, AGAP012628	ASIC002788
OG0005323	AGAP009512	ASIC007228
OG0005324	AGAP009505	ASIC007236
OG0005325	AGAP009511	ASIC007230
OG0005326	AGAP009510	ASIC007231
OG0005328	AGAP012138	ASIC019312
OG0005329	AGAP010474	ASIC009326
OG0005330	AGAP010476	ASIC009328
OG0005331	AGAP012140	ASIC019314
OG0005332	AGAP010475	ASIC009327
OG0005333	AGAP010392	ASIC005403
OG0005334	AGAP006323	ASIC018703
OG0005335	AGAP006324	ASIC018702
OG0005336	AGAP005544	ASIC018790
OG0005337	AGAP006321	ASIC018705
OG0005338	AGAP000942	ASIC005252
OG0005339	AGAP010304	ASIC013496
OG0005340	AGAP005246	ASIC008504
OG0005341	AGAP005250	ASIC008505
OG0005342	AGAP005252	ASIC009201
OG0005343	AGAP005046	ASIC019220
OG0005344	AGAP005248	ASIC008506
OG0005345	AGAP005247	ASIC008511
OG0005346	AGAP003879	ASIC003161
OG0005347	AGAP003184	ASIC016622
OG0005348	AGAP004359	ASIC020573
OG0005349	AGAP002301	ASIC008451
OG0005350	AGAP002422	ASIC010170
OG0005351	AGAP007065	ASIC018480
OG0005353	AGAP003743	ASIC011228
OG0005354	AGAP002167	ASIC002701
OG0005355	AGAP008857	ASIC010715
OG0005356	AGAP010034	ASIC002807
OG0005357	AGAP008858	ASIC010716
OG0005358	AGAP012453	ASIC010905
OG0005359	AGAP007896	ASIC007161
OG0005360	AGAP007901	ASIC007462
OG0005361	AGAP007911	ASIC007360
OG0005362	AGAP008164	ASIC014374
OG0005363	AGAP008269	ASIC013082
OG0005364	AGAP013719	ASIC007139
OG0005365	AGAP013727	ASIC013078
OG0005366	AGAP008267	ASIC013080
OG0005367	AGAP008266	ASIC013076
OG0005368	AGAP011799	ASIC017770
OG0005369	AGAP012189	ASIC022362
OG0005370	AGAP012306	ASIC017795
OG0005371	AGAP012184	ASIC022357
OG0005372	AGAP012309	ASIC017785
OG0005373	AGAP009546	ASIC007157
OG0005374	AGAP000476	ASIC017092
OG0005375	AGAP007866	ASIC007469
OG0005376	AGAP001224	ASIC011425
OG0005377	AGAP007863	ASIC007140
OG0005378	AGAP000562	ASIC003936
OG0005379	AGAP010841	ASIC015572
OG0005380	AGAP010874	ASIC008470
OG0005381	AGAP011962	ASIC002478
OG0005382	AGAP010932	ASIC008469
OG0005383	AGAP009202	ASIC020785
OG0005384	AGAP009204	ASIC020781
