Orthogroup	AgambiaePEST	AstephensiUCISS2018
OG0004772	AGAP009571	ASTEI20_044589
OG0004773	AGAP009579	ASTEI20_034781
OG0004774	AGAP013180	ASTEI20_035587
OG0004775	AGAP003893	ASTEI20_041213
OG0004776	AGAP003304	ASTEI20_036100, ASTEI20_045502
OG0004777	AGAP003723	ASTEI20_039098
OG0004778	AGAP004089	ASTEI20_043478
OG0004779	AGAP003644	ASTEI20_041321
OG0004780	AGAP004366	ASTEI20_042773
OG0004781	AGAP004087	ASTEI20_044192
OG0004782	AGAP003715	ASTEI20_034789
OG0004783	AGAP000551	ASTEI20_042352
OG0004784	AGAP012328	ASTEI20_031996
OG0004785	AGAP000349	ASTEI20_039538
OG0004786	AGAP000347	ASTEI20_033160
OG0004787	AGAP009622	ASTEI20_042392
OG0004788	AGAP007832	ASTEI20_045788
OG0004789	AGAP010163	ASTEI20_031482
OG0004790	AGAP010202	ASTEI20_038487
OG0004791	AGAP009625	ASTEI20_033936
OG0004792	AGAP009624	ASTEI20_031800
OG0004793	AGAP010164	ASTEI20_038511
OG0004794	AGAP009621	ASTEI20_045594
OG0004795	AGAP012179	ASTEI20_039816
OG0004796	AGAP012181	ASTEI20_030911
OG0004797	AGAP011313	ASTEI20_041061
OG0004798	AGAP012180	ASTEI20_039686
OG0004799	AGAP011274	ASTEI20_044259
OG0004800	AGAP010836	ASTEI20_038228
OG0004801	AGAP011312	ASTEI20_038719
OG0004802	AGAP011317	ASTEI20_044975
OG0004803	AGAP011318	ASTEI20_038047
OG0004804	AGAP001111	ASTEI20_038499
OG0004805	AGAP001109	ASTEI20_034521
OG0004806	AGAP028148	ASTEI20_042911
OG0004807	AGAP002172	ASTEI20_046060
OG0004808	AGAP002170	ASTEI20_031075
OG0004809	AGAP002173	ASTEI20_045646
OG0004810	AGAP000994	ASTEI20_040109
OG0004811	AGAP000792	ASTEI20_037777
OG0004812	AGAP000359	ASTEI20_040362
OG0004813	AGAP000356	ASTEI20_033299
OG0004814	AGAP008132	ASTEI20_035156
OG0004815	AGAP003817	ASTEI20_031957
OG0004816	AGAP010623	ASTEI20_042251
OG0004817	AGAP001928	ASTEI20_037519
OG0004818	AGAP010622	ASTEI20_038705
OG0004819	AGAP029557	ASTEI20_040185
OG0004820	AGAP010624	ASTEI20_037045
OG0004821	AGAP012258	ASTEI20_040987
OG0004822	AGAP001241	ASTEI20_041668
OG0004823	AGAP002218	ASTEI20_043499
OG0004824	AGAP001242	ASTEI20_035832
OG0004825	AGAP001256	ASTEI20_039351
OG0004826	AGAP001205	ASTEI20_039573
OG0004827	AGAP001203	ASTEI20_044286
OG0004828	AGAP000081	ASTEI20_039288
OG0004829	AGAP001408	ASTEI20_042855
OG0004830	AGAP004018	ASTEI20_038011
OG0004831	AGAP012463	ASTEI20_043736
OG0004832	AGAP009261	ASTEI20_041532
OG0004833	AGAP009258	ASTEI20_041393
OG0004834	AGAP009259	ASTEI20_044220
OG0004835	AGAP009255	ASTEI20_039296
OG0004836	AGAP009257	ASTEI20_041992
OG0004837	AGAP009254	ASTEI20_045227
OG0004838	AGAP009265	ASTEI20_033799
OG0004839	AGAP009260	ASTEI20_042631
OG0004840	AGAP006904	ASTEI20_037789
OG0004841	AGAP002571	ASTEI20_044751
OG0004842	AGAP002566	ASTEI20_043746
OG0004843	AGAP002570	ASTEI20_043688
OG0004844	AGAP008136	ASTEI20_041856
OG0004845	AGAP029547	ASTEI20_031103
OG0004846	AGAP002569	ASTEI20_044745
OG0004847	AGAP002567	ASTEI20_043205
OG0004848	AGAP002568	ASTEI20_040957
OG0004849	AGAP002837	ASTEI20_044367
OG0004850	AGAP003019	ASTEI20_041846
OG0004851	AGAP011163	ASTEI20_034523
OG0004852	AGAP000865	ASTEI20_045359
OG0004853	AGAP008604	ASTEI20_045304
OG0004854	AGAP008598	ASTEI20_032818
OG0004855	AGAP008606	ASTEI20_042921
OG0004856	AGAP008602	ASTEI20_035489
OG0004857	AGAP008611	ASTEI20_038609
OG0004858	AGAP010143	ASTEI20_043575
OG0004859	AGAP009773	ASTEI20_040721
OG0004860	AGAP008612	ASTEI20_045467
OG0004861	AGAP008601	ASTEI20_036027
OG0004862	AGAP008585	ASTEI20_032704
OG0004863	AGAP008593	ASTEI20_034513
OG0004864	AGAP002564	ASTEI20_038050
OG0004865	AGAP002557	ASTEI20_042439
OG0004866	AGAP002560	ASTEI20_033014
OG0004867	AGAP002563	ASTEI20_045559
OG0004868	AGAP000182	ASTEI20_033482
OG0004869	AGAP000184	ASTEI20_040895
OG0004870	AGAP002291	ASTEI20_038448
OG0004871	AGAP002948	ASTEI20_042080
OG0004872	AGAP002952	ASTEI20_032990
OG0004873	AGAP002881	ASTEI20_041354
OG0004874	AGAP002290	ASTEI20_043845
OG0004875	AGAP002883	ASTEI20_037383
OG0004876	AGAP007097	ASTEI20_044063
OG0004877	AGAP000377	ASTEI20_035785
OG0004878	AGAP000319	ASTEI20_037549
OG0004879	AGAP005423	ASTEI20_040709
OG0004880	AGAP000991	ASTEI20_032496
OG0004881	AGAP000378	ASTEI20_031277
OG0004882	AGAP000429	ASTEI20_031139
OG0004883	AGAP000188	ASTEI20_034493
OG0004884	AGAP000073	ASTEI20_032327
OG0004885	AGAP010895	ASTEI20_043846
OG0004886	AGAP004693	ASTEI20_038841
OG0004887	AGAP010894	ASTEI20_041290
OG0004888	AGAP010842	ASTEI20_037630
OG0004889	AGAP028617	ASTEI20_032994
OG0004890	AGAP011448	ASTEI20_045609
OG0004891	AGAP007538	ASTEI20_031061
OG0004892	AGAP007532	ASTEI20_033047
OG0004893	AGAP007533	ASTEI20_038608
OG0004894	AGAP006622	ASTEI20_031349
OG0004895	AGAP002788	ASTEI20_037733
OG0004896	AGAP002781	ASTEI20_032946
OG0004897	AGAP002782	ASTEI20_038847
OG0004898	AGAP002784	ASTEI20_044041
OG0004899	AGAP004244	ASTEI20_037608
OG0004900	AGAP002780	ASTEI20_045523
OG0004901	AGAP003536	ASTEI20_035023
OG0004902	AGAP013010, AGAP013378	ASTEI20_038737
OG0004903	AGAP001782	ASTEI20_043477
OG0004904	AGAP012755, AGAP010225	ASTEI20_039357
OG0004905	AGAP004196	ASTEI20_043108
OG0004906	AGAP003221	ASTEI20_043922
OG0004907	AGAP004197	ASTEI20_042144
OG0004908	AGAP001779	ASTEI20_042309
OG0004909	AGAP001778	ASTEI20_035592
OG0004910	AGAP002889	ASTEI20_031767
OG0004911	AGAP002892	ASTEI20_034350
OG0004912	AGAP002890	ASTEI20_036125
OG0004913	AGAP011513	ASTEI20_042997
OG0004914	AGAP008099	ASTEI20_042395
OG0004915	AGAP005723	ASTEI20_035929
OG0004916	AGAP005721	ASTEI20_039698
OG0004917	AGAP005724	ASTEI20_037851
OG0004918	AGAP005715	ASTEI20_043921
OG0004919	AGAP009525	ASTEI20_042365
OG0004920	AGAP009523	ASTEI20_040126
OG0004921	AGAP009532	ASTEI20_033941
OG0004922	AGAP009524	ASTEI20_044125
OG0004923	AGAP009522	ASTEI20_032026
OG0004924	AGAP011689	ASTEI20_039005
OG0004925	AGAP003366	ASTEI20_033000
OG0004926	AGAP004797	ASTEI20_045459
OG0004927	AGAP004794	ASTEI20_040827
OG0004928	AGAP011470	ASTEI20_037550
OG0004929	AGAP001997	ASTEI20_042054
OG0004930	AGAP002004	ASTEI20_031839
OG0004931	AGAP001996	ASTEI20_043197
OG0004932	AGAP002000	ASTEI20_042804
OG0004933	AGAP001986	ASTEI20_033428
OG0004934	AGAP002003	ASTEI20_040380
OG0004935	AGAP001999	ASTEI20_042265
OG0004936	AGAP003885	ASTEI20_046027
OG0004937	AGAP002831	ASTEI20_034181
OG0004938	AGAP003883	ASTEI20_038730
OG0004939	AGAP001428	ASTEI20_031832
OG0004940	AGAP003886	ASTEI20_041922
OG0004941	AGAP002832	ASTEI20_037922
OG0004942	AGAP003090	ASTEI20_038254
OG0004943	AGAP013412	ASTEI20_039427
OG0004944	AGAP002284	ASTEI20_038371
OG0004945	AGAP011363	ASTEI20_036106
OG0004946	AGAP011364	ASTEI20_042048
OG0004947	AGAP011368	ASTEI20_031673
OG0004948	AGAP011361	ASTEI20_040248
OG0004949	AGAP011580	ASTEI20_033586
OG0004950	AGAP004229	ASTEI20_039192
OG0004951	AGAP011581	ASTEI20_043387
OG0004952	AGAP004113	ASTEI20_045871
OG0004953	AGAP004117	ASTEI20_039322
OG0004954	AGAP001108	ASTEI20_035786
OG0004955	AGAP001702	ASTEI20_032151, ASTEI20_044114
OG0004956	AGAP002129	ASTEI20_042212
OG0004957	AGAP002131	ASTEI20_045686
OG0004958	AGAP002546	ASTEI20_032999
OG0004959	AGAP004198	ASTEI20_036974
OG0004960	AGAP004199	ASTEI20_032368
OG0004961	AGAP001950	ASTEI20_043363
OG0004962	AGAP013499	ASTEI20_034426
OG0004963	AGAP002128	ASTEI20_045196
OG0004964	AGAP001705	ASTEI20_045630
OG0004965	AGAP012836, AGAP004101	ASTEI20_031038
OG0004966	AGAP001094	ASTEI20_033178
OG0004967	AGAP011673	ASTEI20_042247
OG0004968	AGAP001557	ASTEI20_033076
OG0004969	AGAP001694	ASTEI20_032102
OG0004970	AGAP004489	ASTEI20_042665
OG0004971	AGAP003751	ASTEI20_036069
OG0004972	AGAP004062	ASTEI20_037639
OG0004973	AGAP006058	ASTEI20_031749
OG0004974	AGAP007475	ASTEI20_044503
OG0004975	AGAP003540	ASTEI20_037539
OG0004976	AGAP002017	ASTEI20_035485
OG0004977	AGAP008658	ASTEI20_036626
OG0004978	AGAP001364	ASTEI20_037144
OG0004979	AGAP001367	ASTEI20_045338
OG0004980	AGAP005239	ASTEI20_031379
OG0004981	AGAP005254	ASTEI20_044242
OG0004982	AGAP005255	ASTEI20_039380
OG0004983	AGAP005234	ASTEI20_034117
OG0004985	AGAP005241	ASTEI20_032811
OG0004986	AGAP005233	ASTEI20_038860
OG0004987	AGAP008110	ASTEI20_034235
OG0004988	AGAP008108	ASTEI20_039113
OG0004989	AGAP008111	ASTEI20_043462
OG0004990	AGAP008107	ASTEI20_041654
OG0004991	AGAP005173	ASTEI20_036566
OG0004992	AGAP005168	ASTEI20_034722
OG0004993	AGAP002480	ASTEI20_033948, ASTEI20_033333
OG0004994	AGAP005170	ASTEI20_032024
OG0004995	AGAP029302	ASTEI20_044875
OG0004996	AGAP011030	ASTEI20_030910
OG0004997	AGAP011031	ASTEI20_032586
OG0004998	AGAP012808, AGAP010988	ASTEI20_042463
OG0004999	AGAP010983	ASTEI20_031254
OG0005000	AGAP011969	ASTEI20_034138
OG0005001	AGAP028030	ASTEI20_036315
OG0005002	AGAP000958	ASTEI20_045390
OG0005003	AGAP000241	ASTEI20_034087
OG0005004	AGAP000960	ASTEI20_040790
OG0005005	AGAP000240	ASTEI20_035223
OG0005006	AGAP000478	ASTEI20_042958
OG0005007	AGAP008300	ASTEI20_038951
OG0005008	AGAP008298	ASTEI20_044635
OG0005009	AGAP008299	ASTEI20_033078
OG0005010	AGAP008942	ASTEI20_041209
OG0005011	AGAP008940	ASTEI20_042438
OG0005012	AGAP008941	ASTEI20_034621
OG0005013	AGAP008935	ASTEI20_038436
OG0005014	AGAP008287	ASTEI20_040613
OG0005015	AGAP009274	ASTEI20_032484
OG0005016	AGAP009276	ASTEI20_044866
OG0005017	AGAP009278	ASTEI20_038819
OG0005018	AGAP009943	ASTEI20_039760
OG0005019	AGAP008946	ASTEI20_044592, ASTEI20_037990
OG0005020	AGAP008228	ASTEI20_033218
OG0005021	AGAP009271	ASTEI20_035644
OG0005022	AGAP008227	ASTEI20_042835
OG0005023	AGAP029988	ASTEI20_034698
OG0005024	AGAP009275	ASTEI20_039707
OG0005025	AGAP010501	ASTEI20_034992
OG0005026	AGAP010500	ASTEI20_030944
OG0005027	AGAP010494	ASTEI20_031520
OG0005028	AGAP010493	ASTEI20_045768
OG0005029	AGAP010223	ASTEI20_033505
OG0005030	AGAP010221	ASTEI20_031476
OG0005031	AGAP001174	ASTEI20_035272
OG0005032	AGAP001160	ASTEI20_032337
OG0005033	AGAP001175	ASTEI20_033892
OG0005034	AGAP001159	ASTEI20_035565
OG0005035	AGAP001167	ASTEI20_036697
OG0005036	AGAP009485	ASTEI20_036220
OG0005037	AGAP009491	ASTEI20_032363
OG0005038	AGAP007927	ASTEI20_039316
OG0005039	AGAP009498	ASTEI20_035739
OG0005040	AGAP009486	ASTEI20_031738
OG0005041	AGAP009489	ASTEI20_034078
OG0005042	AGAP028740	ASTEI20_044871
OG0005043	AGAP007928	ASTEI20_030812
OG0005044	AGAP006033	ASTEI20_040363
OG0005045	AGAP029102	ASTEI20_045798
OG0005046	AGAP006035	ASTEI20_033143
OG0005047	AGAP005433	ASTEI20_045975
OG0005048	AGAP005429	ASTEI20_036972
OG0005049	AGAP006092	ASTEI20_041691
OG0005050	AGAP005430	ASTEI20_030822
OG0005051	AGAP006042	ASTEI20_042267
OG0005052	AGAP005432	ASTEI20_043735
OG0005053	AGAP029130	ASTEI20_033539
OG0005054	AGAP006030	ASTEI20_044728
OG0005055	AGAP002969	ASTEI20_036120
OG0005056	AGAP013267	ASTEI20_032387
OG0005057	AGAP006186	ASTEI20_043651
OG0005058	AGAP002968	ASTEI20_037957
OG0005059	AGAP003666	ASTEI20_044576
OG0005060	AGAP003671	ASTEI20_031740
OG0005061	AGAP007686	ASTEI20_034780
OG0005062	AGAP009889	ASTEI20_045987
OG0005063	AGAP007948	ASTEI20_038515
OG0005064	AGAP007885	ASTEI20_033778
OG0005066	AGAP011329	ASTEI20_045432
OG0005067	AGAP010850	ASTEI20_045460
OG0005068	AGAP010851	ASTEI20_043410
OG0005069	AGAP010020	ASTEI20_043730
OG0005070	AGAP010073	ASTEI20_035654, ASTEI20_032910
OG0005071	AGAP010017	ASTEI20_044427
OG0005072	AGAP010072	ASTEI20_031013, ASTEI20_037518
OG0005073	AGAP001227	ASTEI20_040808
OG0005074	AGAP010019	ASTEI20_040348
OG0005075	AGAP001220	ASTEI20_044722
OG0005076	AGAP010018, AGAP012743	ASTEI20_039964
OG0005077	AGAP009954	ASTEI20_033593
OG0005078	AGAP008621	ASTEI20_035102
OG0005079	AGAP008631	ASTEI20_031599
OG0005080	AGAP008625	ASTEI20_032950
OG0005081	AGAP008626	ASTEI20_043089
OG0005082	AGAP008620	ASTEI20_038160
OG0005083	AGAP009935	ASTEI20_031225
OG0005084	AGAP009953	ASTEI20_031488
OG0005085	AGAP011895	ASTEI20_034886
OG0005086	AGAP011896	ASTEI20_037182
OG0005087	AGAP011911	ASTEI20_039387, ASTEI20_045889
OG0005088	AGAP002955	ASTEI20_043295
OG0005089	AGAP001411	ASTEI20_031125
OG0005090	AGAP007855	ASTEI20_045847
OG0005091	AGAP002956	ASTEI20_036286
OG0005092	AGAP003157	ASTEI20_045887
OG0005093	AGAP006364	ASTEI20_035348
OG0005094	AGAP005408	ASTEI20_032008
OG0005095	AGAP006239	ASTEI20_033355
OG0005096	AGAP006240	ASTEI20_044758
OG0005097	AGAP005418	ASTEI20_034715
OG0005098	AGAP005419	ASTEI20_045406
OG0005099	AGAP005413	ASTEI20_036083
OG0005100	AGAP005417	ASTEI20_043561
OG0005101	AGAP002289	ASTEI20_043259
OG0005102	AGAP005415	ASTEI20_043166
OG0005103	AGAP005409	ASTEI20_036000
OG0005104	AGAP010444	ASTEI20_040264
OG0005105	AGAP011740	ASTEI20_042778
OG0005106	AGAP011733	ASTEI20_039440
OG0005107	AGAP010443	ASTEI20_043544
OG0005108	AGAP003923	ASTEI20_042801
OG0005109	AGAP003093	ASTEI20_037104
OG0005110	AGAP003094	ASTEI20_031535
OG0005111	AGAP029118	ASTEI20_041795
OG0005112	AGAP012289	ASTEI20_033738
OG0005113	AGAP003279	ASTEI20_041903
OG0005114	AGAP012290	ASTEI20_041105
OG0005115	AGAP012288	ASTEI20_030829
OG0005116	AGAP012287	ASTEI20_040422
OG0005117	AGAP002177	ASTEI20_041172
OG0005118	AGAP000167	ASTEI20_039206
OG0005119	AGAP000877	ASTEI20_045473
OG0005120	AGAP000166	ASTEI20_035619
OG0005121	AGAP001312	ASTEI20_032934
OG0005122	AGAP002518	ASTEI20_041015
OG0005123	AGAP002534	ASTEI20_040974
OG0005124	AGAP002516	ASTEI20_040119
OG0005125	AGAP002512	ASTEI20_030865
OG0005126	AGAP002513	ASTEI20_042551
OG0005127	AGAP002517	ASTEI20_035356
OG0005128	AGAP011493	ASTEI20_032172
OG0005129	AGAP012050, AGAP012049	ASTEI20_044319
OG0005130	AGAP011491	ASTEI20_036893
OG0005131	AGAP012304	ASTEI20_032674
OG0005132	AGAP007653	ASTEI20_045343
OG0005133	AGAP007654	ASTEI20_041030
OG0005134	AGAP007646	ASTEI20_036075
OG0005135	AGAP007656	ASTEI20_030800
OG0005136	AGAP007643	ASTEI20_042470
OG0005137	AGAP007645	ASTEI20_034434
OG0005138	AGAP007647	ASTEI20_041544
OG0005139	AGAP007642	ASTEI20_045545
OG0005140	AGAP010238	ASTEI20_035993
OG0005141	AGAP010237, AGAP010236	ASTEI20_031221
OG0005142	AGAP007870	ASTEI20_040795
OG0005143	AGAP001318	ASTEI20_039226
OG0005144	AGAP002535	ASTEI20_042178
OG0005145	AGAP001313	ASTEI20_031683
OG0005146	AGAP011629	ASTEI20_042341
OG0005147	AGAP011626	ASTEI20_032066
OG0005148	AGAP000880	ASTEI20_040814
OG0005149	AGAP013209	ASTEI20_037764
OG0005150	AGAP003477	ASTEI20_045260
OG0005151	AGAP003619	ASTEI20_044107
OG0005152	AGAP000007	ASTEI20_035085
OG0005153	AGAP008426	ASTEI20_042181
OG0005154	AGAP009107	ASTEI20_036146
OG0005155	AGAP008427	ASTEI20_039108
OG0005156	AGAP009239	ASTEI20_044714
OG0005157	AGAP007904	ASTEI20_030891
OG0005158	AGAP029466	ASTEI20_044137
OG0005159	AGAP008665	ASTEI20_043305
OG0005160	AGAP004272	ASTEI20_043937
OG0005161	AGAP004256	ASTEI20_033464
OG0005162	AGAP008662	ASTEI20_039600
OG0005163	AGAP008668	ASTEI20_043953
OG0005164	AGAP008664	ASTEI20_032668
OG0005165	AGAP004251	ASTEI20_039501
OG0005166	AGAP008667	ASTEI20_040190
OG0005167	AGAP000969	ASTEI20_040875
OG0005168	AGAP000971	ASTEI20_035133
OG0005169	AGAP012372	ASTEI20_040374
OG0005170	AGAP011446	ASTEI20_042682
OG0005171	AGAP011447	ASTEI20_037657
OG0005172	AGAP011680	ASTEI20_039543
OG0005173	AGAP010559	ASTEI20_045669, ASTEI20_042655
OG0005174	AGAP012377	ASTEI20_042511
OG0005175	AGAP012014	ASTEI20_039405
OG0005176	AGAP012013	ASTEI20_042044
OG0005177	AGAP005973	ASTEI20_038920
OG0005178	AGAP005956	ASTEI20_041704
OG0005179	AGAP005971	ASTEI20_041142
OG0005180	AGAP005863	ASTEI20_037820
OG0005181	AGAP007046	ASTEI20_042331
OG0005182	AGAP007044	ASTEI20_042931, ASTEI20_033013
OG0005183	AGAP007751	ASTEI20_045840
OG0005184	AGAP009088	ASTEI20_038019
OG0005185	AGAP002013	ASTEI20_035906
OG0005186	AGAP007759	ASTEI20_030974, ASTEI20_034850
OG0005187	AGAP002014	ASTEI20_038981
OG0005188	AGAP002015	ASTEI20_037713
OG0005189	AGAP001324	ASTEI20_036488
OG0005190	AGAP004293	ASTEI20_031372
OG0005191	AGAP002684	ASTEI20_034222
OG0005192	AGAP004294	ASTEI20_039109
OG0005193	AGAP002685	ASTEI20_038686
OG0005194	AGAP002691	ASTEI20_034705
OG0005195	AGAP029807	ASTEI20_043531, ASTEI20_037616
OG0005196	AGAP004867	ASTEI20_044343
OG0005197	AGAP008106	ASTEI20_032152
OG0005198	AGAP009893	ASTEI20_037813
OG0005199	AGAP009896	ASTEI20_031264
OG0005200	AGAP009891	ASTEI20_044997
OG0005201	AGAP005983	ASTEI20_035706
OG0005202	AGAP004225	ASTEI20_044779, ASTEI20_045724
OG0005203	AGAP005982	ASTEI20_039693
OG0005204	AGAP003417	ASTEI20_041037
OG0005205	AGAP009302	ASTEI20_038090
OG0005206	AGAP009295	ASTEI20_036404
OG0005207	AGAP009603	ASTEI20_041812
OG0005208	AGAP009607	ASTEI20_038456
OG0005209	AGAP009296	ASTEI20_045879
OG0005210	AGAP009303	ASTEI20_038291
OG0005211	AGAP011549	ASTEI20_037594
OG0005212	AGAP012273	ASTEI20_042193
OG0005213	AGAP012275	ASTEI20_035383
OG0005214	AGAP028528	ASTEI20_034085
OG0005215	AGAP012274	ASTEI20_037069
OG0005216	AGAP012271	ASTEI20_032615
OG0005217	AGAP011548	ASTEI20_031034
OG0005218	AGAP012272	ASTEI20_041967
OG0005219	AGAP011670	ASTEI20_042891
OG0005220	AGAP000002	ASTEI20_034774
OG0005221	AGAP029238	ASTEI20_032049
OG0005222	AGAP009807	ASTEI20_037180
OG0005223	AGAP003016	ASTEI20_032446
OG0005224	AGAP003018	ASTEI20_034690
OG0005225	AGAP001480	ASTEI20_037999
OG0005226	AGAP003014	ASTEI20_031655
OG0005227	AGAP001485	ASTEI20_039450
OG0005228	AGAP003013	ASTEI20_044802
OG0005229	AGAP001472	ASTEI20_033001
OG0005230	AGAP003012	ASTEI20_037658
OG0005231	AGAP001497	ASTEI20_036767
OG0005232	AGAP004439	ASTEI20_036347
OG0005233	AGAP001492	ASTEI20_032593
OG0005234	AGAP001475	ASTEI20_033693
OG0005235	AGAP012444	ASTEI20_034455
OG0005236	AGAP005020	ASTEI20_031542
OG0005237	AGAP005017	ASTEI20_038725
OG0005238	AGAP005018	ASTEI20_039235
OG0005239	AGAP008576	ASTEI20_037710
OG0005240	AGAP008975	ASTEI20_040432
OG0005241	AGAP008974	ASTEI20_035630
OG0005242	AGAP009051	ASTEI20_043667
OG0005243	AGAP002409	ASTEI20_033756
OG0005244	AGAP002407	ASTEI20_031187
OG0005245	AGAP004929	ASTEI20_040284
OG0005246	AGAP010281	ASTEI20_031639
OG0005247	AGAP003989	ASTEI20_031983
OG0005248	AGAP010280	ASTEI20_041756
OG0005249	AGAP005029	ASTEI20_038273
OG0005250	AGAP002463	ASTEI20_031172
OG0005251	AGAP012339	ASTEI20_046075
OG0005252	AGAP012225	ASTEI20_042087
OG0005253	AGAP029560	ASTEI20_037562
OG0005254	AGAP012226	ASTEI20_036677
OG0005255	AGAP005809	ASTEI20_041171
OG0005256	AGAP005979	ASTEI20_042974
OG0005257	AGAP005152	ASTEI20_045498
OG0005258	AGAP005148	ASTEI20_031095
OG0005259	AGAP007806	ASTEI20_040503
OG0005260	AGAP008761	ASTEI20_035047
OG0005261	AGAP007807	ASTEI20_045761
OG0005262	AGAP007805	ASTEI20_043569
OG0005263	AGAP028215	ASTEI20_033498
OG0005264	AGAP008763	ASTEI20_043589
OG0005265	AGAP007482	ASTEI20_032144
OG0005266	AGAP006050	ASTEI20_036002, ASTEI20_042154
OG0005267	AGAP004409	ASTEI20_045339
OG0005268	AGAP002393	ASTEI20_033348
OG0005269	AGAP002664	ASTEI20_038671
OG0005270	AGAP002052	ASTEI20_032877
OG0005271	AGAP001759	ASTEI20_035737
OG0005272	AGAP002053	ASTEI20_034518
OG0005273	AGAP004399	ASTEI20_039750
OG0005274	AGAP005011	ASTEI20_037754
OG0005275	AGAP003507	ASTEI20_041033
OG0005276	AGAP005892	ASTEI20_043288
OG0005277	AGAP002616	ASTEI20_040689
OG0005278	AGAP007096	ASTEI20_041512
OG0005279	AGAP005894	ASTEI20_033216
OG0005280	AGAP003834	ASTEI20_031142
OG0005281	AGAP003831	ASTEI20_038364
OG0005282	AGAP001328	ASTEI20_031863
OG0005283	AGAP008904	ASTEI20_034889
OG0005284	AGAP007499	ASTEI20_034450
OG0005285	AGAP008903	ASTEI20_045618
OG0005286	AGAP008909	ASTEI20_041858
OG0005287	AGAP009782	ASTEI20_042534
OG0005288	AGAP009783	ASTEI20_044606
OG0005289	AGAP009785	ASTEI20_033724
OG0005290	AGAP009980	ASTEI20_038902
OG0005291	AGAP008775	ASTEI20_038219
OG0005292	AGAP009979	ASTEI20_032638
OG0005293	AGAP028649	ASTEI20_042100
OG0005294	AGAP009978	ASTEI20_044003
OG0005295	AGAP013747	ASTEI20_031278
OG0005296	AGAP009044	ASTEI20_040867
OG0005297	AGAP009046	ASTEI20_036067
OG0005298	AGAP002316	ASTEI20_034064
OG0005299	AGAP029477	ASTEI20_038283
OG0005300	AGAP006747	ASTEI20_039998
OG0005301	AGAP006761	ASTEI20_034710
OG0005302	AGAP003124	ASTEI20_034309
OG0005303	AGAP003126, AGAP012812	ASTEI20_033056
OG0005304	AGAP001783	ASTEI20_041480
OG0005305	AGAP002677	ASTEI20_042250
OG0005306	AGAP003062	ASTEI20_040698
OG0005307	AGAP029115	ASTEI20_045441
OG0005308	AGAP002678	ASTEI20_039197
OG0005309	AGAP000708	ASTEI20_042859
OG0005310	AGAP000239	ASTEI20_032870
OG0005311	AGAP001149	ASTEI20_040813
OG0005312	AGAP000427	ASTEI20_033543, ASTEI20_036698
OG0005313	AGAP000869	ASTEI20_030994
OG0005314	AGAP000891	ASTEI20_036466
OG0005315	AGAP000841	ASTEI20_036645
OG0005316	AGAP009028	ASTEI20_036835
OG0005317	AGAP012229	ASTEI20_045438
OG0005318	AGAP012231	ASTEI20_033889
OG0005319	AGAP010031	ASTEI20_030804
OG0005320	AGAP010029	ASTEI20_035111
OG0005321	AGAP010035	ASTEI20_039461
OG0005322	AGAP010043, AGAP012628	ASTEI20_036185
OG0005323	AGAP009512	ASTEI20_043177
OG0005324	AGAP009505	ASTEI20_039227
OG0005325	AGAP009511	ASTEI20_042326
OG0005326	AGAP009510	ASTEI20_043390
OG0005327	AGAP010477	ASTEI20_042531
OG0005328	AGAP012138	ASTEI20_038597
OG0005329	AGAP010474	ASTEI20_039335
OG0005330	AGAP010476	ASTEI20_033359
OG0005331	AGAP012140	ASTEI20_034227
OG0005332	AGAP010475	ASTEI20_040262
OG0005333	AGAP010392	ASTEI20_039846
OG0005334	AGAP006323	ASTEI20_032988
OG0005335	AGAP006324	ASTEI20_041542
OG0005336	AGAP005544	ASTEI20_031949
OG0005337	AGAP006321	ASTEI20_038704
OG0005338	AGAP000942	ASTEI20_037378
OG0005339	AGAP010304	ASTEI20_043184
OG0005340	AGAP005246	ASTEI20_041572
OG0005341	AGAP005250	ASTEI20_034669
OG0005342	AGAP005252	ASTEI20_036371
OG0005343	AGAP005046	ASTEI20_045002
OG0005344	AGAP005248	ASTEI20_042599
OG0005345	AGAP005247	ASTEI20_038631
OG0005346	AGAP003879	ASTEI20_031680
OG0005347	AGAP003184	ASTEI20_038437
OG0005348	AGAP004359	ASTEI20_045849
OG0005349	AGAP002301	ASTEI20_033881
OG0005350	AGAP002422	ASTEI20_037505
OG0005351	AGAP007065	ASTEI20_040258
OG0005352	AGAP002420	ASTEI20_035808
OG0005353	AGAP003743	ASTEI20_037246
OG0005354	AGAP002167	ASTEI20_036619
OG0005355	AGAP008857	ASTEI20_045863
OG0005356	AGAP010034	ASTEI20_041541
OG0005357	AGAP008858	ASTEI20_033198
OG0005358	AGAP012453	ASTEI20_046146
OG0005359	AGAP007896	ASTEI20_042764
OG0005360	AGAP007901	ASTEI20_034535
OG0005361	AGAP007911	ASTEI20_036033
OG0005362	AGAP008164	ASTEI20_041420
OG0005363	AGAP008269	ASTEI20_033253
OG0005364	AGAP013719	ASTEI20_045534
OG0005365	AGAP013727	ASTEI20_042274
OG0005366	AGAP008267	ASTEI20_033202
OG0005367	AGAP008266	ASTEI20_044212
OG0005368	AGAP011799	ASTEI20_034995
OG0005369	AGAP012189	ASTEI20_035477
OG0005370	AGAP012306	ASTEI20_045027
OG0005371	AGAP012184	ASTEI20_036746
