Orthogroup	AgambiaePEST	Aalbopictus_AalbF5
OG0004762	AGAP008887	LOC109411282
OG0004763	AGAP008854	LOC109433087
OG0004764	AGAP009560	LOC109420651
OG0004765	AGAP003360	LOC109426199
OG0004766	AGAP009687	LOC109429462
OG0004767	AGAP003356	LOC115263759
OG0004768	AGAP009563	LOC109420653
OG0004769	AGAP009578	LOC109401083
OG0004770	AGAP002091	LOC109415959
OG0004771	AGAP009574	LOC109400973
OG0004772	AGAP009571	LOC109400989
OG0004773	AGAP009579	LOC109400990
OG0004774	AGAP013180	LOC109400876
OG0004775	AGAP003893	LOC134283972, LOC109429301
OG0004776	AGAP003304	LOC109398222
OG0004777	AGAP003723	LOC109400818
OG0004778	AGAP004089	LOC109398221
OG0004779	AGAP003644	LOC115259414
OG0004780	AGAP004366	LOC115263769
OG0004781	AGAP004087	LOC115259822
OG0004782	AGAP003715	LOC109429313
OG0004783	AGAP000551	LOC109427436
OG0004784	AGAP012328	LOC109427449, LOC134285225
OG0004785	AGAP000349	LOC109427441
OG0004786	AGAP000347	LOC115254483
OG0004787	AGAP009622	LOC109413726
OG0004788	AGAP007832	LOC109409628
OG0004789	AGAP010163	LOC109429377
OG0004790	AGAP010202	LOC109429367
OG0004791	AGAP009625	LOC109409615
OG0004792	AGAP009624	LOC109413695
OG0004793	AGAP010164	LOC109429376
OG0004794	AGAP009621	LOC109409620
OG0004795	AGAP012179	LOC109433516
OG0004796	AGAP012181	LOC109410650
OG0004797	AGAP011313	LOC109433480
OG0004798	AGAP012180	LOC109410708
OG0004799	AGAP011274	LOC109410665
OG0004800	AGAP010836	LOC109410667
OG0004801	AGAP011312	LOC109433478
OG0004802	AGAP011317	LOC109410654
OG0004803	AGAP011318	LOC109410652
OG0004804	AGAP001111	LOC109427069
OG0004805	AGAP001109	LOC109411331
OG0004806	AGAP028148	LOC109427619
OG0004807	AGAP002172	LOC109417984
OG0004808	AGAP002170	LOC109416331
OG0004809	AGAP002173	LOC109427621
OG0004810	AGAP000994	LOC109431131
OG0004811	AGAP000792	LOC109431116
OG0004812	AGAP000359	LOC109431083
OG0004813	AGAP000356	LOC115261055
OG0004814	AGAP008132	LOC134287753, LOC109421021
OG0004815	AGAP003817	LOC109423625
OG0004816	AGAP010623	LOC109407580
OG0004817	AGAP001928	LOC115262185
OG0004818	AGAP010622	LOC109407579
OG0004819	AGAP029557	LOC109425850
OG0004820	AGAP010624	LOC109425843
OG0004821	AGAP012258	LOC109425913
OG0004822	AGAP001241	LOC109401792
OG0004823	AGAP002218	LOC109406138
OG0004824	AGAP001242	LOC109406152
OG0004825	AGAP001256	LOC109401765
OG0004826	AGAP001205	LOC109428008
OG0004827	AGAP001203	LOC109418190
OG0004828	AGAP000081	LOC109397881
OG0004829	AGAP001408	LOC109397884
OG0004830	AGAP004018	LOC109416129
OG0004831	AGAP012463	LOC109416128
OG0004832	AGAP009261	LOC109402099
OG0004833	AGAP009258	LOC115254981
OG0004834	AGAP009259	LOC109402103
OG0004835	AGAP009255	LOC115254988
OG0004836	AGAP009257	LOC115254982
OG0004837	AGAP009254	LOC109402115
OG0004838	AGAP009265	LOC115254978
OG0004839	AGAP009260	LOC109402101
OG0004840	AGAP006904	LOC109425677
OG0004841	AGAP002571	LOC109399352
OG0004842	AGAP002566	LOC109433397
OG0004843	AGAP002570	LOC115268809
OG0004844	AGAP008136	LOC109428908
OG0004845	AGAP029547	LOC109421015
OG0004846	AGAP002569	LOC109433363
OG0004847	AGAP002567	LOC109399347
OG0004848	AGAP002568	LOC109433368
OG0004849	AGAP002837	LOC109406306
OG0004850	AGAP003019	LOC109422773
OG0004851	AGAP011163	LOC109417145
OG0004852	AGAP000865	LOC109422772
OG0004853	AGAP008604	LOC109402499
OG0004854	AGAP008598	LOC109621384
OG0004855	AGAP008606	LOC109621391
OG0004856	AGAP008602	LOC109621734
OG0004857	AGAP008611	LOC115268609
OG0004858	AGAP010143	LOC109425124
OG0004859	AGAP009773	LOC109621383
OG0004860	AGAP008612	LOC109402479
OG0004861	AGAP008601	LOC109402491
OG0004862	AGAP008585	LOC109621380
OG0004863	AGAP008593	LOC109402509
OG0004864	AGAP002564	LOC109433355
OG0004865	AGAP002557	LOC109433366
OG0004866	AGAP002560	LOC109433389
OG0004867	AGAP002563	LOC109433396
OG0004868	AGAP000182	LOC109400934
OG0004869	AGAP000184	LOC109400911
OG0004870	AGAP002291	LOC109430448
OG0004871	AGAP002948	LOC109430360
OG0004872	AGAP002952	LOC109432134
OG0004873	AGAP002881	LOC109410067
OG0004874	AGAP002290	LOC109432139
OG0004875	AGAP002883	LOC109410069
OG0004876	AGAP007097	LOC109408933
OG0004877	AGAP000377	LOC109408932
OG0004878	AGAP000319	LOC109423006
OG0004879	AGAP005423	LOC109415625
OG0004880	AGAP000991	LOC109415627
OG0004881	AGAP000378	LOC109408930
OG0004882	AGAP000429	LOC109415626
OG0004883	AGAP000188	LOC109433624
OG0004884	AGAP000073	LOC109432381
OG0004885	AGAP010895	LOC109399010
OG0004886	AGAP004693	LOC109398962
OG0004887	AGAP010894	LOC109399059
OG0004888	AGAP010842	LOC115254125
OG0004889	AGAP028617	LOC109398993
OG0004890	AGAP011448	LOC109398914
OG0004891	AGAP007538	LOC109410035
OG0004892	AGAP007532	LOC109419650
OG0004893	AGAP007533	LOC115264841
OG0004894	AGAP006622	LOC109405273
OG0004895	AGAP002788	LOC109429172
OG0004896	AGAP002781	LOC109398796
OG0004897	AGAP002782	LOC109398798
OG0004898	AGAP002784	LOC109429174
OG0004899	AGAP004244	LOC109429189
OG0004900	AGAP002780	LOC109398804
OG0004901	AGAP003536	LOC109429182
OG0004902	AGAP013010, AGAP013378	LOC115261372
OG0004903	AGAP001782	LOC109424102
OG0004904	AGAP012755, AGAP010225	LOC109416295
OG0004905	AGAP004196	LOC109424067
OG0004906	AGAP003221	LOC109416297
OG0004907	AGAP004197	LOC109416303
OG0004908	AGAP001779	LOC109416292
OG0004909	AGAP001778	LOC109416293
OG0004910	AGAP002889	LOC109413902
OG0004911	AGAP002892	LOC109421114
OG0004912	AGAP002890	LOC109413900
OG0004913	AGAP011513	LOC109412620
OG0004914	AGAP008099	LOC109419967
OG0004915	AGAP005723	LOC109404761
OG0004916	AGAP005721	LOC109621275
OG0004917	AGAP005724	LOC109404762
OG0004918	AGAP005715	LOC109404752
OG0004919	AGAP009525	LOC109411723
OG0004920	AGAP009523	LOC109411721
OG0004921	AGAP009532	LOC109421405
OG0004922	AGAP009524	LOC109420649
OG0004923	AGAP009522	LOC109411726
OG0004924	AGAP011689	LOC109408611
OG0004925	AGAP003366	LOC115263397
OG0004926	AGAP004797	LOC109421952
OG0004927	AGAP004794	LOC109408613
OG0004928	AGAP011470	LOC109421935
OG0004929	AGAP001997	LOC109427111
OG0004930	AGAP002004	LOC109427121
OG0004931	AGAP001996	LOC109400172
OG0004932	AGAP002000	LOC109427117
OG0004933	AGAP001986	LOC109427099
OG0004934	AGAP002003	LOC109400204
OG0004935	AGAP001999	LOC109400192
OG0004936	AGAP003885	LOC109430300
OG0004937	AGAP002831	LOC109431949
OG0004938	AGAP003883	LOC109430284
OG0004939	AGAP001428	LOC109430298
OG0004940	AGAP003886	LOC115254112
OG0004941	AGAP002832	LOC109431943
OG0004942	AGAP003090	LOC109430264
OG0004943	AGAP013412	LOC109430279
OG0004944	AGAP002284	LOC109430265
OG0004945	AGAP011363	LOC109397409
OG0004946	AGAP011364	LOC109397423
OG0004947	AGAP011368	LOC109401575, LOC134291598
OG0004948	AGAP011361	LOC109401606
OG0004949	AGAP011580	LOC109621796
OG0004950	AGAP004229	LOC109403594
OG0004951	AGAP011581	LOC109403475
OG0004952	AGAP004113	LOC109414772
OG0004953	AGAP004117	LOC109414765
OG0004954	AGAP001108	LOC109415679
OG0004955	AGAP001702	LOC109415678
OG0004956	AGAP002129	LOC109413668
OG0004957	AGAP002131	LOC109413669
OG0004958	AGAP002546	LOC109413670
OG0004959	AGAP004198	LOC109413679
OG0004960	AGAP004199	LOC109413683
OG0004961	AGAP001950	LOC109413663
OG0004962	AGAP013499	LOC109413664
OG0004963	AGAP002128	LOC109425010
OG0004964	AGAP001705	LOC109425025
OG0004965	AGAP012836, AGAP004101	LOC109413800
OG0004966	AGAP001094	LOC109421874
OG0004967	AGAP011673	LOC109424049
OG0004968	AGAP001557	LOC109416416
OG0004969	AGAP001694	LOC115253785
OG0004970	AGAP004489	LOC109425251
OG0004971	AGAP003751	LOC109401731, LOC109422690
OG0004972	AGAP004062	LOC109412287
OG0004973	AGAP006058	LOC109412780
OG0004974	AGAP007475	LOC109418125
OG0004975	AGAP003540	LOC109418320
OG0004976	AGAP002017	LOC109428094
OG0004977	AGAP008658	LOC115269611
OG0004978	AGAP001364	LOC109427053
OG0004979	AGAP001367	LOC109416235
OG0004980	AGAP005239	LOC109418468
OG0004981	AGAP005254	LOC109408900
OG0004982	AGAP005255	LOC109408902
OG0004983	AGAP005234	LOC109408915
OG0004985	AGAP005241	LOC109418471
OG0004986	AGAP005233	LOC109408918
OG0004987	AGAP008110	LOC109424512
OG0004988	AGAP008108	LOC115253470
OG0004989	AGAP008111	LOC109407176
OG0004990	AGAP008107	LOC115255185
OG0004991	AGAP005173	LOC109430545
OG0004992	AGAP005168	LOC115260131
OG0004993	AGAP002480	LOC134284728
OG0004994	AGAP005170	LOC109430546
OG0004995	AGAP029302	LOC109425892
OG0004996	AGAP011030	LOC109425978
OG0004997	AGAP011031	LOC109425976
OG0004998	AGAP012808, AGAP010988	LOC109425985
OG0004999	AGAP010983	LOC109425994
OG0005000	AGAP011969	LOC109426000
OG0005001	AGAP028030	LOC109426004
OG0005002	AGAP000958	LOC115256091
OG0005003	AGAP000241	LOC109414080
OG0005004	AGAP000960	LOC109414078, LOC134289046
OG0005005	AGAP000240	LOC109414079
OG0005006	AGAP000478	LOC109414086
OG0005007	AGAP008300	LOC109421641
OG0005008	AGAP008298	LOC109421618
OG0005009	AGAP008299	LOC109407320
OG0005010	AGAP008942	LOC109407322
OG0005011	AGAP008940	LOC109421643
OG0005012	AGAP008941	LOC109421642
OG0005013	AGAP008935	LOC109407327
OG0005014	AGAP008287	LOC109421631
OG0005015	AGAP009274	LOC134287523
OG0005016	AGAP009276	LOC115262255
OG0005017	AGAP009278	LOC109402506
OG0005018	AGAP009943	LOC109402516
OG0005019	AGAP008946	LOC109402503
OG0005020	AGAP008228	LOC109402145
OG0005021	AGAP009271	LOC109402517
OG0005022	AGAP008227	LOC109402496
OG0005023	AGAP029988	LOC109621731
OG0005024	AGAP009275	LOC134287520
OG0005025	AGAP010501	LOC109399311
OG0005026	AGAP010500	LOC109399304
OG0005027	AGAP010494	LOC109399358
OG0005028	AGAP010493	LOC109399376
OG0005029	AGAP010223	LOC109428283
OG0005030	AGAP010221	LOC109428278
OG0005031	AGAP001174	LOC109422277
OG0005032	AGAP001160	LOC109422813
OG0005033	AGAP001175	LOC109421803
OG0005034	AGAP001159	LOC109421791
OG0005035	AGAP001167	LOC109421799
OG0005036	AGAP009485	LOC109404637
OG0005037	AGAP009491	LOC109404613
OG0005038	AGAP007927	LOC109416572
OG0005039	AGAP009498	LOC109411693
OG0005040	AGAP009486	LOC109404622
OG0005041	AGAP009489	LOC109404611
OG0005042	AGAP028740	LOC109411683
OG0005043	AGAP007928	LOC109416574
OG0005044	AGAP006033	LOC109398092
OG0005045	AGAP029102	LOC109418980
OG0005046	AGAP006035	LOC109398060, LOC115269207
OG0005047	AGAP005433	LOC109398212
OG0005048	AGAP005429	LOC115269203
OG0005049	AGAP006092	LOC109419709
OG0005050	AGAP005430	LOC109419715
OG0005051	AGAP006042	LOC109418899
OG0005052	AGAP005432	LOC109419716
OG0005053	AGAP029130	LOC109397934
OG0005054	AGAP006030	LOC109398102
OG0005055	AGAP002969	LOC109415473
OG0005056	AGAP013267	LOC109429485
OG0005057	AGAP006186	LOC109425692
OG0005058	AGAP002968	LOC115264542
OG0005059	AGAP003666	LOC109432127
OG0005060	AGAP003671	LOC115263716
OG0005061	AGAP007686	LOC109398346
OG0005062	AGAP009889	LOC109398308
OG0005063	AGAP007948	LOC109398292
OG0005064	AGAP007885	LOC109429811
OG0005065	AGAP007882	LOC109429814
OG0005066	AGAP011329	LOC109420402
OG0005067	AGAP010850	LOC109426876
OG0005068	AGAP010851	LOC109623393
OG0005069	AGAP010020	LOC109420090
OG0005070	AGAP010073	LOC109406242
OG0005071	AGAP010017	LOC115257864
OG0005072	AGAP010072	LOC109411908
OG0005073	AGAP001227	LOC109431864
OG0005074	AGAP010019	LOC109420089
OG0005075	AGAP001220	LOC109431874
OG0005076	AGAP010018, AGAP012743	LOC109420088
OG0005077	AGAP009954	LOC109405902
OG0005078	AGAP008621	LOC109407230
OG0005079	AGAP008631	LOC115258575
OG0005080	AGAP008625	LOC109407233
OG0005081	AGAP008626	LOC109414301
OG0005082	AGAP008620	LOC109414293
OG0005083	AGAP009935	LOC109405904
OG0005084	AGAP009953	LOC109405896
OG0005085	AGAP011895	LOC109421146
OG0005086	AGAP011896	LOC109410554
OG0005087	AGAP011911	LOC109421166
OG0005088	AGAP002955	LOC109423201
OG0005089	AGAP001411	LOC109397285
OG0005090	AGAP007855	LOC109423204
OG0005091	AGAP002956	LOC115257160
OG0005092	AGAP003157	LOC109397295
OG0005093	AGAP006364	LOC109426597
OG0005094	AGAP005408	LOC109426575
OG0005095	AGAP006239	LOC109426581
OG0005096	AGAP006240	LOC109426576
OG0005097	AGAP005418	LOC109406578
OG0005098	AGAP005419	LOC109406573
OG0005099	AGAP005413	LOC109410532
OG0005100	AGAP005417	LOC109427229
OG0005101	AGAP002289	LOC115265281
OG0005102	AGAP005415	LOC109427326
OG0005103	AGAP005409	LOC109426572
OG0005104	AGAP010444	LOC109418789
OG0005105	AGAP011740	LOC109418814
OG0005106	AGAP011733	LOC109418819
OG0005107	AGAP010443	LOC109418805
OG0005108	AGAP003923	LOC109415076
OG0005109	AGAP003093	LOC109414121
OG0005110	AGAP003094	LOC109414120
OG0005111	AGAP029118	LOC109415075
OG0005112	AGAP012289	LOC109403945
OG0005113	AGAP003279	LOC109414127
OG0005114	AGAP012290	LOC109403726
OG0005115	AGAP012288	LOC109403958
OG0005116	AGAP012287	LOC109426430
OG0005117	AGAP002177	LOC109427510
OG0005118	AGAP000167	LOC115264856
OG0005119	AGAP000877	LOC109402085
OG0005120	AGAP000166	LOC115264855
OG0005121	AGAP001312	LOC109414164
OG0005122	AGAP002518	LOC109414168
OG0005123	AGAP002534	LOC109414165
OG0005124	AGAP002516	LOC109414170
OG0005125	AGAP002512	LOC109414174
OG0005126	AGAP002513	LOC109414175
OG0005127	AGAP002517	LOC109414169
OG0005128	AGAP011493	LOC109426386, LOC134284610
OG0005129	AGAP012050, AGAP012049	LOC109403422
OG0005130	AGAP011491	LOC109403560
OG0005131	AGAP012304	LOC115267914
OG0005132	AGAP007653	LOC109423339
OG0005133	AGAP007654	LOC115253596
OG0005134	AGAP007646	LOC109423332
OG0005135	AGAP007656	LOC115265439
OG0005136	AGAP007643	LOC109423328
OG0005137	AGAP007645	LOC109423331
OG0005138	AGAP007647	LOC109423336
OG0005139	AGAP007642	LOC134283922
OG0005140	AGAP010238	LOC109398535
OG0005141	AGAP010237, AGAP010236	LOC109416523
OG0005142	AGAP007870	LOC115260118
OG0005143	AGAP001318	LOC115253562
OG0005145	AGAP001313	LOC115260117, LOC109431912
OG0005146	AGAP011629	LOC109426525
OG0005147	AGAP011626	LOC109426522
OG0005148	AGAP000880	LOC109405502
OG0005149	AGAP013209	LOC109414614
OG0005150	AGAP003477	LOC109427321
OG0005151	AGAP003619	LOC109405490
OG0005152	AGAP000007	LOC109405638
OG0005153	AGAP008426	LOC109430166
OG0005154	AGAP009107	LOC115265231
OG0005155	AGAP008427	LOC109430167
OG0005156	AGAP009239	LOC109430168
OG0005157	AGAP007904	LOC109430117
OG0005158	AGAP029466	LOC109430169
OG0005159	AGAP008665	LOC109428192
OG0005160	AGAP004272	LOC109398883
OG0005161	AGAP004256	LOC109429236
OG0005162	AGAP008662	LOC115269612, LOC109428190
OG0005163	AGAP008668	LOC134283902
OG0005164	AGAP008664	LOC109428193
OG0005165	AGAP004251	LOC109398795
OG0005166	AGAP008667	LOC109428196
OG0005167	AGAP000969	LOC109425098
OG0005168	AGAP000971	LOC109421883
OG0005169	AGAP012372	LOC109623365
OG0005170	AGAP011446	LOC109426924
OG0005171	AGAP011447	LOC109426927
OG0005172	AGAP011680	LOC109426905
OG0005173	AGAP010559	LOC109413631
OG0005174	AGAP012377	LOC109623332
OG0005175	AGAP012014	LOC109426897
OG0005176	AGAP012013	LOC109426895
OG0005177	AGAP005973	LOC115269984
OG0005178	AGAP005956	LOC109403233
OG0005179	AGAP005971	LOC109403193
OG0005180	AGAP005863	LOC109402698
OG0005181	AGAP007046	LOC109431739
OG0005182	AGAP007044	LOC109431742
OG0005183	AGAP007751	LOC109420561
OG0005184	AGAP009088	LOC109404819
OG0005185	AGAP002013	LOC109415653
OG0005186	AGAP007759	LOC115259068
OG0005187	AGAP002014	LOC109415654
OG0005188	AGAP002015	LOC109425042
OG0005189	AGAP001324	LOC109425041
OG0005190	AGAP004293	LOC109404512
OG0005191	AGAP002684	LOC109406320
OG0005192	AGAP004294	LOC109404479
OG0005193	AGAP002685	LOC109404489
OG0005194	AGAP002691	LOC109404495
OG0005195	AGAP029807	LOC109406379
OG0005196	AGAP004867	LOC109406369
OG0005197	AGAP008106	LOC115254896
OG0005198	AGAP009893	LOC109398703
OG0005199	AGAP009896	LOC115258651
OG0005200	AGAP009891	LOC109398721
OG0005201	AGAP005983	LOC109417070
OG0005202	AGAP004225	LOC109414744
OG0005203	AGAP005982	LOC109406407
OG0005204	AGAP003417	LOC134287618, LOC109430025
OG0005205	AGAP009302	LOC109409189
OG0005206	AGAP009295	LOC109421518
OG0005207	AGAP009603	LOC109421537
OG0005208	AGAP009607	LOC109421531
OG0005209	AGAP009296	LOC109421519
OG0005210	AGAP009303	LOC109421516
OG0005211	AGAP011549	LOC109621477
OG0005212	AGAP012273	LOC109621450
OG0005213	AGAP012275	LOC109621435
OG0005214	AGAP028528	LOC109621454
OG0005215	AGAP012274	LOC109621434
OG0005216	AGAP012271	LOC134284746
OG0005217	AGAP011548	LOC109621480
OG0005218	AGAP012272	LOC134284747
OG0005219	AGAP011670	LOC109621455
OG0005220	AGAP000002	LOC109414693
OG0005221	AGAP029238	LOC109621236
OG0005222	AGAP009807	LOC115254017
OG0005223	AGAP003016	LOC109432847
OG0005224	AGAP003018	LOC109432839
OG0005225	AGAP001480	LOC134291205
OG0005226	AGAP003014	LOC115254082
OG0005227	AGAP001485	LOC134291228
OG0005228	AGAP003013	LOC115261572
OG0005229	AGAP001472	LOC115261563
OG0005230	AGAP003012	LOC109416616
OG0005231	AGAP001497	LOC109432788
OG0005232	AGAP004439	LOC109416623
OG0005233	AGAP001492	LOC109432765
OG0005234	AGAP001475	LOC109432808
OG0005235	AGAP012444	LOC109416685
OG0005236	AGAP005020	LOC109416493
OG0005237	AGAP005017	LOC109416678
OG0005238	AGAP005018	LOC109416679
OG0005239	AGAP008576	LOC109417548
OG0005240	AGAP008975	LOC109410223
OG0005241	AGAP008974	LOC115266748
OG0005242	AGAP009051	LOC115253744
OG0005243	AGAP002409	LOC109432404
OG0005244	AGAP002407	LOC109400371, LOC115257435
OG0005245	AGAP004929	LOC115266396
OG0005246	AGAP010281	LOC115266332
OG0005247	AGAP003989	LOC109622265
OG0005248	AGAP010280	LOC109414450
OG0005249	AGAP005029	LOC109622267
OG0005250	AGAP002463	LOC109408854
OG0005251	AGAP012339	LOC109407537
OG0005252	AGAP012225	LOC109425802
OG0005253	AGAP029560	LOC109425803
OG0005254	AGAP012226	LOC109407538
OG0005255	AGAP005809	LOC109621706
OG0005256	AGAP005979	LOC109425709
OG0005257	AGAP005152	LOC109422606
OG0005258	AGAP005148	LOC109422580
OG0005259	AGAP007806	LOC109429439
OG0005260	AGAP008761	LOC109429440
OG0005261	AGAP007807	LOC109429437
OG0005262	AGAP007805	LOC109429438
OG0005263	AGAP028215	LOC109425155
OG0005264	AGAP008763	LOC109425163
OG0005265	AGAP007482	LOC109397801
OG0005266	AGAP006050	LOC109418972
OG0005267	AGAP004409	LOC109417760
OG0005268	AGAP002393	LOC109400498
OG0005269	AGAP002664	LOC115259650
OG0005270	AGAP002052	LOC109408292
OG0005271	AGAP001759	LOC115259649
OG0005272	AGAP002053	LOC109400486
OG0005273	AGAP004399	LOC109400507
OG0005274	AGAP005011	LOC109417311
OG0005275	AGAP003507	LOC109413270
OG0005276	AGAP005892	LOC115266579
OG0005277	AGAP002616	LOC109405987
OG0005278	AGAP007096	LOC109411126
OG0005279	AGAP005894	LOC109411128
OG0005280	AGAP003834	LOC109410730
OG0005281	AGAP003831	LOC109410691
OG0005282	AGAP001328	LOC109410890
OG0005283	AGAP008904	LOC109407253
OG0005284	AGAP007499	LOC109621284
OG0005285	AGAP008903	LOC109407254
OG0005286	AGAP008909	LOC115258685
OG0005287	AGAP009782	LOC115258726
OG0005288	AGAP009783	LOC109407248
OG0005289	AGAP009785	LOC109414312
OG0005290	AGAP009980	LOC109622900
OG0005291	AGAP008775	LOC109622889
OG0005292	AGAP009979	LOC115258588
OG0005293	AGAP028649	LOC115258243
OG0005294	AGAP009978	LOC109622897
OG0005295	AGAP013747	LOC109622894
OG0005296	AGAP009044	LOC109410207
OG0005297	AGAP009046	LOC109417527
OG0005298	AGAP002316	LOC109397248
OG0005299	AGAP029477	LOC109402649, LOC115256596
OG0005300	AGAP006747	LOC109407961
OG0005301	AGAP006761	LOC109403683
OG0005302	AGAP003124	LOC109424108
OG0005303	AGAP003126, AGAP012812	LOC109424111
OG0005304	AGAP001783	LOC109416273
OG0005305	AGAP002677	LOC109430250
OG0005306	AGAP003062	LOC109412409
OG0005307	AGAP029115	LOC109412401
OG0005308	AGAP002678	LOC109430287
OG0005309	AGAP000708	LOC109415631
OG0005310	AGAP000239	LOC109431103
OG0005311	AGAP001149	LOC109431144
OG0005312	AGAP000427	LOC109415543
OG0005313	AGAP000869	LOC109415741
OG0005314	AGAP000891	LOC115253976
OG0005315	AGAP000841	LOC109431151
OG0005316	AGAP009028	LOC115254961
OG0005317	AGAP012229	LOC109407549
OG0005318	AGAP012231	LOC109407551
OG0005319	AGAP010031	LOC109622873
OG0005320	AGAP010029	LOC115258081
OG0005321	AGAP010035	LOC109622875
OG0005322	AGAP010043, AGAP012628	LOC109622883
OG0005323	AGAP009512	LOC109411710
OG0005324	AGAP009505	LOC109411698, LOC134287351
OG0005325	AGAP009511	LOC109404606
OG0005326	AGAP009510	LOC109411704
OG0005327	AGAP010477	LOC109403454
OG0005328	AGAP012138	LOC109403451
OG0005329	AGAP010474	LOC109433216
OG0005330	AGAP010476	LOC109433195
OG0005331	AGAP012140	LOC109433182
OG0005332	AGAP010475	LOC109403466
OG0005333	AGAP010392	LOC109403452
OG0005334	AGAP006323	LOC109426951
OG0005335	AGAP006324	LOC109414738
OG0005336	AGAP005544	LOC134287326
OG0005337	AGAP006321	LOC109414739
OG0005338	AGAP000942	LOC109421968
OG0005339	AGAP010304	LOC109408889
OG0005340	AGAP005246	LOC109408227
OG0005341	AGAP005250	LOC109408235
OG0005342	AGAP005252	LOC109408899
OG0005343	AGAP005046	LOC109408226
OG0005344	AGAP005248	LOC109408233
OG0005345	AGAP005247	LOC109408232
OG0005346	AGAP003879	LOC109401059
OG0005347	AGAP003184	LOC109408415
OG0005348	AGAP004359	LOC109416373
OG0005349	AGAP002301	LOC109416397
OG0005350	AGAP002422	LOC109401133
OG0005351	AGAP007065	LOC109431629
OG0005352	AGAP002420	LOC134291135, LOC115260171
OG0005353	AGAP003743	LOC109401132
OG0005354	AGAP002167	LOC109406377
OG0005355	AGAP008857	LOC109411292
OG0005356	AGAP010034	LOC109405308
OG0005357	AGAP008858	LOC109411293
OG0005358	AGAP012453	LOC115264180
OG0005359	AGAP007896	LOC109429878
OG0005360	AGAP007901	LOC109429880
OG0005361	AGAP007911	LOC109415445
OG0005362	AGAP008164	LOC109429949
OG0005363	AGAP008269	LOC109429955
OG0005364	AGAP013719	LOC109415447
OG0005365	AGAP013727	LOC109415451
OG0005366	AGAP008267	LOC109415452
OG0005367	AGAP008266	LOC109415453
OG0005368	AGAP011799	LOC109410624
OG0005369	AGAP012189	LOC109410639
OG0005370	AGAP012306	LOC109410636
OG0005371	AGAP012184	LOC109410645
OG0005372	AGAP012309	LOC109410628
OG0005373	AGAP009546	LOC109420449
OG0005374	AGAP000476	LOC109410346
OG0005375	AGAP007866	LOC109411759
OG0005376	AGAP001224	LOC109404703
OG0005377	AGAP007863	LOC109420458
OG0005378	AGAP000562	LOC109404691
OG0005379	AGAP010841	LOC115259975
OG0005380	AGAP010874	LOC109401286
OG0005381	AGAP011962	LOC109623281
OG0005382	AGAP010932	LOC109401287
OG0005383	AGAP009202	LOC109418015
OG0005384	AGAP009204	LOC115255337
OG0005385	AGAP009190	LOC109417692
OG0005386	AGAP009279	LOC115264471
OG0005387	AGAP007376	LOC134283916
OG0005388	AGAP007359	LOC109399212
OG0005389	AGAP007378	LOC109399231
OG0005390	AGAP007358	LOC109413983
OG0005391	AGAP007357	LOC109413982
OG0005392	AGAP000912	LOC109421981
OG0005393	AGAP000190	LOC109421987
OG0005394	AGAP000173	LOC109427500
OG0005395	AGAP002009	LOC109425049
OG0005396	AGAP001342	LOC109408447
OG0005397	AGAP001338	LOC109408450
OG0005398	AGAP002917	LOC109419357
OG0005399	AGAP002916	LOC109408456
OG0005400	AGAP001469	LOC109402987
OG0005401	AGAP003222	LOC109411792
OG0005402	AGAP002157	LOC109403696
OG0005403	AGAP002539	LOC109621778
OG0005404	AGAP002739	LOC109403746
OG0005405	AGAP000283	LOC109405623
OG0005406	AGAP013112	LOC109402997
OG0005407	AGAP029441	LOC109414707, LOC115255155
OG0005408	AGAP001507	LOC134289980
OG0005409	AGAP001513	LOC109413067
OG0005410	AGAP002437	LOC134284018
OG0005411	AGAP001512	LOC134290082
OG0005412	AGAP001157	LOC109423086
OG0005413	AGAP001506	LOC109423350
OG0005414	AGAP001504	LOC109423435
OG0005415	AGAP002436	LOC134284328
OG0005416	AGAP001503	LOC109423263
OG0005418	AGAP003972	LOC109423417
OG0005419	AGAP002277	LOC109423425
OG0005420	AGAP003968	LOC109414508
OG0005421	AGAP029442	LOC109423413
OG0005422	AGAP002278	LOC115267959
OG0005423	AGAP003970	LOC109423416
OG0005424	AGAP003975	LOC109414568
OG0005425	AGAP001856	LOC109399730
OG0005426	AGAP010870	LOC109427035
OG0005428	AGAP001900	LOC109426318
OG0005429	AGAP001903	LOC109426322
OG0005430	AGAP001884	LOC109405631
OG0005431	AGAP013102	LOC109405004
OG0005432	AGAP001905	LOC109426316
OG0005433	AGAP001898	LOC109406728
OG0005434	AGAP001902	LOC109407229
OG0005435	AGAP001888	LOC115253517
OG0005436	AGAP001882	LOC109426347
OG0005437	AGAP001909	LOC109405847
OG0005438	AGAP009983	LOC109622904
OG0005439	AGAP011506	LOC115264776, LOC109401564
OG0005440	AGAP007259	LOC109409731
OG0005441	AGAP007258	LOC109409733
OG0005442	AGAP013238	LOC115254174
OG0005443	AGAP004448	LOC115266517
OG0005444	AGAP002527	LOC115257194
OG0005445	AGAP002530	LOC109414158
OG0005446	AGAP002523	LOC109414152
OG0005447	AGAP001932	LOC109414202
OG0005448	AGAP001929	LOC109426369
OG0005449	AGAP002525	LOC115254465
OG0005450	AGAP002526	LOC115257197
OG0005451	AGAP002524	LOC115257205
OG0005452	AGAP002528	LOC109414203
OG0005453	AGAP002532	LOC109414160
OG0005454	AGAP002531	LOC109414159
