Orthogroup	AgambiaePEST	AdirusWRAIR2
OG0004948	AGAP011361	ADIR002111
OG0004949	AGAP011580	ADIR000160
OG0004950	AGAP004229	ADIR005526
OG0004951	AGAP011581	ADIR000159
OG0004952	AGAP004113	ADIR002944
OG0004953	AGAP004117	ADIR002947
OG0004954	AGAP001108	ADIR010113
OG0004955	AGAP001702	ADIR010391
OG0004956	AGAP002129	ADIR003152
OG0004957	AGAP002131	ADIR003150
OG0004958	AGAP002546	ADIR010318
OG0004959	AGAP004198	ADIR008482
OG0004960	AGAP004199	ADIR008483
OG0004961	AGAP001950	ADIR002481
OG0004962	AGAP013499	ADIR003147
OG0004963	AGAP002128	ADIR003153
OG0004964	AGAP001705	ADIR010388
OG0004965	AGAP012836, AGAP004101	ADIR002928
OG0004966	AGAP001094	ADIR005600
OG0004967	AGAP011673	ADIR001824
OG0004968	AGAP001557	ADIR003029
OG0004969	AGAP001694	ADIR010399
OG0004971	AGAP003751	ADIR002549
OG0004972	AGAP004062	ADIR006622
OG0004973	AGAP006058	ADIR008146
OG0004974	AGAP007475	ADIR007231
OG0004975	AGAP003540	ADIR010662
OG0004976	AGAP002017	ADIR005323
OG0004977	AGAP008658	ADIR006841
OG0004978	AGAP001364	ADIR002461
OG0004979	AGAP001367	ADIR002462
OG0004980	AGAP005239	ADIR009816
OG0004981	AGAP005254	ADIR004355
OG0004982	AGAP005255	ADIR004356
OG0004983	AGAP005234	ADIR009812
OG0004985	AGAP005241	ADIR009818
OG0004986	AGAP005233	ADIR009811
OG0004987	AGAP008110	ADIR011269
OG0004988	AGAP008108	ADIR011267
OG0004989	AGAP008111	ADIR011270
OG0004990	AGAP008107	ADIR011266
OG0004991	AGAP005173	ADIR015740
OG0004992	AGAP005168	ADIR001545
OG0004993	AGAP002480	ADIR002737
OG0004994	AGAP005170	ADIR001547
OG0004995	AGAP029302	ADIR002072
OG0004996	AGAP011030	ADIR002024
OG0004997	AGAP011031	ADIR002025
OG0004998	AGAP012808, AGAP010988	ADIR002013
OG0004999	AGAP010983	ADIR002007
OG0005000	AGAP011969	ADIR002001
OG0005001	AGAP028030	ADIR001998
OG0005002	AGAP000958	ADIR016056
OG0005003	AGAP000241	ADIR001071
OG0005004	AGAP000960	ADIR016055
OG0005005	AGAP000240	ADIR001070
OG0005006	AGAP000478	ADIR004126
OG0005007	AGAP008300	ADIR011209
OG0005008	AGAP008298	ADIR000611
OG0005009	AGAP008299	ADIR011208
OG0005010	AGAP008942	ADIR011425
OG0005011	AGAP008940	ADIR011427
OG0005012	AGAP008941	ADIR011426
OG0005013	AGAP008935	ADIR011431
OG0005014	AGAP008287	ADIR000607
OG0005015	AGAP009274	ADIR011197
OG0005016	AGAP009276	ADIR011199
OG0005017	AGAP009278	ADIR011201
OG0005018	AGAP009943	ADIR004787
OG0005020	AGAP008228	ADIR006374
OG0005021	AGAP009271	ADIR011195
OG0005022	AGAP008227	ADIR006373
OG0005023	AGAP029988	ADIR011417
OG0005024	AGAP009275	ADIR015619
OG0005025	AGAP010501	ADIR005644
OG0005026	AGAP010500	ADIR005646
OG0005027	AGAP010494	ADIR005648
OG0005028	AGAP010493	ADIR005649
OG0005029	AGAP010223	ADIR004036
OG0005030	AGAP010221	ADIR004034
OG0005031	AGAP001174	ADIR010054
OG0005032	AGAP001160	ADIR010064
OG0005033	AGAP001175	ADIR010053
OG0005034	AGAP001159	ADIR010065
OG0005035	AGAP001167	ADIR010060
OG0005036	AGAP009485	ADIR006041
OG0005037	AGAP009491	ADIR006038
OG0005038	AGAP007927	ADIR016099
OG0005039	AGAP009498	ADIR006028
OG0005040	AGAP009486	ADIR006033
OG0005041	AGAP009489	ADIR006036
OG0005042	AGAP028740	ADIR006039
OG0005043	AGAP007928	ADIR005900
OG0005044	AGAP006033	ADIR008121
OG0005045	AGAP029102	ADIR008133
OG0005047	AGAP005433	ADIR008803
OG0005048	AGAP005429	ADIR008808
OG0005049	AGAP006092	ADIR008838
OG0005050	AGAP005430	ADIR008807
OG0005051	AGAP006042	ADIR016148
OG0005052	AGAP005432	ADIR008805
OG0005053	AGAP029130	ADIR008132
OG0005054	AGAP006030	ADIR008118
OG0005055	AGAP002969	ADIR005826
OG0005056	AGAP013267	ADIR005831
OG0005057	AGAP006186	ADIR007981
OG0005058	AGAP002968	ADIR005827
OG0005059	AGAP003666	ADIR005342
OG0005060	AGAP003671	ADIR005347
OG0005061	AGAP007686	ADIR007062
OG0005062	AGAP009889	ADIR011326
OG0005063	AGAP007948	ADIR005980
OG0005064	AGAP007885	ADIR005942
OG0005065	AGAP007882	ADIR007088, ADIR006688
OG0005066	AGAP011329	ADIR002142
OG0005067	AGAP010850	ADIR002066
OG0005068	AGAP010851	ADIR002067
OG0005069	AGAP010020	ADIR009379
OG0005070	AGAP010073	ADIR009305
OG0005071	AGAP010017	ADIR009381
OG0005072	AGAP010072	ADIR009306
OG0005073	AGAP001227	ADIR010004
OG0005074	AGAP010019	ADIR009380
OG0005075	AGAP001220	ADIR010009
OG0005077	AGAP009954	ADIR004797
OG0005078	AGAP008621	ADIR000703
OG0005079	AGAP008631	ADIR000694
OG0005080	AGAP008625	ADIR000700
OG0005081	AGAP008626	ADIR000699
OG0005082	AGAP008620	ADIR000704
OG0005083	AGAP009935	ADIR004780
OG0005084	AGAP009953	ADIR004796
OG0005085	AGAP011895	ADIR001967
OG0005086	AGAP011896	ADIR001968
OG0005087	AGAP011911	ADIR001958
OG0005088	AGAP002955	ADIR005840
OG0005089	AGAP001411	ADIR002865
OG0005090	AGAP007855	ADIR008538
OG0005091	AGAP002956	ADIR005839
OG0005092	AGAP003157	ADIR006713
OG0005093	AGAP006364	ADIR007728
OG0005094	AGAP005408	ADIR004164
OG0005095	AGAP006239	ADIR004169
OG0005096	AGAP006240	ADIR004168
OG0005097	AGAP005418	ADIR008819
OG0005098	AGAP005419	ADIR008818
OG0005099	AGAP005413	ADIR004155
OG0005100	AGAP005417	ADIR008820
OG0005101	AGAP002289	ADIR006651
OG0005102	AGAP005415	ADIR007967
OG0005103	AGAP005409	ADIR004163
OG0005104	AGAP010444	ADIR005737
OG0005105	AGAP011740	ADIR009645
OG0005106	AGAP011733	ADIR009637
OG0005107	AGAP010443	ADIR005736
OG0005108	AGAP003923	ADIR003365
OG0005109	AGAP003093	ADIR003303
OG0005110	AGAP003094	ADIR003304
OG0005111	AGAP029118	ADIR003364
OG0005112	AGAP012289	ADIR000453
OG0005113	AGAP003279	ADIR002779
OG0005114	AGAP012290	ADIR000454
OG0005115	AGAP012288	ADIR000452
OG0005116	AGAP012287	ADIR000451
OG0005117	AGAP002177	ADIR008994
OG0005118	AGAP000167	ADIR000813
OG0005119	AGAP000877	ADIR000928
OG0005120	AGAP000166	ADIR014073
OG0005121	AGAP001312	ADIR015961
OG0005122	AGAP002518	ADIR010345
OG0005123	AGAP002534	ADIR010330
OG0005124	AGAP002516	ADIR010347
OG0005125	AGAP002512	ADIR010350
OG0005126	AGAP002513	ADIR010349
OG0005127	AGAP002517	ADIR010346
OG0005128	AGAP011493	ADIR000274
OG0005129	AGAP012050, AGAP012049	ADIR002229
OG0005130	AGAP011491	ADIR000272
OG0005131	AGAP012304	ADIR000466
OG0005132	AGAP007653	ADIR007115
OG0005133	AGAP007654	ADIR007116
OG0005134	AGAP007646	ADIR007121
OG0005135	AGAP007656	ADIR007118
OG0005136	AGAP007643	ADIR007124
OG0005137	AGAP007645	ADIR007122
OG0005138	AGAP007647	ADIR007120
OG0005139	AGAP007642	ADIR007125
OG0005140	AGAP010238	ADIR004050
OG0005141	AGAP010237, AGAP010236	ADIR004049
OG0005142	AGAP007870	ADIR005960
OG0005143	AGAP001318	ADIR009930
OG0005144	AGAP002535	ADIR010326
OG0005145	AGAP001313	ADIR009933
OG0005146	AGAP011629	ADIR000120
OG0005147	AGAP011626	ADIR000122
OG0005148	AGAP000880	ADIR001125
OG0005149	AGAP013209	ADIR002980
OG0005150	AGAP003477	ADIR008329
OG0005151	AGAP003619	ADIR006467
OG0005152	AGAP000007	ADIR011703
OG0005153	AGAP008426	ADIR006154
OG0005154	AGAP009107	ADIR006193, ADIR006192, ADIR006194
OG0005155	AGAP008427	ADIR006153
OG0005156	AGAP009239	ADIR006183
OG0005157	AGAP007904	ADIR005923
OG0005158	AGAP029466	ADIR006168
OG0005159	AGAP008665	ADIR006846
OG0005160	AGAP004272	ADIR008370
OG0005161	AGAP004256	ADIR005498
OG0005162	AGAP008662	ADIR006844
OG0005164	AGAP008664	ADIR006845
OG0005165	AGAP004251	ADIR005501
OG0005166	AGAP008667	ADIR006848
OG0005167	AGAP000969	ADIR000922
OG0005168	AGAP000971	ADIR000925
OG0005169	AGAP012372	ADIR000531
OG0005170	AGAP011446	ADIR000228
OG0005171	AGAP011447	ADIR000227
OG0005172	AGAP011680	ADIR001830
OG0005173	AGAP010559	ADIR000385
OG0005174	AGAP012377	ADIR000554
OG0005175	AGAP012014	ADIR009683
OG0005176	AGAP012013	ADIR009684
OG0005177	AGAP005973	ADIR007482
OG0005178	AGAP005956	ADIR007498
OG0005179	AGAP005971	ADIR007484
OG0005180	AGAP005863	ADIR003818
OG0005181	AGAP007046	ADIR007866
OG0005182	AGAP007044	ADIR007863
OG0005183	AGAP007751	ADIR010956
OG0005184	AGAP009088	ADIR006174
OG0005185	AGAP002013	ADIR005319
OG0005186	AGAP007759	ADIR010949
OG0005187	AGAP002014	ADIR005320
OG0005188	AGAP002015	ADIR005321
OG0005189	AGAP001324	ADIR009926
OG0005190	AGAP004293	ADIR005561
OG0005191	AGAP002684	ADIR010165
OG0005192	AGAP004294	ADIR005562
OG0005193	AGAP002685	ADIR010164
OG0005194	AGAP002691	ADIR010160
OG0005195	AGAP029807	ADIR009243
OG0005196	AGAP004867	ADIR009244
OG0005197	AGAP008106	ADIR016000
OG0005198	AGAP009893	ADIR004740
OG0005199	AGAP009896	ADIR004742
OG0005200	AGAP009891	ADIR004738
OG0005201	AGAP005983	ADIR007471
OG0005202	AGAP004225	ADIR005533
OG0005203	AGAP005982	ADIR007472
OG0005204	AGAP003417	ADIR008281
OG0005205	AGAP009302	ADIR000624
OG0005206	AGAP009295	ADIR000621
OG0005207	AGAP009603	ADIR011468
OG0005208	AGAP009607	ADIR011465
OG0005209	AGAP009296	ADIR000622
OG0005210	AGAP009303	ADIR000625
OG0005211	AGAP011549	ADIR000188
OG0005212	AGAP012273	ADIR000440
OG0005213	AGAP012275	ADIR000442
OG0005214	AGAP028528	ADIR001822
OG0005215	AGAP012274	ADIR000441
OG0005216	AGAP012271	ADIR000438
OG0005217	AGAP011548	ADIR000189
OG0005218	AGAP012272	ADIR000439
OG0005219	AGAP011670	ADIR001821
OG0005220	AGAP000002	ADIR011700
OG0005221	AGAP029238	ADIR005150
OG0005222	AGAP009807	ADIR005151
OG0005223	AGAP003016	ADIR003109
OG0005224	AGAP003018	ADIR003108
OG0005226	AGAP003014	ADIR003111
OG0005227	AGAP001485	ADIR004495
OG0005228	AGAP003013	ADIR003112
OG0005229	AGAP001472	ADIR004476
OG0005230	AGAP003012	ADIR003113
OG0005231	AGAP001497	ADIR009857
OG0005232	AGAP004439	ADIR008361
OG0005233	AGAP001492	ADIR004502
OG0005234	AGAP001475	ADIR004473
OG0005235	AGAP012444	ADIR008611
OG0005236	AGAP005020	ADIR001586
OG0005237	AGAP005017	ADIR001589
OG0005238	AGAP005018	ADIR001588
OG0005239	AGAP008576	ADIR010902
OG0005240	AGAP008975	ADIR011393
OG0005241	AGAP008974	ADIR011395
OG0005242	AGAP009051	ADIR004721
OG0005243	AGAP002409	ADIR004540
OG0005245	AGAP004929	ADIR001669
OG0005246	AGAP010281	ADIR004095
OG0005247	AGAP003989	ADIR003233
OG0005248	AGAP010280	ADIR004094
OG0005249	AGAP005029	ADIR008619
OG0005250	AGAP002463	ADIR008447
OG0005251	AGAP012339	ADIR000499
OG0005252	AGAP012225	ADIR009526
OG0005253	AGAP029560	ADIR009524
OG0005254	AGAP012226	ADIR009527
OG0005255	AGAP005809	ADIR007805
OG0005256	AGAP005979	ADIR007476
OG0005257	AGAP005152	ADIR003837
OG0005258	AGAP005148	ADIR003840
OG0005259	AGAP007806	ADIR000735
OG0005260	AGAP008761	ADIR004909
OG0005261	AGAP007807	ADIR000734
OG0005262	AGAP007805	ADIR000736
OG0005263	AGAP028215	ADIR000733
OG0005264	AGAP008763	ADIR004907
OG0005265	AGAP007482	ADIR007227
OG0005266	AGAP006050	ADIR008139
OG0005267	AGAP004409	ADIR005464
OG0005268	AGAP002393	ADIR004562
OG0005269	AGAP002664	ADIR010185
OG0005270	AGAP002052	ADIR002412
OG0005271	AGAP001759	ADIR008512
OG0005272	AGAP002053	ADIR002411
OG0005273	AGAP004399	ADIR015669
OG0005274	AGAP005011	ADIR015672
OG0005275	AGAP003507	ADIR010630
OG0005276	AGAP005892	ADIR008858
OG0005277	AGAP002616	ADIR010241
OG0005278	AGAP007096	ADIR008067
OG0005279	AGAP005894	ADIR008856
OG0005280	AGAP003834	ADIR010695
OG0005281	AGAP003831	ADIR010697
OG0005282	AGAP001328	ADIR004489
OG0005283	AGAP008904	ADIR000685
OG0005284	AGAP007499	ADIR007215
OG0005285	AGAP008903	ADIR000686
OG0005286	AGAP008909	ADIR000680
OG0005287	AGAP009782	ADIR005121
OG0005288	AGAP009783	ADIR005122
OG0005289	AGAP009785	ADIR005124
OG0005290	AGAP009980	ADIR009417
OG0005291	AGAP008775	ADIR004894
OG0005292	AGAP009979	ADIR009418
OG0005293	AGAP028649	ADIR009420
OG0005294	AGAP009978	ADIR009419
OG0005295	AGAP013747	ADIR011029
OG0005296	AGAP009044	ADIR004714
OG0005297	AGAP009046	ADIR004716
OG0005298	AGAP002316	ADIR006679
OG0005299	AGAP029477	ADIR015730
OG0005300	AGAP006747	ADIR016105
OG0005301	AGAP006761	ADIR016178
OG0005302	AGAP003124	ADIR003331
OG0005303	AGAP003126, AGAP012812	ADIR003333
OG0005304	AGAP001783	ADIR002501
OG0005305	AGAP002677	ADIR010173
OG0005306	AGAP003062	ADIR003274
OG0005307	AGAP029115	ADIR010171
OG0005308	AGAP002678	ADIR010172
OG0005309	AGAP000708	ADIR000855
OG0005310	AGAP000239	ADIR001069
OG0005313	AGAP000869	ADIR003963
OG0005314	AGAP000891	ADIR001023
OG0005315	AGAP000841	ADIR001011
OG0005316	AGAP009028	ADIR004961
OG0005317	AGAP012229	ADIR009530
OG0005318	AGAP012231	ADIR009532
OG0005319	AGAP010031	ADIR009365
OG0005320	AGAP010029	ADIR009367
OG0005321	AGAP010035	ADIR009362
OG0005322	AGAP010043, AGAP012628	ADIR009337
OG0005323	AGAP009512	ADIR006016
OG0005325	AGAP009511	ADIR006017
OG0005326	AGAP009510	ADIR006019
OG0005327	AGAP010477	ADIR005667
OG0005328	AGAP012138	ADIR000047
OG0005329	AGAP010474	ADIR005670
OG0005330	AGAP010476	ADIR005668
OG0005331	AGAP012140	ADIR000045
OG0005332	AGAP010475	ADIR005669
OG0005333	AGAP010392	ADIR011624
OG0005334	AGAP006323	ADIR005221
OG0005335	AGAP006324	ADIR005220
OG0005336	AGAP005544	ADIR008723
OG0005337	AGAP006321	ADIR004652
OG0005338	AGAP000942	ADIR005217
OG0005339	AGAP010304	ADIR011718
OG0005340	AGAP005246	ADIR015670
OG0005341	AGAP005250	ADIR004352
OG0005342	AGAP005252	ADIR004354
OG0005343	AGAP005046	ADIR008640
OG0005344	AGAP005248	ADIR004350
OG0005345	AGAP005247	ADIR004349
OG0005346	AGAP003879	ADIR003403
OG0005347	AGAP003184	ADIR006509
OG0005348	AGAP004359	ADIR005420
OG0005349	AGAP002301	ADIR006663
OG0005350	AGAP002422	ADIR004526
OG0005351	AGAP007065	ADIR007884
OG0005352	AGAP002420	ADIR004528
OG0005353	AGAP003743	ADIR002557
OG0005354	AGAP002167	ADIR009002
OG0005355	AGAP008857	ADIR009728
OG0005356	AGAP010034	ADIR009363
OG0005357	AGAP008858	ADIR009727
OG0005358	AGAP012453	ADIR009064
OG0005359	AGAP007896	ADIR005929
OG0005360	AGAP007901	ADIR005925
OG0005361	AGAP007911	ADIR005917
OG0005362	AGAP008164	ADIR011320
OG0005363	AGAP008269	ADIR000597
OG0005364	AGAP013719	ADIR005927
OG0005365	AGAP013727	ADIR000592
OG0005366	AGAP008267	ADIR000594
OG0005367	AGAP008266	ADIR000591
OG0005368	AGAP011799	ADIR002186
OG0005369	AGAP012189	ADIR000005
OG0005370	AGAP012306	ADIR000468
OG0005371	AGAP012184	ADIR000007
OG0005372	AGAP012309	ADIR000471
OG0005373	AGAP009546	ADIR005950
OG0005374	AGAP000476	ADIR004123
OG0005375	AGAP007866	ADIR005965
OG0005376	AGAP001224	ADIR010006
OG0005377	AGAP007863	ADIR005968
OG0005378	AGAP000562	ADIR011686
OG0005379	AGAP010841	ADIR001868
OG0005380	AGAP010874	ADIR005258
OG0005381	AGAP011962	ADIR001909
OG0005382	AGAP010932	ADIR005259
OG0005383	AGAP009202	ADIR015889
OG0005384	AGAP009204	ADIR006289
OG0005385	AGAP009190	ADIR015883, ADIR016101
OG0005386	AGAP009279	ADIR011202
OG0005387	AGAP007376	ADIR015917
OG0005388	AGAP007359	ADIR007315
OG0005389	AGAP007378	ADIR007294
OG0005390	AGAP007358	ADIR007316
OG0005391	AGAP007357	ADIR007317
OG0005392	AGAP000912	ADIR004604
OG0005393	AGAP000190	ADIR001513
OG0005394	AGAP000173	ADIR001114
OG0005395	AGAP002009	ADIR005316
OG0005396	AGAP001342	ADIR010561
OG0005397	AGAP001338	ADIR010563
OG0005398	AGAP002917	ADIR002651
OG0005399	AGAP002916	ADIR002653
OG0005400	AGAP001469	ADIR004478
OG0005401	AGAP003222	ADIR002824
OG0005402	AGAP002157	ADIR009013
OG0005403	AGAP002539	ADIR010325
OG0005404	AGAP002739	ADIR009919
OG0005405	AGAP000283	ADIR003928
OG0005406	AGAP013112	ADIR002475
OG0005407	AGAP029441	ADIR011643
OG0005408	AGAP001507	ADIR009866
OG0005409	AGAP001513	ADIR009870
OG0005410	AGAP002437	ADIR006393
OG0005411	AGAP001512	ADIR009869
OG0005412	AGAP001157	ADIR010067
OG0005413	AGAP001506	ADIR009865
OG0005414	AGAP001504	ADIR009864
OG0005415	AGAP002436	ADIR006392
OG0005416	AGAP001503	ADIR009863
OG0005417	AGAP003966	ADIR003256, ADIR003255
OG0005418	AGAP003972	ADIR003248
OG0005419	AGAP002277	ADIR004579
OG0005420	AGAP003968	ADIR003253
OG0005421	AGAP029442	ADIR003252
OG0005422	AGAP002278	ADIR004577
OG0005423	AGAP003970	ADIR003250
OG0005424	AGAP003975	ADIR003246
OG0005425	AGAP001856	ADIR002697
OG0005426	AGAP010870	ADIR002076
OG0005428	AGAP001900	ADIR003051
OG0005429	AGAP001903	ADIR015502
OG0005430	AGAP001884	ADIR003040
OG0005431	AGAP013102	ADIR003036
OG0005432	AGAP001905	ADIR003054
OG0005433	AGAP001898	ADIR003049
OG0005434	AGAP001902	ADIR003053
OG0005435	AGAP001888	ADIR003042
OG0005436	AGAP001882	ADIR003038
OG0005437	AGAP001909	ADIR003058
OG0005438	AGAP009983	ADIR009414
OG0005439	AGAP011506	ADIR000288
OG0005440	AGAP007259	ADIR008231
OG0005441	AGAP007258	ADIR008232
OG0005442	AGAP013238	ADIR010623
OG0005443	AGAP004448	ADIR008351
OG0005444	AGAP002527	ADIR015979
OG0005445	AGAP002530	ADIR010333
OG0005446	AGAP002523	ADIR010339
OG0005447	AGAP001932	ADIR003075
OG0005448	AGAP001929	ADIR003073
OG0005449	AGAP002525	ADIR010337
OG0005450	AGAP002526	ADIR010336
OG0005451	AGAP002524	ADIR010338
OG0005452	AGAP002528	ADIR015980
OG0005453	AGAP002532	ADIR014899
OG0005454	AGAP002531	ADIR010332
OG0005455	AGAP010289	ADIR004100
OG0005456	AGAP004761	ADIR009160
OG0005458	AGAP012164	ADIR000027
OG0005459	AGAP010217	ADIR004029
OG0005460	AGAP008869	ADIR006774
OG0005461	AGAP008871	ADIR006777
OG0005462	AGAP010215	ADIR004027
OG0005463	AGAP008872	ADIR006778
OG0005464	AGAP004039	ADIR006607
OG0005465	AGAP006028	ADIR015697
OG0005466	AGAP007136	ADIR008023
OG0005467	AGAP003135	ADIR010574
OG0005468	AGAP003136	ADIR010575
OG0005469	AGAP003373	ADIR008259
OG0005470	AGAP003140	ADIR010581
OG0005471	AGAP003138	ADIR010579
OG0005472	AGAP003131	ADIR010570
OG0005473	AGAP012160	ADIR000030
OG0005474	AGAP012148	ADIR000036
OG0005475	AGAP028631	ADIR000032
OG0005476	AGAP012163	ADIR000028
OG0005477	AGAP012144	ADIR000039
OG0005478	AGAP012143	ADIR000041
OG0005479	AGAP012146	ADIR000038
OG0005480	AGAP012152	ADIR000035
OG0005482	AGAP000810	ADIR001467
OG0005483	AGAP000805	ADIR011751
OG0005484	AGAP000808	ADIR001315
OG0005485	AGAP002308	ADIR006671
OG0005486	AGAP000832	ADIR001498
OG0005487	AGAP010224, AGAP012756	ADIR004038
OG0005488	AGAP008697	ADIR004678
OG0005490	AGAP007575	ADIR007015
OG0005491	AGAP007578	ADIR007018
OG0005492	AGAP007579	ADIR007019
OG0005493	AGAP007580	ADIR015903
OG0005494	AGAP007574	ADIR007014
OG0005495	AGAP009134	ADIR006227
OG0005496	AGAP009130	ADIR006223
OG0005497	AGAP009126	ADIR006219
OG0005498	AGAP009131	ADIR006224
OG0005499	AGAP009129	ADIR006222
OG0005500	AGAP009135	ADIR006228
OG0005501	AGAP009127	ADIR006220
OG0005502	AGAP009133	ADIR006226
OG0005503	AGAP000615	ADIR000840
OG0005505	AGAP002438	ADIR006394
OG0005506	AGAP000814	ADIR003921
OG0005507	AGAP000561	ADIR011688
OG0005508	AGAP002440	ADIR006397
OG0005509	AGAP002439	ADIR006396
OG0005510	AGAP005193	ADIR001565
OG0005511	AGAP003361	ADIR010719
OG0005512	AGAP004830	ADIR011518
OG0005513	AGAP011885	ADIR001980
OG0005514	AGAP011883	ADIR001982
OG0005515	AGAP011545	ADIR000328
OG0005516	AGAP012330	ADIR000489
OG0005517	AGAP008379	ADIR015995
OG0005518	AGAP008362	ADIR011124
OG0005519	AGAP008375	ADIR011132
OG0005520	AGAP008376	ADIR011133
OG0005521	AGAP008377	ADIR011134
OG0005522	AGAP008374	ADIR011131
OG0005523	AGAP008364	ADIR015987
OG0005524	AGAP008089	ADIR011250
OG0005525	AGAP028115	ADIR011130
OG0005526	AGAP004340	ADIR005406
OG0005527	AGAP004344	ADIR005409
OG0005528	AGAP009458	ADIR006064
OG0005529	AGAP009457	ADIR006065
OG0005530	AGAP009463	ADIR006060
OG0005531	AGAP005773	ADIR007892
OG0005532	AGAP007102	ADIR008062
OG0005533	AGAP005063	ADIR008659
OG0005534	AGAP007100	ADIR016080
OG0005535	AGAP001959	ADIR010541
OG0005536	AGAP001450	ADIR010543
OG0005537	AGAP001445	ADIR010551
OG0005538	AGAP001447	ADIR010546
OG0005539	AGAP001448	ADIR010545
OG0005540	AGAP000784	ADIR001089
OG0005541	AGAP005824	ADIR007792
OG0005542	AGAP005825	ADIR007791
OG0005543	AGAP005828	ADIR007789
OG0005544	AGAP005823	ADIR007793
OG0005545	AGAP008753	ADIR004917
OG0005546	AGAP009777	ADIR005116
OG0005547	AGAP003636	ADIR003205
OG0005548	AGAP003638	ADIR003206
OG0005549	AGAP003632	ADIR003202
OG0005550	AGAP004012	ADIR003214
OG0005551	AGAP012084	ADIR002260
OG0005552	AGAP002702	ADIR010153
OG0005553	AGAP010716	ADIR001894
OG0005554	AGAP010703	ADIR009505
OG0005555	AGAP011488	ADIR000268
OG0005556	AGAP010717	ADIR001895
OG0005557	AGAP010702	ADIR009504
OG0005558	AGAP010715	ADIR001893
OG0005559	AGAP010711	ADIR001890
OG0005560	AGAP012044	ADIR009652
OG0005561	AGAP011462	ADIR000213
OG0005562	AGAP012487	ADIR009445
OG0005563	AGAP012460	ADIR009449
OG0005564	AGAP012707	ADIR009447
OG0005566	AGAP012466	ADIR009444
OG0005567	AGAP012462	ADIR009446
OG0005568	AGAP004990	ADIR001619
OG0005569	AGAP004991	ADIR001618
OG0005570	AGAP004989	ADIR001620
OG0005571	AGAP004992	ADIR001617
OG0005572	AGAP003620	ADIR006466
OG0005573	AGAP004470	ADIR010602
OG0005574	AGAP003153	ADIR010593
OG0005575	AGAP003820	ADIR006526
OG0005576	AGAP004480	ADIR010595
OG0005577	AGAP004481	ADIR010594
OG0005578	AGAP004471	ADIR010601
OG0005579	AGAP004477	ADIR010596
OG0005580	AGAP003819	ADIR006527
OG0005581	AGAP004430	ADIR005481
OG0005582	AGAP002139	ADIR005802
OG0005583	AGAP002161	ADIR014781
OG0005584	AGAP002040	ADIR002425
OG0005585	AGAP003287	ADIR008388
OG0005586	AGAP007955	ADIR010976
OG0005588	AGAP009637	ADIR004823
OG0005589	AGAP007963	ADIR010983
OG0005590	AGAP008678	ADIR006857
OG0005591	AGAP008991	ADIR005040
OG0005592	AGAP007957	ADIR010977
OG0005593	AGAP007954	ADIR010975
OG0005594	AGAP005949	ADIR007506
OG0005595	AGAP005948	ADIR007507
OG0005596	AGAP006469	ADIR007648
OG0005597	AGAP004778	ADIR009174
OG0005598	AGAP004777	ADIR009170
OG0005599	AGAP011271	ADIR011544
OG0005600	AGAP005814	ADIR007801
OG0005601	AGAP000938	ADIR009780
OG0005602	AGAP007585	ADIR015688
OG0005603	AGAP001278	ADIR009963
OG0005604	AGAP029806	ADIR009960
OG0005605	AGAP000924	ADIR011645
OG0005606	AGAP001568	ADIR002389
OG0005607	AGAP000326	ADIR001132
OG0005608	AGAP001093	ADIR014488
OG0005609	AGAP000433	ADIR001413
OG0005610	AGAP006838	ADIR004310
OG0005611	AGAP003655	ADIR008909
OG0005612	AGAP003652	ADIR008907
OG0005613	AGAP005903	ADIR008842
OG0005614	AGAP005915	ADIR003900
OG0005615	AGAP005914	ADIR003901
OG0005616	AGAP003035	ADIR006454
OG0005617	AGAP001306	ADIR010166
OG0005618	AGAP001307	ADIR010167
OG0005619	AGAP001308	ADIR009938
OG0005620	AGAP007018	ADIR007835
OG0005621	AGAP007019	ADIR007836
OG0005622	AGAP007020	ADIR007837
OG0005623	AGAP007021	ADIR007839
OG0005624	AGAP008191	ADIR016043
OG0005625	AGAP009078	ADIR007032, ADIR001179
OG0005626	AGAP008895	ADIR006806
OG0005627	AGAP009601	ADIR011470
OG0005628	AGAP028170	ADIR006804
OG0005629	AGAP008896	ADIR006807
OG0005630	AGAP005291	ADIR001699
OG0005631	AGAP005292	ADIR001700
OG0005632	AGAP007294	ADIR008213
OG0005633	AGAP005818	ADIR007796
OG0005634	AGAP007297	ADIR008210
OG0005635	AGAP007299	ADIR008208
OG0005636	AGAP007295	ADIR008212
OG0005637	AGAP007298	ADIR008209
OG0005638	AGAP005820	ADIR007795
OG0005639	AGAP007396	ADIR007278
OG0005640	AGAP012847, AGAP007296	ADIR008211
OG0005641	AGAP002220	ADIR001198
OG0005642	AGAP003873	ADIR003409
OG0005643	AGAP003874	ADIR003408
OG0005644	AGAP002939	ADIR003411
OG0005645	AGAP002935	ADIR003415
OG0005646	AGAP001762	ADIR003416
OG0005647	AGAP004048	ADIR006610
OG0005648	AGAP008208	ADIR016073
OG0005649	AGAP008313	ADIR014954
OG0005650	AGAP009172	ADIR006266
OG0005651	AGAP012635, AGAP009924	ADIR004766
OG0005652	AGAP004208	ADIR000894
OG0005653	AGAP001675	ADIR001537
OG0005654	AGAP000870	ADIR003964
OG0005655	AGAP003725	ADIR002891
OG0005656	AGAP003726	ADIR002890
OG0005657	AGAP002800	ADIR003515
OG0005658	AGAP005589	ADIR007173
