Orthogroup	AgambiaePEST	AminimusMINIMUS1
OG0004923	AGAP009522	AMIN001901
OG0004924	AGAP011689	AMIN008769
OG0004925	AGAP003366	AMIN000804
OG0004926	AGAP004797	AMIN008137
OG0004927	AGAP004794	AMIN008135
OG0004928	AGAP011470	AMIN015576
OG0004929	AGAP001997	AMIN003305
OG0004930	AGAP002004	AMIN003311
OG0004931	AGAP001996	AMIN003304
OG0004932	AGAP002000	AMIN003308
OG0004933	AGAP001986	AMIN003296
OG0004934	AGAP002003	AMIN003310
OG0004935	AGAP001999	AMIN003306
OG0004936	AGAP003885	AMIN000247
OG0004937	AGAP002831	AMIN000608
OG0004938	AGAP003883	AMIN000245
OG0004939	AGAP001428	AMIN003243
OG0004940	AGAP003886	AMIN000248
OG0004941	AGAP002832	AMIN000607
OG0004942	AGAP003090	AMIN003794
OG0004943	AGAP013412	AMIN003173
OG0004944	AGAP002284	AMIN004564
OG0004945	AGAP011363	AMIN004260
OG0004946	AGAP011364	AMIN004261
OG0004947	AGAP011368	AMIN004263
OG0004948	AGAP011361	AMIN004258
OG0004949	AGAP011580	AMIN008860
OG0004950	AGAP004229	AMIN004123
OG0004951	AGAP011581	AMIN008859
OG0004952	AGAP004113	AMIN003842
OG0004953	AGAP004117	AMIN016059
OG0004954	AGAP001108	AMIN002356
OG0004955	AGAP001702	AMIN003512
OG0004956	AGAP002129	AMIN003680
OG0004957	AGAP002131	AMIN003681
OG0004958	AGAP002546	AMIN002555
OG0004959	AGAP004198	AMIN004158
OG0004960	AGAP004199	AMIN004157
OG0004961	AGAP001950	AMIN000511
OG0004962	AGAP013499	AMIN003684
OG0004963	AGAP002128	AMIN003679
OG0004964	AGAP001705	AMIN003515
OG0004965	AGAP012836, AGAP004101	AMIN003826
OG0004966	AGAP001094	AMIN005759
OG0004967	AGAP011673	AMIN008784
OG0004968	AGAP001557	AMIN002449
OG0004969	AGAP001694	AMIN003504
OG0004970	AGAP004489	AMIN004865
OG0004971	AGAP003751	AMIN002942
OG0004972	AGAP004062	AMIN002627
OG0004973	AGAP006058	AMIN009896
OG0004974	AGAP007475	AMIN010441
OG0004975	AGAP003540	AMIN000860
OG0004976	AGAP002017	AMIN003327
OG0004977	AGAP008658	AMIN015777
OG0004978	AGAP001364	AMIN000547
OG0004979	AGAP001367	AMIN000549
OG0004980	AGAP005239	AMIN011576
OG0004981	AGAP005254	AMIN011601
OG0004982	AGAP005255	AMIN011602
OG0004983	AGAP005234	AMIN011572
OG0004985	AGAP005241	AMIN011578
OG0004986	AGAP005233	AMIN011571
OG0004987	AGAP008110	AMIN006165
OG0004988	AGAP008108	AMIN006167
OG0004989	AGAP008111	AMIN006164
OG0004990	AGAP008107	AMIN006168
OG0004991	AGAP005173	AMIN007338
OG0004992	AGAP005168	AMIN007334
OG0004993	AGAP002480	AMIN002490
OG0004994	AGAP005170	AMIN007336
OG0004995	AGAP029302	AMIN004476
OG0004996	AGAP011030	AMIN004359
OG0004997	AGAP011031	AMIN004358
OG0004998	AGAP012808, AGAP010988	AMIN004376
OG0004999	AGAP010983	AMIN004382
OG0005000	AGAP011969	AMIN004388
OG0005001	AGAP028030	AMIN004391
OG0005002	AGAP000958	AMIN016133
OG0005003	AGAP000241	AMIN005509
OG0005004	AGAP000960	AMIN016131
OG0005005	AGAP000240	AMIN005510
OG0005006	AGAP000478	AMIN005354
OG0005007	AGAP008300	AMIN005999
OG0005008	AGAP008298	AMIN006002
OG0005009	AGAP008299	AMIN006000
OG0005010	AGAP008942	AMIN009385
OG0005011	AGAP008940	AMIN009383
OG0005012	AGAP008941	AMIN009384
OG0005013	AGAP008935	AMIN005880
OG0005014	AGAP008287	AMIN006006
OG0005015	AGAP009274	AMIN001718
OG0005016	AGAP009276	AMIN001721
OG0005017	AGAP009278	AMIN001722
OG0005018	AGAP009943	AMIN006793
OG0005019	AGAP008946	AMIN009391
OG0005020	AGAP008228	AMIN006055
OG0005021	AGAP009271	AMIN001716
OG0005022	AGAP008227	AMIN006056
OG0005023	AGAP029988	AMIN009393
OG0005024	AGAP009275	AMIN001720
OG0005025	AGAP010501	AMIN001246
OG0005026	AGAP010500	AMIN001245
OG0005027	AGAP010494	AMIN001243
OG0005028	AGAP010493	AMIN001242
OG0005029	AGAP010223	AMIN001168
OG0005030	AGAP010221	AMIN001170
OG0005031	AGAP001174	AMIN016258
OG0005032	AGAP001160	AMIN002309
OG0005033	AGAP001175	AMIN016257
OG0005034	AGAP001159	AMIN002310
OG0005035	AGAP001167	AMIN002305
OG0005036	AGAP009485	AMIN001860
OG0005037	AGAP009491	AMIN001866
OG0005038	AGAP007927	AMIN016142
OG0005039	AGAP009498	AMIN001872
OG0005040	AGAP009486	AMIN001861
OG0005042	AGAP028740	AMIN001867
OG0005043	AGAP007928	AMIN006430
OG0005044	AGAP006033	AMIN007536
OG0005045	AGAP029102	AMIN015935
OG0005046	AGAP006035	AMIN015938
OG0005047	AGAP005433	AMIN011381
OG0005048	AGAP005429	AMIN011377
OG0005049	AGAP006092	AMIN009936
OG0005050	AGAP005430	AMIN011378
OG0005051	AGAP006042	AMIN015937
OG0005052	AGAP005432	AMIN011380
OG0005053	AGAP029130	AMIN015936
OG0005054	AGAP006030	AMIN010910
OG0005055	AGAP002969	AMIN015873
OG0005056	AGAP013267	AMIN015772
OG0005057	AGAP006186	AMIN011319
OG0005058	AGAP002968	AMIN015872
OG0005059	AGAP003666	AMIN004026
OG0005060	AGAP003671	AMIN004031
OG0005061	AGAP007686	AMIN010326
OG0005062	AGAP009889	AMIN009608
OG0005063	AGAP007948	AMIN006423
OG0005064	AGAP007885	AMIN007119
OG0005065	AGAP007882	AMIN007121
OG0005066	AGAP011329	AMIN004228
OG0005067	AGAP010850	AMIN004469
OG0005068	AGAP010851	AMIN004470
OG0005069	AGAP010020	AMIN006709
OG0005070	AGAP010073	AMIN006650
OG0005071	AGAP010017	AMIN006712
OG0005072	AGAP010072	AMIN006651
OG0005073	AGAP001227	AMIN002249
OG0005074	AGAP010019	AMIN006710
OG0005075	AGAP001220	AMIN002254
OG0005076	AGAP010018, AGAP012743	AMIN006711
OG0005077	AGAP009954	AMIN006777
OG0005078	AGAP008621	AMIN009125
OG0005079	AGAP008631	AMIN009114
OG0005080	AGAP008625	AMIN009121
OG0005081	AGAP008626	AMIN009120
OG0005082	AGAP008620	AMIN009126
OG0005083	AGAP009935	AMIN006799
OG0005084	AGAP009953	AMIN006778
OG0005085	AGAP011895	AMIN008578
OG0005086	AGAP011896	AMIN008579
OG0005087	AGAP011911	AMIN008591
OG0005088	AGAP002955	AMIN003162
OG0005089	AGAP001411	AMIN000587
OG0005090	AGAP007855	AMIN007147
OG0005091	AGAP002956	AMIN003161
OG0005092	AGAP003157	AMIN004623
OG0005093	AGAP006364	AMIN008001
OG0005094	AGAP005408	AMIN011355
OG0005095	AGAP006239	AMIN011350
OG0005096	AGAP006240	AMIN011351
OG0005097	AGAP005418	AMIN011367
OG0005098	AGAP005419	AMIN011368
OG0005099	AGAP005413	AMIN011362
OG0005100	AGAP005417	AMIN011366
OG0005101	AGAP002289	AMIN004568
OG0005102	AGAP005415	AMIN011364
OG0005103	AGAP005409	AMIN011356
OG0005104	AGAP010444	AMIN005001
OG0005105	AGAP011740	AMIN008715
OG0005106	AGAP011733	AMIN008722
OG0005107	AGAP010443	AMIN005000
OG0005108	AGAP003923	AMIN000279
OG0005109	AGAP003093	AMIN003797
OG0005110	AGAP003094	AMIN003798
OG0005111	AGAP029118	AMIN000280
OG0005112	AGAP012289	AMIN006887
OG0005113	AGAP003279	AMIN000363
OG0005114	AGAP012290	AMIN006885
OG0005115	AGAP012288	AMIN006888
OG0005116	AGAP012287	AMIN006889
OG0005117	AGAP002177	AMIN003090
OG0005118	AGAP000167	AMIN005432
OG0005119	AGAP000877	AMIN005830
OG0005120	AGAP000166	AMIN015905
OG0005121	AGAP001312	AMIN015819
OG0005122	AGAP002518	AMIN002527
OG0005123	AGAP002534	AMIN002544
OG0005124	AGAP002516	AMIN002525
OG0005125	AGAP002512	AMIN002521
OG0005126	AGAP002513	AMIN002522
OG0005127	AGAP002517	AMIN002526
OG0005129	AGAP012050, AGAP012049	AMIN015964
OG0005130	AGAP011491	AMIN009034
OG0005131	AGAP012304	AMIN006871
OG0005132	AGAP007653	AMIN010293
OG0005133	AGAP007654	AMIN010294
OG0005134	AGAP007646	AMIN010288
OG0005135	AGAP007656	AMIN010297
OG0005136	AGAP007643	AMIN010284
OG0005137	AGAP007645	AMIN010287
OG0005138	AGAP007647	AMIN010289
OG0005139	AGAP007642	AMIN010283
OG0005140	AGAP010238	AMIN001154
OG0005141	AGAP010237, AGAP010236	AMIN001155
OG0005142	AGAP007870	AMIN007134
OG0005143	AGAP001318	AMIN002169
OG0005144	AGAP002535	AMIN002545
OG0005145	AGAP001313	AMIN002172
OG0005146	AGAP011629	AMIN008816
OG0005147	AGAP011626	AMIN008817
OG0005148	AGAP000880	AMIN001946
OG0005149	AGAP013209	AMIN004214
OG0005150	AGAP003477	AMIN000917
OG0005151	AGAP003619	AMIN002790
OG0005152	AGAP000007	AMIN005345
OG0005153	AGAP008426	AMIN009783
OG0005155	AGAP008427	AMIN009784
OG0005156	AGAP009239	AMIN009766
OG0005157	AGAP007904	AMIN007096
OG0005158	AGAP029466	AMIN009767
OG0005159	AGAP008665	AMIN009083
OG0005160	AGAP004272	AMIN004077
OG0005161	AGAP004256	AMIN004097
OG0005162	AGAP008662	AMIN009085
OG0005163	AGAP008668	AMIN015986
OG0005164	AGAP008664	AMIN009084
OG0005165	AGAP004251	AMIN004100
OG0005166	AGAP008667	AMIN009081
OG0005167	AGAP000969	AMIN005112
OG0005168	AGAP000971	AMIN005110
OG0005169	AGAP012372	AMIN008951
OG0005170	AGAP011446	AMIN008993
OG0005171	AGAP011447	AMIN008994
OG0005172	AGAP011680	AMIN008778
OG0005173	AGAP010559	AMIN001302
OG0005174	AGAP012377	AMIN008948
OG0005175	AGAP012014	AMIN004439
OG0005176	AGAP012013	AMIN004438
OG0005177	AGAP005973	AMIN010957
OG0005178	AGAP005956	AMIN010975
OG0005179	AGAP005971	AMIN010959
OG0005180	AGAP005863	AMIN009997
OG0005181	AGAP007046	AMIN011097
OG0005183	AGAP007751	AMIN006335
OG0005184	AGAP009088	AMIN009631
OG0005185	AGAP002013	AMIN003324
OG0005186	AGAP007759	AMIN006342
OG0005187	AGAP002014	AMIN003325
OG0005188	AGAP002015	AMIN003326
OG0005189	AGAP001324	AMIN016239
OG0005190	AGAP004293	AMIN003005
OG0005191	AGAP002684	AMIN003622
OG0005192	AGAP004294	AMIN003004
OG0005193	AGAP002685	AMIN003621
OG0005194	AGAP002691	AMIN003617
OG0005195	AGAP029807	AMIN011649
OG0005196	AGAP004867	AMIN011648
OG0005197	AGAP008106	AMIN015925
OG0005198	AGAP009893	AMIN006840
OG0005199	AGAP009896	AMIN006838
OG0005200	AGAP009891	AMIN006844
OG0005201	AGAP005983	AMIN010946
OG0005202	AGAP004225	AMIN004129
OG0005203	AGAP005982	AMIN010948
OG0005204	AGAP003417	AMIN015881
OG0005205	AGAP009302	AMIN001739
OG0005206	AGAP009295	AMIN001736
OG0005207	AGAP009603	AMIN009838
OG0005208	AGAP009607	AMIN009835
OG0005209	AGAP009296	AMIN001737
OG0005210	AGAP009303	AMIN001740
OG0005211	AGAP011549	AMIN008888
OG0005212	AGAP012273	AMIN006900
OG0005213	AGAP012275	AMIN006898
OG0005214	AGAP028528	AMIN008786
OG0005215	AGAP012274	AMIN006899
OG0005216	AGAP012271	AMIN006902
OG0005217	AGAP011548	AMIN008889
OG0005218	AGAP012272	AMIN006901
OG0005219	AGAP011670	AMIN008787
OG0005220	AGAP000002	AMIN005342
OG0005221	AGAP029238	AMIN009538
OG0005222	AGAP009807	AMIN009539
OG0005223	AGAP003016	AMIN003723
OG0005224	AGAP003018	AMIN003724
OG0005225	AGAP001480	AMIN016271
OG0005226	AGAP003014	AMIN003721
OG0005227	AGAP001485	AMIN002384
OG0005228	AGAP003013	AMIN003720
OG0005229	AGAP001472	AMIN002371
OG0005230	AGAP003012	AMIN003719
OG0005231	AGAP001497	AMIN002395
OG0005232	AGAP004439	AMIN004820
OG0005233	AGAP001492	AMIN002391
OG0005234	AGAP001475	AMIN002375
OG0005235	AGAP012444	AMIN011509
OG0005236	AGAP005020	AMIN011504
OG0005237	AGAP005017	AMIN011501
OG0005238	AGAP005018	AMIN011502
OG0005239	AGAP008576	AMIN000981
OG0005240	AGAP008975	AMIN009416
OG0005241	AGAP008974	AMIN009415
OG0005242	AGAP009051	AMIN001049
OG0005243	AGAP002409	AMIN002673
OG0005244	AGAP002407	AMIN002671
OG0005245	AGAP004929	AMIN011420
OG0005246	AGAP010281	AMIN001111
OG0005247	AGAP003989	AMIN002832
OG0005248	AGAP010280	AMIN001112
OG0005249	AGAP005029	AMIN011517
OG0005250	AGAP002463	AMIN002734
OG0005251	AGAP012339	AMIN009359
OG0005252	AGAP012225	AMIN006942
OG0005253	AGAP029560	AMIN006944
OG0005254	AGAP012226	AMIN006941
OG0005255	AGAP005809	AMIN011152
OG0005256	AGAP005979	AMIN010951
OG0005257	AGAP005152	AMIN007314
OG0005258	AGAP005148	AMIN007311
OG0005259	AGAP007806	AMIN006397
OG0005260	AGAP008761	AMIN001400
OG0005261	AGAP007807	AMIN006398
OG0005262	AGAP007805	AMIN006396
OG0005263	AGAP028215	AMIN006399
OG0005264	AGAP008763	AMIN001402
OG0005265	AGAP007482	AMIN010437
OG0005267	AGAP004409	AMIN004796
OG0005268	AGAP002393	AMIN002656
OG0005269	AGAP002664	AMIN003639
OG0005270	AGAP002052	AMIN003360
OG0005271	AGAP001759	AMIN000758
OG0005272	AGAP002053	AMIN003361
OG0005273	AGAP004399	AMIN004785
OG0005274	AGAP005011	AMIN011497
OG0005275	AGAP003507	AMIN000889
OG0005276	AGAP005892	AMIN011559
OG0005277	AGAP002616	AMIN003951
OG0005278	AGAP007096	AMIN011233
OG0005279	AGAP005894	AMIN011561
OG0005280	AGAP003834	AMIN003026
OG0005281	AGAP003831	AMIN003028
OG0005282	AGAP001328	AMIN002162
OG0005283	AGAP008904	AMIN001675
OG0005284	AGAP007499	AMIN010425
OG0005285	AGAP008903	AMIN001674
OG0005286	AGAP008909	AMIN001680
OG0005287	AGAP009782	AMIN009517
OG0005288	AGAP009783	AMIN009518
OG0005290	AGAP009980	AMIN006746
OG0005291	AGAP008775	AMIN001416
OG0005292	AGAP009979	AMIN006747
OG0005293	AGAP028649	AMIN006749
OG0005294	AGAP009978	AMIN006748
OG0005295	AGAP013747	AMIN006258
OG0005297	AGAP009046	AMIN001043
OG0005298	AGAP002316	AMIN004596
OG0005299	AGAP029477	AMIN016186
OG0005300	AGAP006747	AMIN010090
OG0005301	AGAP006761	AMIN010081
OG0005302	AGAP003124	AMIN004658
OG0005303	AGAP003126, AGAP012812	AMIN004656
OG0005304	AGAP001783	AMIN000700
OG0005305	AGAP002677	AMIN003629
OG0005306	AGAP003062	AMIN003769
OG0005307	AGAP029115	AMIN003627
OG0005308	AGAP002678	AMIN003628
OG0005309	AGAP000708	AMIN005191
OG0005310	AGAP000239	AMIN005511
OG0005311	AGAP001149	AMIN002320
OG0005312	AGAP000427	AMIN005574
OG0005313	AGAP000869	AMIN002049
OG0005314	AGAP000891	AMIN001070
OG0005315	AGAP000841	AMIN005565
OG0005316	AGAP009028	AMIN007174
OG0005317	AGAP012229	AMIN006939
OG0005318	AGAP012231	AMIN006937
OG0005319	AGAP010031	AMIN006698
OG0005320	AGAP010029	AMIN006700
OG0005321	AGAP010035	AMIN006695
OG0005322	AGAP010043, AGAP012628	AMIN006687
OG0005323	AGAP009512	AMIN001884
OG0005324	AGAP009505	AMIN001877
OG0005325	AGAP009511	AMIN001883
OG0005326	AGAP009510	AMIN001882
OG0005327	AGAP010477	AMIN005036
OG0005328	AGAP012138	AMIN008310
OG0005329	AGAP010474	AMIN005033
OG0005330	AGAP010476	AMIN005035
OG0005331	AGAP012140	AMIN008312
OG0005332	AGAP010475	AMIN005034
OG0005333	AGAP010392	AMIN006590
OG0005334	AGAP006323	AMIN008034
OG0005335	AGAP006324	AMIN008033
OG0005336	AGAP005544	AMIN010864
OG0005337	AGAP006321	AMIN008035
OG0005338	AGAP000942	AMIN006610
OG0005339	AGAP010304	AMIN000055
OG0005340	AGAP005246	AMIN011592
OG0005341	AGAP005250	AMIN011597
OG0005342	AGAP005252	AMIN011600
OG0005343	AGAP005046	AMIN011536
OG0005344	AGAP005248	AMIN011594
OG0005345	AGAP005247	AMIN011593
OG0005346	AGAP003879	AMIN000240
OG0005347	AGAP003184	AMIN002751
OG0005348	AGAP004359	AMIN004752
OG0005349	AGAP002301	AMIN004581
OG0005350	AGAP002422	AMIN002687
OG0005351	AGAP007065	AMIN011079
OG0005352	AGAP002420	AMIN002685
OG0005353	AGAP003743	AMIN002949
OG0005354	AGAP002167	AMIN003100
OG0005355	AGAP008857	AMIN001615
OG0005356	AGAP010034	AMIN006696
OG0005357	AGAP008858	AMIN001616
OG0005358	AGAP012453	AMIN000128
OG0005359	AGAP007896	AMIN007104
OG0005360	AGAP007901	AMIN007099
OG0005361	AGAP007911	AMIN007089
OG0005362	AGAP008164	AMIN006111
OG0005363	AGAP008269	AMIN006019
OG0005364	AGAP013719	AMIN007101
OG0005365	AGAP013727	AMIN015916
OG0005366	AGAP008267	AMIN006022
OG0005367	AGAP008266	AMIN015917
OG0005368	AGAP011799	AMIN004300
OG0005369	AGAP012189	AMIN004456
OG0005370	AGAP012306	AMIN006869
OG0005371	AGAP012184	AMIN004451
OG0005372	AGAP012309	AMIN006866
OG0005373	AGAP009546	AMIN001921
OG0005374	AGAP000476	AMIN005357
OG0005375	AGAP007866	AMIN007138
OG0005376	AGAP001224	AMIN002251
OG0005377	AGAP007863	AMIN007141
OG0005378	AGAP000562	AMIN005333
OG0005379	AGAP010841	AMIN006969
OG0005380	AGAP010874	AMIN009264
OG0005381	AGAP011962	AMIN008632
OG0005382	AGAP010932	AMIN015529
OG0005383	AGAP009202	AMIN009738
OG0005384	AGAP009204	AMIN009742
OG0005385	AGAP009190	AMIN009731
OG0005386	AGAP009279	AMIN001723
OG0005387	AGAP007376	AMIN016036
OG0005388	AGAP007359	AMIN010514
OG0005390	AGAP007358	AMIN010515
OG0005391	AGAP007357	AMIN010516
OG0005392	AGAP000912	AMIN001212
OG0005393	AGAP000190	AMIN005411
OG0005394	AGAP000173	AMIN005426
OG0005395	AGAP002009	AMIN003318
OG0005396	AGAP001342	AMIN000530
OG0005397	AGAP001338	AMIN000527
OG0005398	AGAP002917	AMIN016051
OG0005399	AGAP002916	AMIN000739
OG0005400	AGAP001469	AMIN002369
OG0005401	AGAP003222	AMIN000404
OG0005402	AGAP002157	AMIN003108
OG0005403	AGAP002539	AMIN002549
OG0005404	AGAP002739	AMIN003575
OG0005405	AGAP000283	AMIN005633
OG0005406	AGAP013112	AMIN000563
OG0005408	AGAP001507	AMIN016279
OG0005409	AGAP001513	AMIN016280
OG0005410	AGAP002437	AMIN015847
OG0005411	AGAP001512	AMIN002405
OG0005412	AGAP001157	AMIN002312
OG0005413	AGAP001506	AMIN002402
OG0005415	AGAP002436	AMIN015846
OG0005416	AGAP001503	AMIN002401
OG0005417	AGAP003966	AMIN000309, AMIN000310
OG0005418	AGAP003972	AMIN000317
OG0005419	AGAP002277	AMIN004556
OG0005420	AGAP003968	AMIN000312
OG0005421	AGAP029442	AMIN000313
OG0005422	AGAP002278	AMIN004558
OG0005423	AGAP003970	AMIN000315
OG0005424	AGAP003975	AMIN000319
OG0005425	AGAP001856	AMIN000430
OG0005426	AGAP010870	AMIN004481
OG0005428	AGAP001900	AMIN000465
OG0005430	AGAP001884	AMIN000454
OG0005431	AGAP013102	AMIN000450
OG0005432	AGAP001905	AMIN000468
OG0005433	AGAP001898	AMIN000463
OG0005434	AGAP001902	AMIN000467
OG0005435	AGAP001888	AMIN000458
OG0005436	AGAP001882	AMIN000452
OG0005437	AGAP001909	AMIN000472
OG0005438	AGAP009983	AMIN006744
OG0005439	AGAP011506	AMIN009048
OG0005440	AGAP007259	AMIN010590
OG0005441	AGAP007258	AMIN010591
OG0005442	AGAP013238	AMIN004831
OG0005443	AGAP004448	AMIN004828
OG0005444	AGAP002527	AMIN002537
OG0005445	AGAP002530	AMIN002540
OG0005446	AGAP002523	AMIN016161
OG0005447	AGAP001932	AMIN000490
OG0005448	AGAP001929	AMIN000487
OG0005449	AGAP002525	AMIN002535
OG0005450	AGAP002526	AMIN002536
OG0005451	AGAP002524	AMIN002534
OG0005452	AGAP002528	AMIN002538
OG0005453	AGAP002532	AMIN002542
OG0005454	AGAP002531	AMIN002541
OG0005455	AGAP010289	AMIN001106
OG0005456	AGAP004761	AMIN008102
OG0005458	AGAP012164	AMIN008328
OG0005459	AGAP010217	AMIN001175
OG0005460	AGAP008869	AMIN001631
OG0005461	AGAP008871	AMIN001635
OG0005462	AGAP010215	AMIN001177
OG0005463	AGAP008872	AMIN001636
OG0005464	AGAP004039	AMIN002609
OG0005465	AGAP006028	AMIN015765
OG0005466	AGAP007136	AMIN011278
OG0005467	AGAP003135	AMIN004648
OG0005468	AGAP003136	AMIN004647
OG0005469	AGAP003373	AMIN003888
OG0005470	AGAP003140	AMIN004639
OG0005471	AGAP003138	AMIN004641
OG0005472	AGAP003131	AMIN004652
OG0005473	AGAP012160	AMIN008325
OG0005474	AGAP012148	AMIN008319
OG0005475	AGAP028631	AMIN008323
OG0005476	AGAP012163	AMIN008327
OG0005477	AGAP012144	AMIN008316
OG0005478	AGAP012143	AMIN008315
OG0005479	AGAP012146	AMIN008318
OG0005480	AGAP012152	AMIN008320
OG0005482	AGAP000810	AMIN001984
OG0005483	AGAP000805	AMIN001992
OG0005484	AGAP000808	AMIN001988
OG0005485	AGAP002308	AMIN004588
OG0005486	AGAP000832	AMIN005558
OG0005488	AGAP008697	AMIN001334
OG0005489	AGAP001069	AMIN005798
OG0005490	AGAP007575	AMIN010236
OG0005491	AGAP007578	AMIN010233
OG0005492	AGAP007579	AMIN010232
OG0005493	AGAP007580	AMIN016022
OG0005494	AGAP007574	AMIN010237
OG0005495	AGAP009134	AMIN009680
OG0005496	AGAP009130	AMIN009675
OG0005497	AGAP009126	AMIN009671
OG0005498	AGAP009131	AMIN009676
OG0005499	AGAP009129	AMIN009674
OG0005500	AGAP009135	AMIN009681
OG0005501	AGAP009127	AMIN009672
OG0005502	AGAP009133	AMIN009679
OG0005503	AGAP000615	AMIN005215
OG0005505	AGAP002438	AMIN002703
OG0005506	AGAP000814	AMIN005626
OG0005507	AGAP000561	AMIN005334
OG0005508	AGAP002440	AMIN002706
OG0005509	AGAP002439	AMIN002705
OG0005510	AGAP005193	AMIN007353
OG0005511	AGAP003361	AMIN003054
OG0005512	AGAP004830	AMIN011614
OG0005513	AGAP011885	AMIN008572
OG0005514	AGAP011883	AMIN008570
OG0005515	AGAP011545	AMIN008895
OG0005516	AGAP012330	AMIN009369
OG0005517	AGAP008379	AMIN016194
OG0005518	AGAP008362	AMIN005937
OG0005519	AGAP008375	AMIN005929
OG0005520	AGAP008376	AMIN005928
OG0005521	AGAP008377	AMIN005927
OG0005522	AGAP008374	AMIN005930
OG0005523	AGAP008364	AMIN005935
OG0005524	AGAP008089	AMIN006183
OG0005525	AGAP028115	AMIN005931
OG0005526	AGAP004340	AMIN004740
OG0005527	AGAP004344	AMIN004743
OG0005528	AGAP009458	AMIN001840
OG0005529	AGAP009457	AMIN001839
OG0005530	AGAP009463	AMIN001844
OG0005531	AGAP005773	AMIN011069
OG0005532	AGAP007102	AMIN011239
OG0005533	AGAP005063	AMIN007613
OG0005534	AGAP007100	AMIN011237
OG0005535	AGAP001959	AMIN003271
OG0005536	AGAP001450	AMIN003268
OG0005537	AGAP001445	AMIN003260
OG0005538	AGAP001447	AMIN003265
OG0005539	AGAP001448	AMIN003266
OG0005540	AGAP000784	AMIN002021
OG0005541	AGAP005824	AMIN011166
OG0005542	AGAP005825	AMIN011167
OG0005543	AGAP005828	AMIN011169
OG0005544	AGAP005823	AMIN011165
OG0005545	AGAP008753	AMIN001392
OG0005546	AGAP009777	AMIN009512
OG0005547	AGAP003636	AMIN002806
OG0005548	AGAP003638	AMIN002807
OG0005549	AGAP003632	AMIN002804
OG0005550	AGAP004012	AMIN002814
OG0005551	AGAP012084	AMIN008255
OG0005552	AGAP002702	AMIN003612
OG0005553	AGAP010716	AMIN008646
OG0005554	AGAP010703	AMIN008659
OG0005555	AGAP011488	AMIN009031
OG0005556	AGAP010717	AMIN008645
OG0005557	AGAP010702	AMIN008660
OG0005558	AGAP010715	AMIN008647
OG0005559	AGAP010711	AMIN008651
OG0005560	AGAP012044	AMIN008224
OG0005561	AGAP011462	AMIN009009
OG0005562	AGAP012487	AMIN006507
OG0005563	AGAP012460	AMIN006502
OG0005564	AGAP012707	AMIN006505
OG0005565	AGAP010319	AMIN006515
OG0005566	AGAP012466	AMIN006510
OG0005567	AGAP012462	AMIN006506
OG0005568	AGAP004990	AMIN011472
OG0005569	AGAP004991	AMIN011473
OG0005570	AGAP004989	AMIN011471
OG0005571	AGAP004992	AMIN011474
OG0005572	AGAP003620	AMIN002791
OG0005573	AGAP004470	AMIN004849
OG0005574	AGAP003153	AMIN004627
OG0005575	AGAP003820	AMIN002880
OG0005576	AGAP004480	AMIN004857
OG0005577	AGAP004481	AMIN004858
OG0005578	AGAP004471	AMIN004851
OG0005579	AGAP004477	AMIN004856
OG0005580	AGAP003819	AMIN002881
OG0005581	AGAP004430	AMIN004811
OG0005582	AGAP002139	AMIN003125
OG0005583	AGAP002161	AMIN014281
OG0005584	AGAP002040	AMIN003347
OG0005585	AGAP003287	AMIN000354
OG0005586	AGAP007955	AMIN006313
OG0005587	AGAP007956	AMIN006312
OG0005588	AGAP009637	AMIN001490
OG0005589	AGAP007963	AMIN006306
OG0005590	AGAP008678	AMIN009073
OG0005591	AGAP008991	AMIN009435
OG0005592	AGAP007957	AMIN006311
OG0005593	AGAP007954	AMIN006314
OG0005594	AGAP005949	AMIN010981
OG0005595	AGAP005948	AMIN010982
OG0005596	AGAP006469	AMIN007900
OG0005597	AGAP004778	AMIN008118
OG0005598	AGAP004777	AMIN008113
OG0005599	AGAP011271	AMIN007056
OG0005600	AGAP005814	AMIN011156
OG0005601	AGAP000938	AMIN006493
OG0005602	AGAP007585	AMIN010224
OG0005603	AGAP001278	AMIN002204
OG0005604	AGAP029806	AMIN002203
OG0005605	AGAP000924	AMIN001222
OG0005606	AGAP001568	AMIN003385
OG0005608	AGAP001093	AMIN005768
OG0005609	AGAP000433	AMIN005581
OG0005610	AGAP006838	AMIN007634
OG0005611	AGAP003655	AMIN004010
OG0005612	AGAP003652	AMIN004008
OG0005613	AGAP005903	AMIN011570
OG0005614	AGAP005915	AMIN010710
OG0005615	AGAP005914	AMIN010712
OG0005616	AGAP003035	AMIN003741
OG0005617	AGAP001306	AMIN002179
OG0005618	AGAP001307	AMIN002178
OG0005619	AGAP001308	AMIN016228
OG0005620	AGAP007018	AMIN011124
OG0005621	AGAP007019	AMIN011123
OG0005622	AGAP007020	AMIN011122
OG0005623	AGAP007021	AMIN011121
OG0005624	AGAP008191	AMIN006089
OG0005625	AGAP009078	AMIN009622
OG0005626	AGAP008895	AMIN001665
OG0005627	AGAP009601	AMIN009840
OG0005628	AGAP028170	AMIN001663
OG0005629	AGAP008896	AMIN001666
OG0005630	AGAP005291	AMIN010759
OG0005631	AGAP005292	AMIN010758
OG0005632	AGAP007294	AMIN010570
OG0005633	AGAP005818	AMIN011161
OG0005634	AGAP007297	AMIN010567
OG0005635	AGAP007299	AMIN010565
