Orthogroup	AgambiaePEST	CquinquefasciatusJHB2020
OG0004130	AGAP001633	CQUJHB001428
OG0004131	AGAP004077	CQUJHB005680
OG0004132	AGAP001625	CQUJHB010926
OG0004133	AGAP001632	CQUJHB009584
OG0004134	AGAP012326	CQUJHB014137
OG0004135	AGAP011795	CQUJHB012742
OG0004136	AGAP029289	CQUJHB012355
OG0004137	AGAP011796	CQUJHB002844
OG0004138	AGAP006363	CQUJHB000628
OG0004139	AGAP028198	CQUJHB007145
OG0004140	AGAP003836	CQUJHB005899
OG0004141	AGAP008737	CQUJHB008811
OG0004142	AGAP008748	CQUJHB006616
OG0004143	AGAP008781	CQUJHB013395
OG0004144	AGAP008780	CQUJHB009796
OG0004145	AGAP008783	CQUJHB011030
OG0004146	AGAP008785	CQUJHB009578
OG0004147	AGAP007921	CQUJHB000049
OG0004148	AGAP007920	CQUJHB000951
OG0004149	AGAP007934	CQUJHB008613
OG0004150	AGAP001746	CQUJHB005412
OG0004151	AGAP002227	CQUJHB005941
OG0004152	AGAP011218	CQUJHB008462
OG0004153	AGAP001748	CQUJHB012622
OG0004154	AGAP007520	CQUJHB015351
OG0004155	AGAP005816	CQUJHB001709
OG0004156	AGAP007519	CQUJHB014210
OG0004157	AGAP004642	CQUJHB003828
OG0004158	AGAP007621	CQUJHB012823
OG0004159	AGAP000215	CQUJHB007380
OG0004160	AGAP004643	CQUJHB011056
OG0004161	AGAP013063	CQUJHB015788
OG0004162	AGAP005576	CQUJHB012546
OG0004163	AGAP001800	CQUJHB002177
OG0004164	AGAP003243	CQUJHB005637
OG0004165	AGAP001796	CQUJHB002056
OG0004166	AGAP001801	CQUJHB017980
OG0004167	AGAP001797	CQUJHB007915
OG0004168	AGAP004055	CQUJHB007857
OG0004169	AGAP004057	CQUJHB015963
OG0004170	AGAP004052	CQUJHB002569
OG0004171	AGAP001794	CQUJHB006922
OG0004172	AGAP001795	CQUJHB003687
OG0004173	AGAP002909	CQUJHB003064
OG0004174	AGAP004417	CQUJHB011344
OG0004175	AGAP004614	CQUJHB009359
OG0004176	AGAP002606	CQUJHB008725
OG0004177	AGAP004391	CQUJHB018167
OG0004178	AGAP004416	CQUJHB000523
OG0004179	AGAP004615	CQUJHB018277
OG0004180	AGAP002396	CQUJHB017697
OG0004181	AGAP003461	CQUJHB016581
OG0004182	AGAP004412	CQUJHB001396
OG0004183	AGAP011057	CQUJHB009607
OG0004184	AGAP004408	CQUJHB002200
OG0004185	AGAP004616	CQUJHB013240
OG0004186	AGAP011394	CQUJHB017273
OG0004187	AGAP004488	CQUJHB003573
OG0004188	AGAP011829	CQUJHB011510
OG0004189	AGAP012083, AGAP012080	CQUJHB014179
OG0004190	AGAP012100	CQUJHB006739
OG0004191	AGAP011828	CQUJHB015457
OG0004192	AGAP011830	CQUJHB004320
OG0004193	AGAP012104	CQUJHB003026
OG0004194	AGAP011395	CQUJHB009338
OG0004195	AGAP029299	CQUJHB003238
OG0004196	AGAP011096	CQUJHB010254
OG0004197	AGAP004543	CQUJHB011033
OG0004198	AGAP001418	CQUJHB002549
OG0004199	AGAP003323	CQUJHB007397
OG0004200	AGAP001419	CQUJHB011875
OG0004201	AGAP003325	CQUJHB008780
OG0004202	AGAP000565	CQUJHB015437
OG0004203	AGAP000566	CQUJHB017977
OG0004204	AGAP008428	CQUJHB010969
OG0004205	AGAP000070	CQUJHB003835
OG0004206	AGAP000602	CQUJHB012763
OG0004207	AGAP013275	CQUJHB007978
OG0004208	AGAP000603	CQUJHB015350
OG0004209	AGAP000405	CQUJHB001977
OG0004210	AGAP000440	CQUJHB011429
OG0004211	AGAP000563	CQUJHB012112
OG0004212	AGAP011987	CQUJHB014526
OG0004213	AGAP010411	CQUJHB009988
OG0004214	AGAP000250	CQUJHB003504
OG0004215	AGAP000864	CQUJHB000644
OG0004216	AGAP000686	CQUJHB010373
OG0004217	AGAP000251	CQUJHB005718
OG0004218	AGAP000813	CQUJHB011593
OG0004219	AGAP012077	CQUJHB012810
OG0004220	AGAP003471	CQUJHB004495
OG0004221	AGAP003470	CQUJHB011464
OG0004222	AGAP003469	CQUJHB002521
OG0004223	AGAP003475	CQUJHB015569
OG0004224	AGAP003368	CQUJHB003879
OG0004225	AGAP001435	CQUJHB014779
OG0004226	AGAP001433	CQUJHB008724
OG0004227	AGAP003927	CQUJHB011178
OG0004228	AGAP012731, AGAP002019	CQUJHB007740
OG0004229	AGAP013418	CQUJHB001813
OG0004230	AGAP003372	CQUJHB010558
OG0004231	AGAP002028	CQUJHB017883
OG0004232	AGAP000649	CQUJHB005764
OG0004233	AGAP000234	CQUJHB001543
OG0004234	AGAP000232	CQUJHB013915
OG0004235	AGAP010089	CQUJHB015198, CQUJHB008346
OG0004236	AGAP000223	CQUJHB013493
OG0004237	AGAP000344	CQUJHB017470
OG0004238	AGAP001082	CQUJHB004919
OG0004239	AGAP000820	CQUJHB000867
OG0004240	AGAP005734	CQUJHB002374
OG0004241	AGAP005737	CQUJHB003834
OG0004242	AGAP005736	CQUJHB011484
OG0004243	AGAP005738	CQUJHB017848
OG0004244	AGAP006358	CQUJHB012194
OG0004245	AGAP006237	CQUJHB016257
OG0004246	AGAP005341	CQUJHB014928
OG0004247	AGAP008315	CQUJHB011319
OG0004248	AGAP006359	CQUJHB001922
OG0004249	AGAP005732	CQUJHB013368
OG0004250	AGAP007135	CQUJHB011135
OG0004251	AGAP007131	CQUJHB013361
OG0004252	AGAP007130	CQUJHB003463
OG0004253	AGAP002047	CQUJHB011170
OG0004254	AGAP011227	CQUJHB014871
OG0004255	AGAP006263	CQUJHB015060
OG0004256	AGAP006264	CQUJHB002835
OG0004257	AGAP003570	CQUJHB010335
OG0004258	AGAP008725	CQUJHB015866
OG0004259	AGAP011355	CQUJHB011675
OG0004260	AGAP011749	CQUJHB014143
OG0004261	AGAP012030	CQUJHB000393
OG0004262	AGAP011750	CQUJHB015928
OG0004263	AGAP010179	CQUJHB014717
OG0004264	AGAP029078	CQUJHB013273
OG0004265	AGAP010183	CQUJHB007730
OG0004266	AGAP004079	CQUJHB011127
OG0004267	AGAP001670	CQUJHB016228
OG0004268	AGAP003416	CQUJHB013743
OG0004269	AGAP003398	CQUJHB016177
OG0004270	AGAP001715	CQUJHB007366
OG0004271	AGAP001713	CQUJHB007391
OG0004272	AGAP009651	CQUJHB011707
OG0004273	AGAP006993	CQUJHB010714
OG0004274	AGAP005270	CQUJHB011979
OG0004275	AGAP004856	CQUJHB002741
OG0004276	AGAP008272	CQUJHB012292
OG0004277	AGAP009166	CQUJHB015383
OG0004278	AGAP005277	CQUJHB011729
OG0004279	AGAP005273	CQUJHB005484
OG0004280	AGAP005275	CQUJHB003641
OG0004281	AGAP009165	CQUJHB009968
OG0004282	AGAP009880	CQUJHB011048
OG0004283	AGAP005267	CQUJHB005847
OG0004284	AGAP005288	CQUJHB007917
OG0004285	AGAP010386	CQUJHB017847
OG0004286	AGAP010382	CQUJHB014515
OG0004287	AGAP011309	CQUJHB014547
OG0004288	AGAP010383	CQUJHB006281
OG0004289	AGAP011414	CQUJHB007110
OG0004290	AGAP008152	CQUJHB009952
OG0004291	AGAP009067	CQUJHB012036
OG0004292	AGAP008147	CQUJHB017199
OG0004293	AGAP008148	CQUJHB012871
OG0004294	AGAP008165	CQUJHB006100
OG0004295	AGAP006807	CQUJHB010014
OG0004296	AGAP008146	CQUJHB014617
OG0004297	AGAP001941	CQUJHB006941
OG0004298	AGAP001859	CQUJHB015282
OG0004299	AGAP001944	CQUJHB016632
OG0004300	AGAP001948	CQUJHB003917
OG0004301	AGAP001862	CQUJHB015826
OG0004302	AGAP002120	CQUJHB010740
OG0004303	AGAP001871	CQUJHB004398
OG0004304	AGAP002127	CQUJHB003489
OG0004305	AGAP002118	CQUJHB004789
OG0004306	AGAP001870	CQUJHB009766
OG0004307	AGAP002123	CQUJHB012577
OG0004308	AGAP013033	CQUJHB015810
OG0004309	AGAP001947	CQUJHB008119
OG0004310	AGAP002122	CQUJHB012058
OG0004311	AGAP002121	CQUJHB003502
OG0004312	AGAP011940	CQUJHB003960
OG0004313	AGAP011947	CQUJHB006480
OG0004314	AGAP011946	CQUJHB001193
OG0004315	AGAP011422	CQUJHB004816
OG0004316	AGAP011765	CQUJHB012085
OG0004317	AGAP011938	CQUJHB016213
OG0004318	AGAP011751	CQUJHB004730
OG0004319	AGAP011936	CQUJHB018146
OG0004320	AGAP000849	CQUJHB017360
OG0004321	AGAP011937	CQUJHB007449
OG0004322	AGAP011424	CQUJHB016511
OG0004323	AGAP028038	CQUJHB012532
OG0004324	AGAP011423	CQUJHB006288
OG0004325	AGAP029519	CQUJHB015221
OG0004326	AGAP029472	CQUJHB006804
OG0004327	AGAP011756	CQUJHB013366
OG0004328	AGAP011944	CQUJHB000179
OG0004329	AGAP011843	CQUJHB014659
OG0004330	AGAP011425	CQUJHB013064
OG0004331	AGAP007306	CQUJHB003801
OG0004332	AGAP007727	CQUJHB011463
OG0004333	AGAP012204	CQUJHB018264
OG0004334	AGAP010430, AGAP029282	CQUJHB015839
OG0004335	AGAP011452	CQUJHB016479
OG0004336	AGAP011879	CQUJHB013527
OG0004337	AGAP010395	CQUJHB003047
OG0004338	AGAP007392	CQUJHB015494
OG0004339	AGAP028633	CQUJHB008912
OG0004340	AGAP007304	CQUJHB002123
OG0004341	AGAP012208	CQUJHB013375
OG0004342	AGAP007726	CQUJHB003685
OG0004343	AGAP001621	CQUJHB013932
OG0004344	AGAP006389	CQUJHB016700
OG0004345	AGAP007093	CQUJHB007049
OG0004346	AGAP001617	CQUJHB013882
OG0004347	AGAP007741	CQUJHB002892
OG0004348	AGAP004739	CQUJHB016344
OG0004349	AGAP012115	CQUJHB000539
OG0004350	AGAP008832	CQUJHB008586
OG0004351	AGAP007743	CQUJHB002465
OG0004352	AGAP008885	CQUJHB013043
OG0004353	AGAP029653	CQUJHB003952
OG0004354	AGAP010189	CQUJHB002575
OG0004355	AGAP029612	CQUJHB016813
OG0004356	AGAP007742	CQUJHB001851
OG0004357	AGAP012089	CQUJHB006321
OG0004358	AGAP007739	CQUJHB009137
OG0004359	AGAP012087	CQUJHB002824
OG0004360	AGAP011536	CQUJHB004441
OG0004361	AGAP008831	CQUJHB018067
OG0004362	AGAP012118	CQUJHB012689
OG0004363	AGAP010390	CQUJHB011711
OG0004365	AGAP005869	CQUJHB011784
OG0004366	AGAP005873	CQUJHB014936
OG0004367	AGAP005870	CQUJHB017233
OG0004368	AGAP005871	CQUJHB017448
OG0004369	AGAP003576	CQUJHB003629
OG0004371	AGAP000179	CQUJHB004715
OG0004372	AGAP005947	CQUJHB007726
OG0004373	AGAP007109	CQUJHB018304
OG0004374	AGAP000180	CQUJHB000925
OG0004375	AGAP010865	CQUJHB016535
OG0004376	AGAP010857	CQUJHB016244, CQUJHB006326, CQUJHB007625
OG0004377	AGAP003052	CQUJHB013718
OG0004378	AGAP001379	CQUJHB000486
OG0004379	AGAP008953	CQUJHB010018
OG0004380	AGAP001373	CQUJHB012909
OG0004381	AGAP000199	CQUJHB007920
OG0004382	AGAP001375	CQUJHB014383
OG0004383	AGAP009904	CQUJHB003167
OG0004384	AGAP028602	CQUJHB007738
OG0004385	AGAP001380	CQUJHB007505
OG0004386	AGAP008952	CQUJHB009728
OG0004387	AGAP001463	CQUJHB015666
OG0004388	AGAP008954	CQUJHB006713
OG0004389	AGAP008955	CQUJHB015009
OG0004390	AGAP008951	CQUJHB003327
OG0004391	AGAP009901	CQUJHB006820
OG0004392	AGAP009914	CQUJHB003678
OG0004393	AGAP009910	CQUJHB008175
OG0004394	AGAP009905	CQUJHB003853
OG0004395	AGAP009908	CQUJHB004533
OG0004396	AGAP001461	CQUJHB018370
OG0004397	AGAP006651	CQUJHB016473
OG0004398	AGAP006705	CQUJHB001348
OG0004399	AGAP006646	CQUJHB004628
OG0004400	AGAP006650	CQUJHB012605
OG0004401	AGAP007342	CQUJHB012653
OG0004402	AGAP006649	CQUJHB015189
OG0004403	AGAP007348	CQUJHB015951
OG0004405	AGAP004396	CQUJHB006558
OG0004406	AGAP003701, AGAP003698	CQUJHB015508
OG0004407	AGAP004622	CQUJHB018365
OG0004408	AGAP003704	CQUJHB003630
OG0004409	AGAP005460	CQUJHB014447
OG0004410	AGAP010320	CQUJHB007988
OG0004411	AGAP011818	CQUJHB009838
OG0004412	AGAP004092	CQUJHB007671
OG0004413	AGAP000267	CQUJHB010699
OG0004414	AGAP013315	CQUJHB008511
OG0004415	AGAP004091	CQUJHB011229
OG0004416	AGAP000268	CQUJHB017151
OG0004417	AGAP000458	CQUJHB013317
OG0004418	AGAP011283	CQUJHB000240
OG0004419	AGAP002734	CQUJHB011049
OG0004420	AGAP011286	CQUJHB008836
OG0004421	AGAP011282	CQUJHB003113
OG0004422	AGAP011285	CQUJHB018328
OG0004423	AGAP011288	CQUJHB007025
OG0004424	AGAP011292	CQUJHB014074
OG0004425	AGAP011291	CQUJHB009821
OG0004426	AGAP008959	CQUJHB004839
OG0004427	AGAP011281	CQUJHB000022
OG0004428	AGAP003345	CQUJHB003784
OG0004429	AGAP001973	CQUJHB001989
OG0004430	AGAP002667	CQUJHB016134
OG0004431	AGAP004437	CQUJHB000154
OG0004432	AGAP002666	CQUJHB017205
OG0004433	AGAP004438	CQUJHB013136
OG0004434	AGAP001968	CQUJHB006828
OG0004435	AGAP000126	CQUJHB011079
OG0004436	AGAP001972	CQUJHB007307
OG0004437	AGAP002665	CQUJHB013222
OG0004438	AGAP001756	CQUJHB002706
OG0004439	AGAP012599, AGAP003342	CQUJHB006831
OG0004440	AGAP002387	CQUJHB018323
OG0004441	AGAP002388	CQUJHB009505
OG0004442	AGAP004612	CQUJHB008491
OG0004443	AGAP002381	CQUJHB005152
OG0004444	AGAP002386	CQUJHB016448
OG0004445	AGAP002383	CQUJHB006237
OG0004446	AGAP002390	CQUJHB013651
OG0004447	AGAP012643	CQUJHB015718
OG0004448	AGAP002384	CQUJHB009422
OG0004449	AGAP009972	CQUJHB016810
OG0004450	AGAP009971	CQUJHB000100
OG0004451	AGAP008352	CQUJHB017058
OG0004452	AGAP002777	CQUJHB008323
OG0004453	AGAP010698	CQUJHB009211
OG0004454	AGAP012068	CQUJHB000704
OG0004455	AGAP012056	CQUJHB008577
OG0004456	AGAP010694	CQUJHB000267
OG0004457	AGAP012066, AGAP012907	CQUJHB010593
OG0004458	AGAP012046	CQUJHB009797
OG0004459	AGAP012059	CQUJHB000509
OG0004460	AGAP012058	CQUJHB004500
OG0004461	AGAP029650	CQUJHB004849
OG0004462	AGAP010695	CQUJHB013456
OG0004463	AGAP029122	CQUJHB010846
OG0004464	AGAP011838	CQUJHB015323
OG0004465	AGAP011189	CQUJHB015558
OG0004466	AGAP011833	CQUJHB007103
OG0004467	AGAP012096	CQUJHB004436
OG0004468	AGAP011834	CQUJHB003121
OG0004469	AGAP013148	CQUJHB012507
OG0004470	AGAP002133	CQUJHB006676
OG0004471	AGAP003780	CQUJHB009660
OG0004472	AGAP003218	CQUJHB009088
OG0004473	AGAP002972	CQUJHB007047
OG0004474	AGAP003217	CQUJHB008006
OG0004475	AGAP003784	CQUJHB005997
OG0004476	AGAP004896	CQUJHB014753
OG0004478	AGAP000997	CQUJHB004726
OG0004479	AGAP005813	CQUJHB004039
OG0004480	AGAP005249	CQUJHB014897
OG0004481	AGAP029525	CQUJHB003846
OG0004482	AGAP011050	CQUJHB003701
OG0004483	AGAP011044	CQUJHB010090
OG0004484	AGAP012342	CQUJHB001565
OG0004485	AGAP012343	CQUJHB007908
OG0004486	AGAP011055	CQUJHB003149
OG0004487	AGAP012344	CQUJHB017255
OG0004488	AGAP007953	CQUJHB010292
OG0004489	AGAP001452	CQUJHB011669
OG0004490	AGAP003863	CQUJHB004031
OG0004491	AGAP003209	CQUJHB015120, CQUJHB011006
OG0004492	AGAP001953	CQUJHB008802
OG0004493	AGAP001453	CQUJHB014657
OG0004494	AGAP001955	CQUJHB013373
OG0004495	AGAP002257	CQUJHB013871
OG0004496	AGAP010188	CQUJHB003365
OG0004497	AGAP006612	CQUJHB004272
OG0004498	AGAP000757	CQUJHB002331
OG0004499	AGAP000106	CQUJHB001948
OG0004500	AGAP006250	CQUJHB006180
OG0004501	AGAP000243	CQUJHB018384
OG0004502	AGAP000767	CQUJHB008283
OG0004503	AGAP004934	CQUJHB008732
OG0004505	AGAP002583	CQUJHB008265
OG0004506	AGAP002576	CQUJHB002680
OG0004507	AGAP002575	CQUJHB011010
OG0004508	AGAP002587	CQUJHB017752
OG0004509	AGAP002585	CQUJHB007359
OG0004510	AGAP002586	CQUJHB009500
OG0004511	AGAP000776	CQUJHB002587
OG0004512	AGAP000434	CQUJHB001005
OG0004513	AGAP005850	CQUJHB001023
OG0004514	AGAP001048	CQUJHB014202
OG0004515	AGAP004484	CQUJHB000167
OG0004516	AGAP000774	CQUJHB002559
OG0004517	AGAP000983	CQUJHB008065
OG0004518	AGAP000778	CQUJHB004147
OG0004519	AGAP006591	CQUJHB004838
OG0004520	AGAP007247	CQUJHB000160
OG0004521	AGAP004128	CQUJHB008954
OG0004522	AGAP028023	CQUJHB009666
OG0004523	AGAP004131	CQUJHB001335
OG0004524	AGAP013725	CQUJHB004163
OG0004525	AGAP007977	CQUJHB012649
OG0004526	AGAP003017	CQUJHB004200
OG0004527	AGAP005538	CQUJHB017135
OG0004528	AGAP007980	CQUJHB008477
OG0004529	AGAP007975	CQUJHB011309
OG0004530	AGAP007982	CQUJHB009677
OG0004531	AGAP008826	CQUJHB006659
OG0004532	AGAP008821	CQUJHB010804
OG0004533	AGAP008816	CQUJHB013581
OG0004534	AGAP001277	CQUJHB006285
OG0004535	AGAP008822	CQUJHB008296
OG0004536	AGAP001140	CQUJHB012476
OG0004537	AGAP010420	CQUJHB004846
OG0004538	AGAP010418	CQUJHB005128
OG0004539	AGAP010407	CQUJHB013737
OG0004540	AGAP010421	CQUJHB004943
OG0004541	AGAP012283	CQUJHB016400
OG0004542	AGAP010408	CQUJHB016354
OG0004543	AGAP002078	CQUJHB003329
OG0004544	AGAP003997	CQUJHB010859
OG0004545	AGAP001145	CQUJHB001995
OG0004546	AGAP003115	CQUJHB005276
OG0004547	AGAP001147	CQUJHB007106
OG0004548	AGAP001146	CQUJHB009596
OG0004549	AGAP003992	CQUJHB017779
OG0004550	AGAP001154	CQUJHB013465
OG0004551	AGAP002077	CQUJHB001054
OG0004552	AGAP003119	CQUJHB012063
OG0004553	AGAP004270	CQUJHB011744
OG0004554	AGAP004032	CQUJHB015604
OG0004555	AGAP004035	CQUJHB011778
OG0004556	AGAP029249	CQUJHB001112
OG0004557	AGAP000491	CQUJHB017791
OG0004558	AGAP029250	CQUJHB015967
OG0004559	AGAP029670	CQUJHB004359
OG0004560	AGAP011149	CQUJHB000621
OG0004561	AGAP005036, AGAP012760	CQUJHB015958
OG0004562	AGAP011140	CQUJHB001811
OG0004563	AGAP011160	CQUJHB000948
OG0004564	AGAP029661	CQUJHB008513
OG0004565	AGAP011158	CQUJHB000124
OG0004566	AGAP011141	CQUJHB018358
OG0004567	AGAP011156	CQUJHB014930
OG0004568	AGAP011144	CQUJHB006177
OG0004569	AGAP004908	CQUJHB013416
OG0004570	AGAP003042	CQUJHB005665
OG0004571	AGAP002113	CQUJHB004188
OG0004572	AGAP003039	CQUJHB014006
OG0004573	AGAP002111	CQUJHB002120
OG0004574	AGAP009538	CQUJHB011692
OG0004575	AGAP003047	CQUJHB005119
OG0004576	AGAP003040	CQUJHB001294
OG0004577	AGAP002110	CQUJHB009237
OG0004578	AGAP003041	CQUJHB000453
OG0004579	AGAP009446	CQUJHB009621
OG0004580	AGAP009439	CQUJHB007464
OG0004581	AGAP009438	CQUJHB006749
OG0004582	AGAP009443	CQUJHB013724
OG0004583	AGAP009445	CQUJHB003111
OG0004584	AGAP009441	CQUJHB017554
OG0004585	AGAP009451	CQUJHB000470
OG0004586	AGAP009616	CQUJHB011539
OG0004587	AGAP008641	CQUJHB011944
OG0004588	AGAP008642	CQUJHB002140
OG0004589	AGAP008646	CQUJHB017258
OG0004590	AGAP008645	CQUJHB013443
OG0004591	AGAP009615	CQUJHB015123
OG0004592	AGAP009613	CQUJHB010517
OG0004593	AGAP008644	CQUJHB003560
OG0004594	AGAP009181	CQUJHB009091
OG0004595	AGAP001395	CQUJHB017834
OG0004596	AGAP001399	CQUJHB016370
OG0004597	AGAP001401	CQUJHB008493
OG0004598	AGAP001394	CQUJHB009320
OG0004599	AGAP001404	CQUJHB004848
OG0004600	AGAP001407	CQUJHB010695
OG0004601	AGAP002054	CQUJHB008276
OG0004602	AGAP001397	CQUJHB010400
OG0004603	AGAP001403	CQUJHB009808
OG0004604	AGAP001390	CQUJHB004371
OG0004605	AGAP029629	CQUJHB006203
OG0004606	AGAP006497	CQUJHB006214
OG0004607	AGAP006501	CQUJHB000897
OG0004608	AGAP004296	CQUJHB010211
OG0004609	AGAP003517	CQUJHB014417
OG0004610	AGAP004136	CQUJHB001272
OG0004611	AGAP003434	CQUJHB000172
OG0004612	AGAP005380	CQUJHB010068
OG0004613	AGAP010807	CQUJHB017820
OG0004614	AGAP011532	CQUJHB000739
OG0004615	AGAP010456	CQUJHB006701
OG0004616	AGAP010808	CQUJHB015250
OG0004617	AGAP010459	CQUJHB009326
OG0004618	AGAP005990	CQUJHB001392
OG0004619	AGAP005202	CQUJHB002255
OG0004620	AGAP001388	CQUJHB000431
OG0004621	AGAP003015	CQUJHB015314
OG0004622	AGAP001389	CQUJHB003286
OG0004623	AGAP008926	CQUJHB006834
OG0004624	AGAP008698	CQUJHB013105
OG0004625	AGAP028145	CQUJHB012996
OG0004626	AGAP028141	CQUJHB002041
OG0004627	AGAP008538	CQUJHB018169
OG0004628	AGAP028026	CQUJHB011430
OG0004629	AGAP008700	CQUJHB017405
OG0004630	AGAP008535	CQUJHB002995
OG0004631	AGAP008702	CQUJHB004116
OG0004632	AGAP008617	CQUJHB011241
OG0004633	AGAP012829	CQUJHB017229
OG0004634	AGAP008345	CQUJHB007715
OG0004635	AGAP008337	CQUJHB008848
OG0004636	AGAP008344	CQUJHB008844
OG0004637	AGAP009840	CQUJHB017044
OG0004638	AGAP009923	CQUJHB005609
OG0004639	AGAP010115	CQUJHB012150
OG0004640	AGAP008768	CQUJHB003099
OG0004641	AGAP008347	CQUJHB018453
OG0004642	AGAP005897	CQUJHB004912
OG0004643	AGAP010975	CQUJHB000873
OG0004644	AGAP010538	CQUJHB002912
OG0004645	AGAP000520	CQUJHB009604
OG0004646	AGAP005621	CQUJHB007021
OG0004647	AGAP006680	CQUJHB009855
OG0004648	AGAP005620	CQUJHB015708
OG0004649	AGAP005623	CQUJHB014456
OG0004650	AGAP006678	CQUJHB015424
OG0004651	AGAP006786	CQUJHB000051
OG0004652	AGAP006789	CQUJHB015277
OG0004653	AGAP006777	CQUJHB001424
OG0004654	AGAP006778	CQUJHB012938
OG0004655	AGAP005618	CQUJHB005544
OG0004656	AGAP006598	CQUJHB015397
OG0004658	AGAP001555	CQUJHB007802
OG0004659	AGAP004551	CQUJHB002599
OG0004660	AGAP004548	CQUJHB002734
OG0004661	AGAP003070	CQUJHB001899
OG0004662	AGAP006898	CQUJHB001394
OG0004663	AGAP006893	CQUJHB001628
OG0004664	AGAP006894	CQUJHB015365
OG0004665	AGAP005392	CQUJHB016404
OG0004666	AGAP005391	CQUJHB002032, CQUJHB005017
OG0004667	AGAP006890	CQUJHB006724
OG0004668	AGAP005699	CQUJHB009187
OG0004669	AGAP029444	CQUJHB015753
OG0004670	AGAP010206	CQUJHB014523
OG0004671	AGAP010050	CQUJHB017000
OG0004672	AGAP010462	CQUJHB006198
OG0004673	AGAP010580	CQUJHB002172
OG0004674	AGAP009994	CQUJHB016265
OG0004675	AGAP008803	CQUJHB000375
OG0004676	AGAP008578	CQUJHB018258
OG0004677	AGAP008805	CQUJHB003674
OG0004678	AGAP008184	CQUJHB015808
OG0004679	AGAP009995	CQUJHB000881
OG0004680	AGAP009970	CQUJHB012846
OG0004681	AGAP008804	CQUJHB000886
OG0004682	AGAP008182	CQUJHB001685
OG0004683	AGAP008802	CQUJHB004168
OG0004684	AGAP008577	CQUJHB007271
OG0004685	AGAP008811	CQUJHB010900
OG0004686	AGAP009681	CQUJHB015193
OG0004687	AGAP009968	CQUJHB011076
OG0004688	AGAP008435	CQUJHB005196
OG0004689	AGAP007950	CQUJHB003636
OG0004690	AGAP008262	CQUJHB009930
OG0004691	AGAP009886	CQUJHB015597
OG0004692	AGAP008264	CQUJHB016431
OG0004693	AGAP008263	CQUJHB004068
OG0004694	AGAP007897	CQUJHB018287
OG0004695	AGAP008265	CQUJHB018101
OG0004696	AGAP007952, AGAP012754	CQUJHB015540
OG0004697	AGAP007951	CQUJHB008292
OG0004698	AGAP027984	CQUJHB010795
OG0004699	AGAP008433	CQUJHB016831
OG0004701	AGAP004654	CQUJHB015934
OG0004702	AGAP005297	CQUJHB006429
OG0004703	AGAP004146	CQUJHB000209
OG0004704	AGAP005298	CQUJHB010085
OG0004705	AGAP005294	CQUJHB012716
OG0004706	AGAP005302	CQUJHB010810
OG0004707	AGAP005295	CQUJHB012478
OG0004708	AGAP005301	CQUJHB008964
OG0004709	AGAP001804	CQUJHB015650
OG0004710	AGAP001805	CQUJHB007845
OG0004711	AGAP005331	CQUJHB018301
OG0004712	AGAP006735	CQUJHB005538
OG0004713	AGAP010340	CQUJHB002394
OG0004714	AGAP027982	CQUJHB010173
OG0004715	AGAP011341	CQUJHB015710
OG0004716	AGAP010336	CQUJHB011811
OG0004717	AGAP010342	CQUJHB000214
OG0004718	AGAP010338	CQUJHB016641
OG0004719	AGAP005330	CQUJHB011638
OG0004720	AGAP002332	CQUJHB013412
OG0004721	AGAP002329	CQUJHB013248
OG0004722	AGAP008727	CQUJHB006685
OG0004723	AGAP007636	CQUJHB004287
OG0004724	AGAP007631	CQUJHB004507
OG0004725	AGAP005853	CQUJHB002083
OG0004726	AGAP007629	CQUJHB016638
OG0004727	AGAP005846	CQUJHB017098
OG0004728	AGAP005852	CQUJHB009016
OG0004729	AGAP005847	CQUJHB004160
OG0004730	AGAP005844	CQUJHB001037
OG0004731	AGAP005839	CQUJHB008158
OG0004732	AGAP007626	CQUJHB004161
OG0004733	AGAP007623	CQUJHB018261
OG0004734	AGAP007633	CQUJHB006774
OG0004735	AGAP003802	CQUJHB015270
OG0004736	AGAP003806	CQUJHB015861
OG0004737	AGAP003800	CQUJHB008818
OG0004738	AGAP003795	CQUJHB006158
OG0004739	AGAP003804	CQUJHB013963
OG0004740	AGAP003808	CQUJHB012479
OG0004741	AGAP003805	CQUJHB018299
OG0004742	AGAP003803	CQUJHB014240
OG0004743	AGAP003801	CQUJHB017280
OG0004744	AGAP003675, AGAP012665	CQUJHB016706
OG0004745	AGAP000312	CQUJHB000035
OG0004746	AGAP006101	CQUJHB003006
OG0004747	AGAP000116	CQUJHB008333
OG0004748	AGAP006097	CQUJHB002502
OG0004749	AGAP000637	CQUJHB007178
OG0004750	AGAP002023	CQUJHB013185
OG0004751	AGAP010090	CQUJHB015208
OG0004752	AGAP011707	CQUJHB012536
OG0004753	AGAP004782	CQUJHB006184
OG0004754	AGAP012194	CQUJHB014142
OG0004755	AGAP010587	CQUJHB012301
OG0004756	AGAP008853	CQUJHB018239
OG0004757	AGAP007547	CQUJHB017618
OG0004758	AGAP007548	CQUJHB006607
OG0004759	AGAP007551	CQUJHB002362
OG0004760	AGAP007553	CQUJHB017645
OG0004761	AGAP008848	CQUJHB000926
OG0004762	AGAP008887	CQUJHB015594
OG0004763	AGAP008854	CQUJHB002451
OG0004764	AGAP009560	CQUJHB008209
OG0004765	AGAP003360	CQUJHB008953
OG0004766	AGAP009687	CQUJHB008663
