Orthogroup	AgambiaePEST	AaegyptiLVP_AGWG
OG0004044	AGAP000704	AAEL002163
OG0004045	AGAP004327	AAEL002169
OG0004046	AGAP001429	AAEL002173
OG0004047	AGAP028230	AAEL002179
OG0004048	AGAP008484	AAEL002182
OG0004049	AGAP008472	AAEL002186
OG0004050	AGAP008492	AAEL002190
OG0004051	AGAP008440	AAEL002194
OG0004052	AGAP008475	AAEL002198
OG0004053	AGAP008495	AAEL002207
OG0004054	AGAP008486	AAEL002209
OG0004055	AGAP008441	AAEL002217
OG0004056	AGAP008474	AAEL002221
OG0004057	AGAP008194	AAEL002238
OG0004058	AGAP008494	AAEL002240
OG0004059	AGAP008489	AAEL002244
OG0004060	AGAP006517	AAEL002260
OG0004061	AGAP006441	AAEL002261
OG0004062	AGAP005940	AAEL002272
OG0004063	AGAP010936	AAEL002284
OG0004064	AGAP010939	AAEL002286
OG0004065	AGAP010940	AAEL002291
OG0004066	AGAP011827	AAEL002296
OG0004067	AGAP010937	AAEL002299
OG0004068	AGAP011823	AAEL002306
OG0004069	AGAP010954	AAEL002308
OG0004070	AGAP010941	AAEL002310
OG0004071	AGAP012424	AAEL002317
OG0004072	AGAP000053	AAEL002331
OG0004073	AGAP006944	AAEL002334
OG0004074	AGAP000058	AAEL002335
OG0004075	AGAP006946	AAEL002337
OG0004076	AGAP000064	AAEL002346
OG0004077	AGAP006943	AAEL002349
OG0004078	AGAP007146	AAEL002350
OG0004079	AGAP005351	AAEL002351
OG0004080	AGAP029985	AAEL002357
OG0004081	AGAP005961	AAEL002358
OG0004082	AGAP010006	AAEL002369
OG0004083	AGAP009826	AAEL002370
OG0004084	AGAP005769	AAEL002371
OG0004085	AGAP009998	AAEL002372
OG0004086	AGAP009665	AAEL002375
OG0004087	AGAP005523	AAEL002377
OG0004088	AGAP009999	AAEL002380
OG0004089	AGAP008760	AAEL002384
OG0004090	AGAP010005	AAEL002386
OG0004091	AGAP005765	AAEL002392
OG0004092	AGAP005770	AAEL002394
OG0004093	AGAP005759	AAEL002397
OG0004094	AGAP002472	AAEL002407
OG0004095	AGAP003430	AAEL002411
OG0004096	AGAP008096	AAEL002413
OG0004097	AGAP002350	AAEL002417, AAEL026967
OG0004098	AGAP003431	AAEL002419
OG0004099	AGAP003080	AAEL002422
OG0004100	AGAP002471	AAEL002425
OG0004101	AGAP029614	AAEL002428
OG0004102	AGAP002347	AAEL002430
OG0004103	AGAP000393	AAEL002436
OG0004104	AGAP002618	AAEL002437
OG0004105	AGAP002614	AAEL002446
OG0004106	AGAP002610	AAEL002456
OG0004107	AGAP002473	AAEL002464
OG0004108	AGAP006269	AAEL002465
OG0004109	AGAP004766	AAEL002469
OG0004110	AGAP004767	AAEL002474
OG0004111	AGAP007169	AAEL002487
OG0004112	AGAP004765	AAEL002488
OG0004113	AGAP005980	AAEL002493
OG0004114	AGAP000044	AAEL002501
OG0004115	AGAP000021	AAEL002512
OG0004116	AGAP000781	AAEL002523
OG0004117	AGAP003425	AAEL002525
OG0004118	AGAP006160	AAEL002529
OG0004119	AGAP004071	AAEL002539
OG0004120	AGAP001630	AAEL002542
OG0004121	AGAP001629	AAEL002544
OG0004122	AGAP001624	AAEL002546
OG0004123	AGAP004069	AAEL002547
OG0004124	AGAP003445	AAEL002548
OG0004125	AGAP001637	AAEL002549
OG0004126	AGAP003441	AAEL002554
OG0004127	AGAP001627	AAEL002557
OG0004128	AGAP001623	AAEL002559
OG0004129	AGAP004070	AAEL002563
OG0004130	AGAP001633	AAEL002565
OG0004131	AGAP004077	AAEL002566
OG0004132	AGAP001625	AAEL002567
OG0004133	AGAP001632	AAEL002571
OG0004134	AGAP012326	AAEL002583
OG0004135	AGAP011795	AAEL002586
OG0004136	AGAP029289	AAEL002607
OG0004137	AGAP011796	AAEL002614
OG0004138	AGAP006363	AAEL028210, AAEL002622
OG0004139	AGAP028198	AAEL002630
OG0004140	AGAP003836	AAEL002644
OG0004141	AGAP008737	AAEL002646
OG0004142	AGAP008748	AAEL002647
OG0004143	AGAP008781	AAEL002662
OG0004144	AGAP008780	AAEL002673
OG0004145	AGAP008783	AAEL002675
OG0004146	AGAP008785	AAEL002678
OG0004147	AGAP007921	AAEL002687
OG0004148	AGAP007920	AAEL002688
OG0004149	AGAP007934	AAEL002694
OG0004150	AGAP001746	AAEL002700
OG0004151	AGAP002227	AAEL002703
OG0004152	AGAP011218	AAEL002711
OG0004153	AGAP001748	AAEL002718
OG0004154	AGAP007520	AAEL002723
OG0004155	AGAP005816	AAEL002724
OG0004156	AGAP007519	AAEL002728
OG0004157	AGAP004642	AAEL002733
OG0004158	AGAP007621	AAEL002737
OG0004159	AGAP000215	AAEL002740
OG0004160	AGAP004643	AAEL002741
OG0004161	AGAP013063	AAEL002742
OG0004162	AGAP005576	AAEL002748
OG0004163	AGAP001800	AAEL002756
OG0004164	AGAP003243	AAEL002757, AAEL006186
OG0004165	AGAP001796	AAEL002758
OG0004166	AGAP001801	AAEL002760
OG0004167	AGAP001797	AAEL002761
OG0004168	AGAP004055	AAEL002764
OG0004169	AGAP004057	AAEL002766
OG0004170	AGAP004052	AAEL002769
OG0004171	AGAP001794	AAEL002771
OG0004172	AGAP001795	AAEL002772
OG0004173	AGAP002909	AAEL002780
OG0004174	AGAP004417	AAEL002784
OG0004175	AGAP004614	AAEL002785
OG0004176	AGAP002606	AAEL002789
OG0004177	AGAP004391	AAEL002791
OG0004178	AGAP004416	AAEL002792
OG0004179	AGAP004615	AAEL002800
OG0004180	AGAP002396	AAEL002804
OG0004181	AGAP003461	AAEL002805
OG0004182	AGAP004412	AAEL002808
OG0004183	AGAP011057	AAEL002809
OG0004184	AGAP004408	AAEL002810
OG0004185	AGAP004616	AAEL002813
OG0004186	AGAP011394	AAEL002819
OG0004187	AGAP004488	AAEL002822
OG0004188	AGAP011829	AAEL002825
OG0004189	AGAP012083, AGAP012080	AAEL002831
OG0004190	AGAP012100	AAEL002832
OG0004191	AGAP011828	AAEL002833
OG0004192	AGAP011830	AAEL002834
OG0004193	AGAP012104	AAEL002837
OG0004194	AGAP011395	AAEL002850
OG0004195	AGAP029299	AAEL002852
OG0004196	AGAP011096	AAEL002853
OG0004197	AGAP004543	AAEL002856
OG0004198	AGAP001418	AAEL002869
OG0004199	AGAP003323	AAEL002877
OG0004200	AGAP001419	AAEL002879
OG0004201	AGAP003325	AAEL002881
OG0004202	AGAP000565	AAEL002886
OG0004203	AGAP000566	AAEL002890
OG0004204	AGAP008428	AAEL002891
OG0004205	AGAP000070	AAEL002892
OG0004206	AGAP000602	AAEL002895
OG0004207	AGAP013275	AAEL002896
OG0004208	AGAP000603	AAEL015451, AAEL002908
OG0004209	AGAP000405	AAEL002910
OG0004210	AGAP000440	AAEL002913
OG0004211	AGAP000563	AAEL002918
OG0004212	AGAP011987	AAEL002919
OG0004213	AGAP010411	AAEL002922
OG0004214	AGAP000250	AAEL002934
OG0004215	AGAP000864	AAEL002935
OG0004216	AGAP000686	AAEL002943
OG0004217	AGAP000251	AAEL002944
OG0004218	AGAP000813	AAEL002948
OG0004219	AGAP012077	AAEL002953
OG0004220	AGAP003471	AAEL002955
OG0004221	AGAP003470	AAEL002960
OG0004222	AGAP003469	AAEL002965
OG0004223	AGAP003475	AAEL002978
OG0004224	AGAP003368	AAEL002983
OG0004225	AGAP001435	AAEL002995
OG0004226	AGAP001433	AAEL002997
OG0004227	AGAP003927	AAEL003000
OG0004228	AGAP012731, AGAP002019	AAEL003001
OG0004229	AGAP013418	AAEL003002
OG0004230	AGAP003372	AAEL003006
OG0004231	AGAP002028	AAEL003009
OG0004232	AGAP000649	AAEL003019
OG0004233	AGAP000234	AAEL003022
OG0004234	AGAP000232	AAEL003026
OG0004235	AGAP010089	AAEL003035
OG0004236	AGAP000223	AAEL003036
OG0004237	AGAP000344	AAEL003041
OG0004238	AGAP001082	AAEL003046
OG0004239	AGAP000820	AAEL003049
OG0004240	AGAP005734	AAEL003051
OG0004241	AGAP005737	AAEL003052
OG0004242	AGAP005736	AAEL003055
OG0004243	AGAP005738	AAEL003059
OG0004244	AGAP006358	AAEL003070
OG0004245	AGAP006237	AAEL003077
OG0004246	AGAP005341	AAEL003083
OG0004247	AGAP008315	AAEL003084
OG0004248	AGAP006359	AAEL003087
OG0004249	AGAP005732	AAEL003088
OG0004250	AGAP007135	AAEL003104
OG0004251	AGAP007131	AAEL003106
OG0004252	AGAP007130	AAEL003108
OG0004253	AGAP002047	AAEL003109
OG0004254	AGAP011227	AAEL003115
OG0004255	AGAP006263	AAEL003116
OG0004256	AGAP006264	AAEL003117
OG0004257	AGAP003570	AAEL003129
OG0004258	AGAP008725	AAEL003132
OG0004259	AGAP011355	AAEL003133
OG0004260	AGAP011749	AAEL003135
OG0004261	AGAP012030	AAEL003142
OG0004262	AGAP011750	AAEL003150
OG0004263	AGAP010179	AAEL003157
OG0004264	AGAP029078	AAEL003160
OG0004265	AGAP010183	AAEL003162
OG0004266	AGAP004079	AAEL020987, AAEL003165
OG0004267	AGAP001670	AAEL003170
OG0004268	AGAP003416	AAEL003180
OG0004269	AGAP003398	AAEL003193
OG0004270	AGAP001715	AAEL003202, AAEL024681
OG0004271	AGAP001713	AAEL003203
OG0004272	AGAP009651	AAEL003210
OG0004273	AGAP006993	AAEL003228
OG0004274	AGAP005270	AAEL003230
OG0004275	AGAP004856	AAEL003238
OG0004276	AGAP008272	AAEL003244
OG0004277	AGAP009166	AAEL003245
OG0004278	AGAP005277	AAEL003260
OG0004279	AGAP005273	AAEL003262
OG0004280	AGAP005275	AAEL003267
OG0004281	AGAP009165	AAEL003270
OG0004282	AGAP009880	AAEL003273
OG0004283	AGAP005267	AAEL003281
OG0004284	AGAP005288	AAEL003283
OG0004285	AGAP010386	AAEL003285
OG0004286	AGAP010382	AAEL003287
OG0004287	AGAP011309	AAEL003293
OG0004288	AGAP010383	AAEL003318
OG0004289	AGAP011414	AAEL003322
OG0004290	AGAP008152	AAEL003331
OG0004291	AGAP009067	AAEL003332
OG0004292	AGAP008147	AAEL003336
OG0004293	AGAP008148	AAEL003343
OG0004294	AGAP008165	AAEL003347
OG0004295	AGAP006807	AAEL003354
OG0004296	AGAP008146	AAEL003358
OG0004297	AGAP001941	AAEL003363
OG0004298	AGAP001859	AAEL003366
OG0004299	AGAP001944	AAEL003371
OG0004300	AGAP001948	AAEL003374
OG0004301	AGAP001862	AAEL003378
OG0004302	AGAP002120	AAEL003379
OG0004303	AGAP001871	AAEL003382
OG0004304	AGAP002127	AAEL003383
OG0004305	AGAP002118	AAEL003385
OG0004306	AGAP001870	AAEL003387
OG0004307	AGAP002123	AAEL003388
OG0004308	AGAP013033	AAEL003390
OG0004309	AGAP001947	AAEL003391
OG0004310	AGAP002122	AAEL003396
OG0004311	AGAP002121	AAEL003401
OG0004312	AGAP011940	AAEL003402
OG0004313	AGAP011947	AAEL003408
OG0004314	AGAP011946	AAEL003409
OG0004315	AGAP011422	AAEL003412
OG0004316	AGAP011765	AAEL003413
OG0004317	AGAP011938	AAEL003415
OG0004318	AGAP011751	AAEL003416
OG0004319	AGAP011936	AAEL003419
OG0004320	AGAP000849	AAEL003423
OG0004321	AGAP011937	AAEL003425
OG0004322	AGAP011424	AAEL003427
OG0004323	AGAP028038	AAEL003428
OG0004324	AGAP011423	AAEL003431
OG0004325	AGAP029519	AAEL003433
OG0004326	AGAP029472	AAEL003436
OG0004327	AGAP011756	AAEL003437
OG0004328	AGAP011944	AAEL003438
OG0004329	AGAP011843	AAEL003447
OG0004330	AGAP011425	AAEL003449
OG0004331	AGAP007306	AAEL003454
OG0004332	AGAP007727	AAEL003466
OG0004333	AGAP012204	AAEL003469
OG0004334	AGAP010430, AGAP029282	AAEL027684, AAEL003470
OG0004335	AGAP011452	AAEL003473
OG0004336	AGAP011879	AAEL003474
OG0004337	AGAP010395	AAEL003476
OG0004338	AGAP007392	AAEL003477
OG0004339	AGAP028633	AAEL003478
OG0004340	AGAP007304	AAEL003479
OG0004341	AGAP012208	AAEL003481
OG0004342	AGAP007726	AAEL003487
OG0004343	AGAP001621	AAEL003491
OG0004344	AGAP006389	AAEL003492
OG0004345	AGAP007093	AAEL003494
OG0004346	AGAP001617	AAEL003503
OG0004347	AGAP007741	AAEL003510
OG0004348	AGAP004739	AAEL003514
OG0004349	AGAP012115	AAEL003518
OG0004350	AGAP008832	AAEL003519
OG0004351	AGAP007743	AAEL003524
OG0004352	AGAP008885	AAEL003528
OG0004353	AGAP029653	AAEL003532
OG0004354	AGAP010189	AAEL003534
OG0004355	AGAP029612	AAEL003535
OG0004356	AGAP007742	AAEL003536
OG0004357	AGAP012089	AAEL003537
OG0004358	AGAP007739	AAEL003539
OG0004359	AGAP012087	AAEL003540
OG0004360	AGAP011536	AAEL003542
OG0004361	AGAP008831	AAEL003543
OG0004362	AGAP012118	AAEL003544
OG0004363	AGAP010390	AAEL003545
OG0004364	AGAP029315, AGAP029309	AAEL003547
OG0004365	AGAP005869	AAEL003551
OG0004366	AGAP005873	AAEL003552
OG0004367	AGAP005870	AAEL003554
OG0004368	AGAP005871	AAEL003555
OG0004369	AGAP003576	AAEL003573
OG0004371	AGAP000179	AAEL003581
OG0004372	AGAP005947	AAEL003582
OG0004373	AGAP007109	AAEL003602
OG0004374	AGAP000180	AAEL003606
OG0004375	AGAP010865	AAEL003618
OG0004376	AGAP010857	AAEL003627
OG0004377	AGAP003052	AAEL003634
OG0004378	AGAP001379	AAEL003647
OG0004379	AGAP008953	AAEL003648
OG0004380	AGAP001373	AAEL003650
OG0004381	AGAP000199	AAEL003651
OG0004382	AGAP001375	AAEL003653
OG0004383	AGAP009904	AAEL003654
OG0004384	AGAP028602	AAEL003656
OG0004385	AGAP001380	AAEL003661
OG0004386	AGAP008952	AAEL003664
OG0004387	AGAP001463	AAEL003670
OG0004388	AGAP008954	AAEL003674
OG0004389	AGAP008955	AAEL003675
OG0004390	AGAP008951	AAEL003676
OG0004391	AGAP009901	AAEL003678
OG0004392	AGAP009914	AAEL003682
OG0004393	AGAP009910	AAEL003684
OG0004394	AGAP009905	AAEL003695
OG0004395	AGAP009908	AAEL003704
OG0004396	AGAP001461	AAEL003705
OG0004397	AGAP006651	AAEL003709
OG0004398	AGAP006705	AAEL003724
OG0004399	AGAP006646	AAEL003729
OG0004400	AGAP006650	AAEL003730
OG0004401	AGAP007342	AAEL003731
OG0004402	AGAP006649	AAEL003735
OG0004403	AGAP007348	AAEL003739
OG0004404	AGAP001649	AAEL003742
OG0004405	AGAP004396	AAEL003746
OG0004406	AGAP003701, AGAP003698	AAEL003752
OG0004407	AGAP004622	AAEL025958, AAEL003757
OG0004408	AGAP003704	AAEL003762
OG0004409	AGAP005460	AAEL003770
OG0004410	AGAP010320	AAEL003774
OG0004411	AGAP011818	AAEL003776
OG0004412	AGAP004092	AAEL003777
OG0004413	AGAP000267	AAEL003782
OG0004414	AGAP013315	AAEL003794
OG0004415	AGAP004091	AAEL003801
OG0004416	AGAP000268	AAEL003803
OG0004417	AGAP000458	AAEL003806
OG0004418	AGAP011283	AAEL003817
OG0004419	AGAP002734	AAEL003822
OG0004420	AGAP011286	AAEL003829
OG0004421	AGAP011282	AAEL003831
OG0004422	AGAP011285	AAEL003839
OG0004423	AGAP011288	AAEL003847
OG0004424	AGAP011292	AAEL003855
OG0004425	AGAP011291	AAEL003858
OG0004426	AGAP008959	AAEL003861
OG0004427	AGAP011281	AAEL003864
OG0004428	AGAP003345	AAEL003868
OG0004429	AGAP001973	AAEL003871
OG0004430	AGAP002667	AAEL003872
OG0004431	AGAP004437	AAEL003873
OG0004432	AGAP002666	AAEL003874
OG0004433	AGAP004438	AAEL003875
OG0004434	AGAP001968	AAEL003879
OG0004435	AGAP000126	AAEL003883
OG0004436	AGAP001972	AAEL003885
OG0004437	AGAP002665	AAEL003887
OG0004438	AGAP001756	AAEL003891
OG0004439	AGAP012599, AGAP003342	AAEL003893
OG0004440	AGAP002387	AAEL003903
OG0004441	AGAP002388	AAEL003906
OG0004442	AGAP004612	AAEL003909
OG0004443	AGAP002381	AAEL003910
OG0004444	AGAP002386	AAEL003911
OG0004445	AGAP002383	AAEL003913
OG0004446	AGAP002390	AAEL003916
OG0004447	AGAP012643	AAEL003919
OG0004448	AGAP002384	AAEL003922
OG0004449	AGAP009972	AAEL003923
OG0004450	AGAP009971	AAEL003926
OG0004451	AGAP008352	AAEL003935
OG0004452	AGAP002777	AAEL003946
OG0004453	AGAP010698	AAEL003949
OG0004454	AGAP012068	AAEL003952
OG0004455	AGAP012056	AAEL003957
OG0004456	AGAP010694	AAEL003958
OG0004457	AGAP012066, AGAP012907	AAEL003963
OG0004458	AGAP012046	AAEL003964
OG0004459	AGAP012059	AAEL003966
OG0004460	AGAP012058	AAEL003972
OG0004461	AGAP029650	AAEL003973
OG0004462	AGAP010695	AAEL003977, AAEL026052
OG0004463	AGAP029122	AAEL003989
OG0004464	AGAP011838	AAEL003990
OG0004465	AGAP011189	AAEL003991
OG0004466	AGAP011833	AAEL003993
OG0004467	AGAP012096	AAEL003994
OG0004468	AGAP011834	AAEL003995
OG0004469	AGAP013148	AAEL004004
OG0004470	AGAP002133	AAEL004007
OG0004471	AGAP003780	AAEL004009
OG0004472	AGAP003218	AAEL004017
OG0004473	AGAP002972	AAEL004032
OG0004474	AGAP003217	AAEL004034
OG0004475	AGAP003784	AAEL004036
OG0004476	AGAP004896	AAEL004046
OG0004477	AGAP000951	AAEL004052
OG0004478	AGAP000997	AAEL004056
OG0004479	AGAP005813	AAEL004071
OG0004480	AGAP005249	AAEL004075
OG0004481	AGAP029525	AAEL004083
OG0004482	AGAP011050	AAEL004088
OG0004483	AGAP011044	AAEL004090
OG0004484	AGAP012342	AAEL004097
OG0004485	AGAP012343	AAEL004098
OG0004486	AGAP011055	AAEL004110
OG0004487	AGAP012344	AAEL004114
OG0004488	AGAP007953	AAEL004117
OG0004489	AGAP001452	AAEL004121
OG0004490	AGAP003863	AAEL004125
OG0004491	AGAP003209	AAEL004126
OG0004492	AGAP001953	AAEL004131
OG0004493	AGAP001453	AAEL004136
OG0004494	AGAP001955	AAEL004143
OG0004495	AGAP002257	AAEL004147
OG0004496	AGAP010188	AAEL004148
OG0004497	AGAP006612	AAEL004151
OG0004498	AGAP000757	AAEL004163
OG0004499	AGAP000106	AAEL004180
OG0004500	AGAP006250	AAEL004191
OG0004501	AGAP000243	AAEL004193
OG0004502	AGAP000767	AAEL004195
OG0004503	AGAP004934	AAEL004196
OG0004505	AGAP002583	AAEL004206
OG0004506	AGAP002576	AAEL004211
OG0004507	AGAP002575	AAEL004212
OG0004508	AGAP002587	AAEL004213
OG0004509	AGAP002585	AAEL004216
OG0004510	AGAP002586	AAEL004221
OG0004511	AGAP000776	AAEL004227
OG0004512	AGAP000434	AAEL004228
OG0004513	AGAP005850	AAEL004231
OG0004514	AGAP001048	AAEL004233
OG0004515	AGAP004484	AAEL004234
OG0004516	AGAP000774	AAEL004236
OG0004517	AGAP000983	AAEL004237
OG0004518	AGAP000778	AAEL004238
OG0004519	AGAP006591	AAEL004259
OG0004520	AGAP007247	AAEL004269
OG0004521	AGAP004128	AAEL004275
OG0004522	AGAP028023	AAEL004276
OG0004523	AGAP004131	AAEL004280
OG0004524	AGAP013725	AAEL004282
OG0004525	AGAP007977	AAEL004287
OG0004526	AGAP003017	AAEL004288
OG0004527	AGAP005538	AAEL004291
OG0004528	AGAP007980	AAEL004292
OG0004529	AGAP007975	AAEL004294
OG0004530	AGAP007982	AAEL004299
OG0004531	AGAP008826	AAEL004305
OG0004532	AGAP008821	AAEL004307
OG0004533	AGAP008816	AAEL004308
OG0004534	AGAP001277	AAEL004311
OG0004535	AGAP008822	AAEL004313
OG0004536	AGAP001140	AAEL004320
OG0004537	AGAP010420	AAEL004327
OG0004538	AGAP010418	AAEL004332
OG0004539	AGAP010407	AAEL004333
OG0004540	AGAP010421	AAEL004338
OG0004541	AGAP012283	AAEL004345
OG0004542	AGAP010408	AAEL004349
OG0004543	AGAP002078	AAEL004350
OG0004544	AGAP003997	AAEL004351
OG0004545	AGAP001145	AAEL004355
OG0004546	AGAP003115	AAEL004357
OG0004547	AGAP001147	AAEL004359
OG0004548	AGAP001146	AAEL004364
OG0004549	AGAP003992	AAEL004368
OG0004550	AGAP001154	AAEL004371
OG0004551	AGAP002077	AAEL004376
OG0004552	AGAP003119	AAEL004378
OG0004553	AGAP004270	AAEL004383
OG0004554	AGAP004032	AAEL004389
OG0004555	AGAP004035	AAEL004399
OG0004556	AGAP029249	AAEL004402
OG0004557	AGAP000491	AAEL004404
OG0004558	AGAP029250	AAEL004406
OG0004559	AGAP029670	AAEL004410
OG0004560	AGAP011149	AAEL004419
OG0004561	AGAP005036, AGAP012760	AAEL004420
OG0004562	AGAP011140	AAEL004425
OG0004563	AGAP011160	AAEL004426
OG0004564	AGAP029661	AAEL004431
OG0004565	AGAP011158	AAEL004435
OG0004566	AGAP011141	AAEL004440
OG0004567	AGAP011156	AAEL004441
OG0004568	AGAP011144	AAEL004442
OG0004569	AGAP004908	AAEL004446
OG0004570	AGAP003042	AAEL004449
OG0004571	AGAP002113	AAEL004450, AAEL023070
OG0004572	AGAP003039	AAEL004451
OG0004573	AGAP002111	AAEL025887, AAEL004458
OG0004574	AGAP009538	AAEL004469
OG0004575	AGAP003047	AAEL004472
OG0004576	AGAP003040	AAEL004474
OG0004577	AGAP002110	AAEL004477, AAEL027029
OG0004578	AGAP003041	AAEL004482
OG0004579	AGAP009446	AAEL004485
OG0004580	AGAP009439	AAEL004490
OG0004581	AGAP009438	AAEL004493
OG0004582	AGAP009443	AAEL004496
OG0004583	AGAP009445	AAEL004497
OG0004584	AGAP009441	AAEL004500
OG0004585	AGAP009451	AAEL004502
OG0004586	AGAP009616	AAEL004513
OG0004587	AGAP008641	AAEL004515
OG0004588	AGAP008642	AAEL004517
OG0004589	AGAP008646	AAEL004520
OG0004590	AGAP008645	AAEL004522
OG0004591	AGAP009615	AAEL004526
OG0004592	AGAP009613	AAEL004527
OG0004593	AGAP008644	AAEL004533
OG0004594	AGAP009181	AAEL004534
OG0004595	AGAP001395	AAEL004543
OG0004596	AGAP001399	AAEL004546
OG0004597	AGAP001401	AAEL004554
OG0004598	AGAP001394	AAEL004559
OG0004599	AGAP001404	AAEL004562
OG0004600	AGAP001407	AAEL004563
OG0004601	AGAP002054	AAEL004567
OG0004602	AGAP001397	AAEL004576
OG0004603	AGAP001403	AAEL004577
OG0004604	AGAP001390	AAEL004581
OG0004605	AGAP029629	AAEL004583
OG0004606	AGAP006497	AAEL004588
OG0004607	AGAP006501	AAEL004590
OG0004608	AGAP004296	AAEL004603
OG0004609	AGAP003517	AAEL004613
OG0004610	AGAP004136	AAEL004623
OG0004611	AGAP003434	AAEL004634
OG0004612	AGAP005380	AAEL004657
OG0004613	AGAP010807	AAEL004663
OG0004614	AGAP011532	AAEL004668
OG0004615	AGAP010456	AAEL004669
OG0004616	AGAP010808	AAEL004673
OG0004617	AGAP010459	AAEL004675
OG0004618	AGAP005990	AAEL004682
OG0004619	AGAP005202	AAEL004691
OG0004620	AGAP001388	AAEL004696
OG0004621	AGAP003015	AAEL004701
OG0004622	AGAP001389	AAEL004707
OG0004623	AGAP008926	AAEL004710
OG0004624	AGAP008698	AAEL004716
OG0004625	AGAP028145	AAEL004718, AAEL027718
OG0004626	AGAP028141	AAEL004719
OG0004627	AGAP008538	AAEL004725
OG0004628	AGAP028026	AAEL004726
OG0004629	AGAP008700	AAEL004727
OG0004630	AGAP008535	AAEL004731
OG0004631	AGAP008702	AAEL004732
OG0004632	AGAP008617	AAEL004733
OG0004633	AGAP012829	AAEL004734
OG0004634	AGAP008345	AAEL004738
OG0004635	AGAP008337	AAEL004740
OG0004636	AGAP008344	AAEL004744
OG0004637	AGAP009840	AAEL004756
OG0004638	AGAP009923	AAEL004757
OG0004639	AGAP010115	AAEL004761
OG0004640	AGAP008768	AAEL004773
OG0004641	AGAP008347	AAEL004777
OG0004642	AGAP005897	AAEL004790
OG0004643	AGAP010975	AAEL004805
OG0004644	AGAP010538	AAEL004813
OG0004645	AGAP000520	AAEL004824
OG0004646	AGAP005621	AAEL004829
OG0004647	AGAP006680	AAEL004832
OG0004648	AGAP005620	AAEL004833
OG0004649	AGAP005623	AAEL004835
OG0004650	AGAP006678	AAEL004839
OG0004651	AGAP006786	AAEL004840
OG0004652	AGAP006789	AAEL004841
OG0004653	AGAP006777	AAEL004852
OG0004654	AGAP006778	AAEL004853
OG0004655	AGAP005618	AAEL004860
OG0004656	AGAP006598	AAEL004862
OG0004657	AGAP001732	AAEL004884, AAEL004868
OG0004658	AGAP001555	AAEL026879, AAEL004869
OG0004659	AGAP004551	AAEL004873
OG0004660	AGAP004548	AAEL004874
OG0004661	AGAP003070	AAEL004881
OG0004662	AGAP006898	AAEL004897
OG0004663	AGAP006893	AAEL004898
OG0004664	AGAP006894	AAEL004900
OG0004665	AGAP005392	AAEL004910
OG0004666	AGAP005391	AAEL004911
OG0004667	AGAP006890	AAEL004913
OG0004668	AGAP005699	AAEL004916
OG0004669	AGAP029444	AAEL004918
OG0004670	AGAP010206	AAEL004936
OG0004671	AGAP010050	AAEL004938
OG0004672	AGAP010462	AAEL004942
OG0004673	AGAP010580	AAEL004958
OG0004674	AGAP009994	AAEL004975
OG0004675	AGAP008803	AAEL004977
OG0004676	AGAP008578	AAEL004978
OG0004677	AGAP008805	AAEL004980
OG0004678	AGAP008184	AAEL004981
OG0004679	AGAP009995	AAEL004982
OG0004680	AGAP009970	AAEL004984
OG0004681	AGAP008804	AAEL004985
OG0004682	AGAP008182	AAEL004987
OG0004683	AGAP008802	AAEL004988
OG0004684	AGAP008577	AAEL004989
OG0004685	AGAP008811	AAEL004991
OG0004686	AGAP009681	AAEL004995
OG0004687	AGAP009968	AAEL004997
OG0004688	AGAP008435	AAEL005014
OG0004689	AGAP007950	AAEL005016
OG0004690	AGAP008262	AAEL005021
OG0004691	AGAP009886	AAEL005022
OG0004692	AGAP008264	AAEL005023
OG0004693	AGAP008263	AAEL005025
OG0004694	AGAP007897	AAEL005035
OG0004695	AGAP008265	AAEL005037
OG0004696	AGAP007952, AGAP012754	AAEL005038
OG0004697	AGAP007951	AAEL005039
OG0004698	AGAP027984	AAEL005044
OG0004699	AGAP008433	AAEL005046
OG0004700	AGAP004152	AAEL005047
OG0004701	AGAP004654	AAEL005054
OG0004702	AGAP005297	AAEL005068
OG0004703	AGAP004146	AAEL005069
OG0004704	AGAP005298	AAEL005070
OG0004705	AGAP005294	AAEL005071
OG0004706	AGAP005302	AAEL005072
OG0004707	AGAP005295	AAEL005075
OG0004708	AGAP005301	AAEL005076
OG0004709	AGAP001804	AAEL005092
OG0004710	AGAP001805	AAEL005097
OG0004711	AGAP005331	AAEL005103
OG0004712	AGAP006735	AAEL005109
OG0004713	AGAP010340	AAEL005130
OG0004714	AGAP027982	AAEL005142
OG0004715	AGAP011341	AAEL005147
OG0004716	AGAP010336	AAEL005148
OG0004717	AGAP010342	AAEL005149
OG0004718	AGAP010338	AAEL005150
OG0004719	AGAP005330	AAEL005155
OG0004720	AGAP002332	AAEL005162
OG0004721	AGAP002329	AAEL005169
OG0004722	AGAP008727	AAEL005170
OG0004723	AGAP007636	AAEL005175
OG0004724	AGAP007631	AAEL005177
OG0004725	AGAP005853	AAEL005180
OG0004726	AGAP007629	AAEL005187
OG0004727	AGAP005846	AAEL005188
OG0004728	AGAP005852	AAEL005190
OG0004729	AGAP005847	AAEL005201
OG0004730	AGAP005844	AAEL005203
OG0004731	AGAP005839	AAEL005204
OG0004732	AGAP007626	AAEL005208
OG0004733	AGAP007623	AAEL005211
OG0004734	AGAP007633	AAEL005213
OG0004735	AGAP003802	AAEL005215
