Orthogroup	AgambiaePEST	AfunestusAfunGA1
OG0003768	AGAP002627	AFUN2_006052
OG0003769	AGAP003983	AFUN2_007351
OG0003770	AGAP003982	AFUN2_001283
OG0003771	AGAP003979	AFUN2_010500
OG0003772	AGAP002646	AFUN2_010092
OG0003773	AGAP003981	AFUN2_013613
OG0003774	AGAP003976	AFUN2_011483
OG0003775	AGAP003000	AFUN2_014139
OG0003776	AGAP003984	AFUN2_007109
OG0003777	AGAP002999	AFUN2_014459
OG0003778	AGAP001502	AFUN2_006418
OG0003779	AGAP012642, AGAP003667	AFUN2_006898
OG0003780	AGAP004902	AFUN2_008859
OG0003781	AGAP012247	AFUN2_012062
OG0003782	AGAP012249	AFUN2_007400
OG0003784	AGAP012235	AFUN2_005815
OG0003785	AGAP012240	AFUN2_012272
OG0003786	AGAP002496	AFUN2_008763
OG0003787	AGAP002500	AFUN2_012013
OG0003788	AGAP012248	AFUN2_005208
OG0003789	AGAP001923	AFUN2_003422
OG0003790	AGAP007490	AFUN2_002619
OG0003791	AGAP002492	AFUN2_013043
OG0003792	AGAP012241	AFUN2_011880
OG0003793	AGAP002488	AFUN2_013561
OG0003794	AGAP002503	AFUN2_004688
OG0003795	AGAP002501	AFUN2_001650
OG0003796	AGAP012250	AFUN2_000552
OG0003797	AGAP002495	AFUN2_010190
OG0003798	AGAP012244	AFUN2_014017
OG0003799	AGAP028609	AFUN2_012633
OG0003800	AGAP002493	AFUN2_000410
OG0003801	AGAP002498	AFUN2_013030
OG0003802	AGAP009175	AFUN2_006340
OG0003803	AGAP008653	AFUN2_012195
OG0003804	AGAP009839	AFUN2_004465
OG0003805	AGAP008650	AFUN2_014145
OG0003806	AGAP007128	AFUN2_011507
OG0003807	AGAP008336	AFUN2_009370
OG0003808	AGAP009171	AFUN2_002837
OG0003809	AGAP009618	AFUN2_001893
OG0003810	AGAP008339	AFUN2_003798
OG0003811	AGAP008655	AFUN2_006022
OG0003812	AGAP009178	AFUN2_010530
OG0003813	AGAP002991	AFUN2_012653
OG0003814	AGAP009838	AFUN2_014047
OG0003815	AGAP007844	AFUN2_007152
OG0003816	AGAP008928	AFUN2_005103
OG0003817	AGAP029445	AFUN2_012284
OG0003818	AGAP009074	AFUN2_012657
OG0003819	AGAP008929	AFUN2_002636
OG0003820	AGAP009703	AFUN2_006442
OG0003821	AGAP009700	AFUN2_006059
OG0003822	AGAP008932	AFUN2_009278
OG0003823	AGAP009073	AFUN2_008821
OG0003824	AGAP009701	AFUN2_000746
OG0003825	AGAP008933	AFUN2_007685
OG0003826	AGAP029647	AFUN2_008065
OG0003827	AGAP009236	AFUN2_009716
OG0003828	AGAP009704	AFUN2_006743
OG0003829	AGAP007684	AFUN2_005111
OG0003830	AGAP009007	AFUN2_013548
OG0003831	AGAP009693	AFUN2_010932
OG0003832	AGAP007685	AFUN2_005331
OG0003833	AGAP005260	AFUN2_012278
OG0003834	AGAP005605	AFUN2_014485
OG0003835	AGAP005262	AFUN2_008999
OG0003836	AGAP005261	AFUN2_004435
OG0003837	AGAP005263	AFUN2_000882
OG0003838	AGAP005608	AFUN2_005853
OG0003839	AGAP005609	AFUN2_005732
OG0003840	AGAP009388	AFUN2_006304
OG0003841	AGAP010394	AFUN2_004277
OG0003842	AGAP010317	AFUN2_006671
OG0003843	AGAP009387, AGAP012674	AFUN2_002628
OG0003844	AGAP009386, AGAP009383	AFUN2_003141
OG0003845	AGAP029981	AFUN2_001055
OG0003846	AGAP012461	AFUN2_008096
OG0003847	AGAP007312	AFUN2_000415
OG0003848	AGAP001297	AFUN2_005942
OG0003849	AGAP001299	AFUN2_014099
OG0003850	AGAP001286	AFUN2_011818
OG0003851	AGAP001285	AFUN2_000948
OG0003852	AGAP001302	AFUN2_009746
OG0003853	AGAP001293	AFUN2_000543
OG0003854	AGAP007324	AFUN2_009125
OG0003855	AGAP007316	AFUN2_000429
OG0003856	AGAP001291	AFUN2_014787
OG0003858	AGAP000691	AFUN2_002554
OG0003859	AGAP001300	AFUN2_012594
OG0003860	AGAP001292	AFUN2_005078
OG0003861	AGAP007313	AFUN2_013157
OG0003862	AGAP005891	AFUN2_014344
OG0003863	AGAP006105	AFUN2_011100
OG0003864	AGAP005139	AFUN2_010403
OG0003865	AGAP006988	AFUN2_002398
OG0003866	AGAP005881	AFUN2_012873
OG0003867	AGAP005137	AFUN2_007480
OG0003868	AGAP005880	AFUN2_000485
OG0003869	AGAP005883	AFUN2_012550
OG0003870	AGAP005884	AFUN2_007812
OG0003871	AGAP005882	AFUN2_004206
OG0003872	AGAP007420	AFUN2_011128
OG0003873	AGAP007524	AFUN2_002326
OG0003874	AGAP007421	AFUN2_001752
OG0003875	AGAP007423	AFUN2_004314
OG0003876	AGAP007455	AFUN2_005200
OG0003877	AGAP007529	AFUN2_000668
OG0003878	AGAP005817	AFUN2_008772
OG0003879	AGAP007417	AFUN2_009162
OG0003880	AGAP007523	AFUN2_004337
OG0003881	AGAP007422	AFUN2_011012
OG0003882	AGAP005467	AFUN2_004760
OG0003883	AGAP007398	AFUN2_008070
OG0003884	AGAP007393	AFUN2_003453
OG0003885	AGAP000509	AFUN2_003820
OG0003886	AGAP029552	AFUN2_005461
OG0003887	AGAP007416	AFUN2_002748
OG0003888	AGAP000508	AFUN2_013173
OG0003889	AGAP000630	AFUN2_011672
OG0003890	AGAP006166	AFUN2_005117
OG0003891	AGAP010060	AFUN2_007725
OG0003892	AGAP000280	AFUN2_007918
OG0003893	AGAP000903	AFUN2_012505
OG0003894	AGAP006172	AFUN2_002041
OG0003895	AGAP009037	AFUN2_010911
OG0003896	AGAP008830	AFUN2_001990
OG0003897	AGAP008305	AFUN2_009451
OG0003898	AGAP009929	AFUN2_014009
OG0003899	AGAP008311	AFUN2_012914
OG0003900	AGAP008304	AFUN2_011868
OG0003901	AGAP010168	AFUN2_014043
OG0003902	AGAP009035	AFUN2_014215
OG0003903	AGAP028560	AFUN2_014809
OG0003904	AGAP008883	AFUN2_007604
OG0003905	AGAP011570	AFUN2_000374
OG0003906	AGAP011571	AFUN2_001717
OG0003907	AGAP011551	AFUN2_011438
OG0003908	AGAP011572	AFUN2_010160
OG0003909	AGAP011564	AFUN2_006129
OG0003910	AGAP007600	AFUN2_004095
OG0003911	AGAP007613	AFUN2_006447
OG0003912	AGAP007606	AFUN2_006941
OG0003913	AGAP007611	AFUN2_001460
OG0003914	AGAP007615	AFUN2_004822
OG0003915	AGAP007601	AFUN2_008629
OG0003916	AGAP002874	AFUN2_014037
OG0003917	AGAP007592	AFUN2_007024
OG0003918	AGAP007605	AFUN2_014356
OG0003919	AGAP007616	AFUN2_003576
OG0003920	AGAP007619	AFUN2_001487
OG0003921	AGAP005534	AFUN2_014502
OG0003922	AGAP000614	AFUN2_008324
OG0003923	AGAP005075	AFUN2_008546
OG0003924	AGAP000308	AFUN2_003715
OG0003925	AGAP007817	AFUN2_006665
OG0003926	AGAP007822	AFUN2_014352
OG0003927	AGAP007737	AFUN2_012720
OG0003928	AGAP008730	AFUN2_000969
OG0003929	AGAP007731	AFUN2_003759
OG0003930	AGAP007824	AFUN2_006781
OG0003931	AGAP007813	AFUN2_010929
OG0003932	AGAP007826	AFUN2_013871
OG0003933	AGAP007732	AFUN2_000822
OG0003934	AGAP007738	AFUN2_002107
OG0003935	AGAP006954	AFUN2_012775
OG0003936	AGAP005316	AFUN2_004474
OG0003937	AGAP008234	AFUN2_012364
OG0003938	AGAP029572	AFUN2_005715
OG0003939	AGAP008249	AFUN2_007028
OG0003940	AGAP008236	AFUN2_003951
OG0003941	AGAP008237	AFUN2_001192
OG0003942	AGAP008252	AFUN2_004008
OG0003943	AGAP008233	AFUN2_007563
OG0003944	AGAP006018	AFUN2_002714
OG0003945	AGAP006017	AFUN2_013575
OG0003946	AGAP006021	AFUN2_002009
OG0003947	AGAP005058	AFUN2_011320
OG0003948	AGAP005777	AFUN2_005095
OG0003949	AGAP005048	AFUN2_003705
OG0003950	AGAP005061	AFUN2_008780
OG0003951	AGAP012826, AGAP005050	AFUN2_009816
OG0003952	AGAP007062	AFUN2_008402
OG0003953	AGAP005053	AFUN2_013696
OG0003954	AGAP007064	AFUN2_010269
OG0003955	AGAP007058	AFUN2_004410
OG0003956	AGAP007063	AFUN2_008696
OG0003957	AGAP005052	AFUN2_011803
OG0003958	AGAP008707	AFUN2_013722
OG0003959	AGAP008382	AFUN2_010375
OG0003960	AGAP008708	AFUN2_013503
OG0003961	AGAP008385	AFUN2_011101
OG0003962	AGAP008392	AFUN2_010420
OG0003963	AGAP008402	AFUN2_002340
OG0003964	AGAP008400	AFUN2_010806
OG0003965	AGAP008390	AFUN2_007227
OG0003966	AGAP009016	AFUN2_013469
OG0003967	AGAP008712	AFUN2_012101
OG0003968	AGAP008384	AFUN2_008390
OG0003969	AGAP008391	AFUN2_002497
OG0003970	AGAP008388	AFUN2_000656
OG0003971	AGAP008381	AFUN2_004747
OG0003972	AGAP008393	AFUN2_006197
OG0003973	AGAP008387	AFUN2_004517
OG0003974	AGAP008000	AFUN2_000599
OG0003975	AGAP010211	AFUN2_000369
OG0003976	AGAP007777	AFUN2_008945
OG0003977	AGAP007998	AFUN2_003871
OG0003978	AGAP011358	AFUN2_007829
OG0003979	AGAP007992	AFUN2_004222
OG0003980	AGAP007987	AFUN2_001415
OG0003981	AGAP028135	AFUN2_005183
OG0003982	AGAP028017	AFUN2_010716
OG0003983	AGAP009141	AFUN2_001900
OG0003984	AGAP008988	AFUN2_000635
OG0003985	AGAP009150	AFUN2_009796
OG0003986	AGAP008987	AFUN2_010788
OG0003987	AGAP008989	AFUN2_009102
OG0003988	AGAP009154	AFUN2_013524
OG0003989	AGAP008794	AFUN2_009157
OG0003990	AGAP009152	AFUN2_013036
OG0003991	AGAP009147	AFUN2_011310
OG0003992	AGAP009143	AFUN2_004880
OG0003993	AGAP009158	AFUN2_003750
OG0003994	AGAP005365	AFUN2_009336
OG0003995	AGAP005352	AFUN2_009053
OG0003996	AGAP007180	AFUN2_012191
OG0003997	AGAP005121	AFUN2_001570
OG0003998	AGAP006952	AFUN2_011587
OG0003999	AGAP007173	AFUN2_010583
OG0004000	AGAP006244	AFUN2_006455
OG0004001	AGAP011530	AFUN2_014243
OG0004002	AGAP007175	AFUN2_002439
OG0004003	AGAP011519	AFUN2_004922
OG0004004	AGAP007176	AFUN2_010719
OG0004005	AGAP008034	AFUN2_006949
OG0004006	AGAP013760	AFUN2_004562
OG0004007	AGAP008073	AFUN2_008462
OG0004008	AGAP008037	AFUN2_014188
OG0004010	AGAP008055	AFUN2_003572
OG0004011	AGAP008017	AFUN2_007813
OG0004012	AGAP008065	AFUN2_001239
OG0004013	AGAP008053	AFUN2_008861
OG0004014	AGAP008049	AFUN2_001230
OG0004015	AGAP008033	AFUN2_004694
OG0004016	AGAP008072	AFUN2_000443
OG0004017	AGAP008718	AFUN2_011682
OG0004018	AGAP008082	AFUN2_002303
OG0004019	AGAP008085	AFUN2_000586
OG0004020	AGAP028061	AFUN2_001273
OG0004021	AGAP000734	AFUN2_004159
OG0004022	AGAP008083	AFUN2_004944
OG0004023	AGAP000733	AFUN2_007547
OG0004024	AGAP000736	AFUN2_014322
OG0004025	AGAP008716	AFUN2_006100
OG0004026	AGAP003146	AFUN2_006632
OG0004027	AGAP003853	AFUN2_001855
OG0004028	AGAP003147	AFUN2_004883
OG0004029	AGAP002816	AFUN2_013160
OG0004030	AGAP003852	AFUN2_007777
OG0004031	AGAP003142	AFUN2_012083
OG0004032	AGAP002814	AFUN2_007025
OG0004033	AGAP002809	AFUN2_006640
OG0004034	AGAP002810	AFUN2_010633
OG0004035	AGAP003857	AFUN2_009241
OG0004036	AGAP002815	AFUN2_009972
OG0004037	AGAP003141	AFUN2_008221
OG0004038	AGAP003855	AFUN2_014314
OG0004039	AGAP003106	AFUN2_002739
OG0004040	AGAP003111	AFUN2_002684
OG0004041	AGAP000598	AFUN2_011122
OG0004042	AGAP000187	AFUN2_007105
OG0004043	AGAP000672	AFUN2_013782
OG0004044	AGAP000704	AFUN2_010300
OG0004045	AGAP004327	AFUN2_009962
OG0004046	AGAP001429	AFUN2_005408
OG0004047	AGAP028230	AFUN2_003001
OG0004048	AGAP008484	AFUN2_009951
OG0004049	AGAP008472	AFUN2_011098
OG0004050	AGAP008492	AFUN2_003844
OG0004051	AGAP008440	AFUN2_003209
OG0004052	AGAP008475	AFUN2_004304
OG0004053	AGAP008495	AFUN2_014556
OG0004054	AGAP008486	AFUN2_011860
OG0004055	AGAP008441	AFUN2_002503
OG0004056	AGAP008474	AFUN2_006819
OG0004057	AGAP008194	AFUN2_007393
OG0004058	AGAP008494	AFUN2_007406
OG0004059	AGAP008489	AFUN2_014296
OG0004060	AGAP006517	AFUN2_005659
OG0004061	AGAP006441	AFUN2_011712
OG0004062	AGAP005940	AFUN2_011498
OG0004063	AGAP010936	AFUN2_010275
OG0004064	AGAP010939	AFUN2_000977
OG0004065	AGAP010940	AFUN2_014646
OG0004066	AGAP011827	AFUN2_010494
OG0004067	AGAP010937	AFUN2_003385
OG0004068	AGAP011823	AFUN2_001628
OG0004069	AGAP010954	AFUN2_012114
OG0004070	AGAP010941	AFUN2_012111
OG0004071	AGAP012424	AFUN2_000424
OG0004072	AGAP000053	AFUN2_012042
OG0004073	AGAP006944	AFUN2_000568
OG0004074	AGAP000058	AFUN2_006154
OG0004075	AGAP006946	AFUN2_005643
OG0004076	AGAP000064	AFUN2_011533
OG0004077	AGAP006943	AFUN2_002901
OG0004078	AGAP007146	AFUN2_000780
OG0004079	AGAP005351	AFUN2_011621
OG0004080	AGAP029985	AFUN2_004687
OG0004081	AGAP005961	AFUN2_013438
OG0004082	AGAP010006	AFUN2_008257
OG0004083	AGAP009826	AFUN2_012671
OG0004084	AGAP005769	AFUN2_004372
OG0004085	AGAP009998	AFUN2_011999
OG0004086	AGAP009665	AFUN2_008674
OG0004087	AGAP005523	AFUN2_005189
OG0004088	AGAP009999	AFUN2_007063
OG0004089	AGAP008760	AFUN2_010113
OG0004090	AGAP010005	AFUN2_000785
OG0004091	AGAP005765	AFUN2_014807
OG0004092	AGAP005770	AFUN2_003841
OG0004093	AGAP005759	AFUN2_001129
OG0004094	AGAP002472	AFUN2_003058
OG0004095	AGAP003430	AFUN2_009234
OG0004096	AGAP008096	AFUN2_007836
OG0004097	AGAP002350	AFUN2_012683
OG0004098	AGAP003431	AFUN2_009546
OG0004099	AGAP003080	AFUN2_008623
OG0004100	AGAP002471	AFUN2_011287
OG0004101	AGAP029614	AFUN2_007298
OG0004102	AGAP002347	AFUN2_007015
OG0004103	AGAP000393	AFUN2_006567
OG0004104	AGAP002618	AFUN2_005941
OG0004105	AGAP002614	AFUN2_006629
OG0004106	AGAP002610	AFUN2_012135
OG0004107	AGAP002473	AFUN2_003376
OG0004108	AGAP006269	AFUN2_008649
OG0004109	AGAP004766	AFUN2_009443
OG0004110	AGAP004767	AFUN2_005241
OG0004111	AGAP007169	AFUN2_003056
OG0004112	AGAP004765	AFUN2_012756
OG0004113	AGAP005980	AFUN2_008305
OG0004114	AGAP000044	AFUN2_007045
OG0004115	AGAP000021	AFUN2_008627
OG0004116	AGAP000781	AFUN2_004623
OG0004117	AGAP003425	AFUN2_002387
OG0004118	AGAP006160	AFUN2_010936
OG0004119	AGAP004071	AFUN2_012484
OG0004120	AGAP001630	AFUN2_010834
OG0004121	AGAP001629	AFUN2_001329
OG0004122	AGAP001624	AFUN2_004401
OG0004123	AGAP004069	AFUN2_002730
OG0004124	AGAP003445	AFUN2_004070
OG0004125	AGAP001637	AFUN2_014686
OG0004126	AGAP003441	AFUN2_010529
OG0004127	AGAP001627	AFUN2_014297
OG0004128	AGAP001623	AFUN2_006986
OG0004129	AGAP004070	AFUN2_012776
OG0004130	AGAP001633	AFUN2_013728
OG0004131	AGAP004077	AFUN2_006704
OG0004132	AGAP001625	AFUN2_008341
OG0004133	AGAP001632	AFUN2_006272
OG0004134	AGAP012326	AFUN2_011702
OG0004135	AGAP011795	AFUN2_000672
OG0004136	AGAP029289	AFUN2_000352
OG0004137	AGAP011796	AFUN2_006320
OG0004138	AGAP006363	AFUN2_010407
OG0004139	AGAP028198	AFUN2_008195
OG0004140	AGAP003836	AFUN2_012517
OG0004141	AGAP008737	AFUN2_011681
OG0004142	AGAP008748	AFUN2_006357
OG0004143	AGAP008781	AFUN2_009818
OG0004144	AGAP008780	AFUN2_011380
OG0004145	AGAP008783	AFUN2_004655
OG0004146	AGAP008785	AFUN2_014526
OG0004147	AGAP007921	AFUN2_007657
OG0004148	AGAP007920	AFUN2_011670
OG0004149	AGAP007934	AFUN2_002137
OG0004150	AGAP001746	AFUN2_004341
OG0004151	AGAP002227	AFUN2_011335
OG0004152	AGAP011218	AFUN2_000377
OG0004153	AGAP001748	AFUN2_007437
OG0004154	AGAP007520	AFUN2_012314
OG0004155	AGAP005816	AFUN2_005256
OG0004156	AGAP007519	AFUN2_013820
OG0004157	AGAP004642	AFUN2_009392
OG0004158	AGAP007621	AFUN2_010309
OG0004159	AGAP000215	AFUN2_000907
OG0004160	AGAP004643	AFUN2_011393
OG0004161	AGAP013063	AFUN2_005492
OG0004162	AGAP005576	AFUN2_014557
OG0004163	AGAP001800	AFUN2_008304
OG0004164	AGAP003243	AFUN2_014372
OG0004165	AGAP001796	AFUN2_012784
OG0004166	AGAP001801	AFUN2_007193
OG0004167	AGAP001797	AFUN2_007233
OG0004168	AGAP004055	AFUN2_005318
OG0004169	AGAP004057	AFUN2_012606
OG0004170	AGAP004052	AFUN2_002531
OG0004171	AGAP001794	AFUN2_004940
OG0004172	AGAP001795	AFUN2_002746
OG0004173	AGAP002909	AFUN2_011493
OG0004174	AGAP004417	AFUN2_012394
OG0004175	AGAP004614	AFUN2_008469
OG0004176	AGAP002606	AFUN2_007610
OG0004177	AGAP004391	AFUN2_003688
OG0004178	AGAP004416	AFUN2_008368
OG0004179	AGAP004615	AFUN2_010579
OG0004180	AGAP002396	AFUN2_013646
OG0004181	AGAP003461	AFUN2_011722
OG0004182	AGAP004412	AFUN2_000433
OG0004183	AGAP011057	AFUN2_007972
OG0004184	AGAP004408	AFUN2_005038
OG0004185	AGAP004616	AFUN2_001267
OG0004186	AGAP011394	AFUN2_008093
OG0004187	AGAP004488	AFUN2_007070
OG0004188	AGAP011829	AFUN2_003857
OG0004189	AGAP012083, AGAP012080	AFUN2_002885
OG0004190	AGAP012100	AFUN2_002479
OG0004191	AGAP011828	AFUN2_010383
OG0004192	AGAP011830	AFUN2_010789
OG0004193	AGAP012104	AFUN2_002743
OG0004194	AGAP011395	AFUN2_013221
OG0004195	AGAP029299	AFUN2_004859
OG0004196	AGAP011096	AFUN2_008534
OG0004197	AGAP004543	AFUN2_011177
OG0004198	AGAP001418	AFUN2_003529
OG0004199	AGAP003323	AFUN2_005990
OG0004200	AGAP001419	AFUN2_005228
OG0004201	AGAP003325	AFUN2_001863
OG0004202	AGAP000565	AFUN2_012048
OG0004203	AGAP000566	AFUN2_009449
OG0004204	AGAP008428	AFUN2_013988
OG0004205	AGAP000070	AFUN2_014782
OG0004206	AGAP000602	AFUN2_011314
OG0004207	AGAP013275	AFUN2_010649
OG0004208	AGAP000603	AFUN2_012984
OG0004209	AGAP000405	AFUN2_009845
OG0004210	AGAP000440	AFUN2_003552
OG0004211	AGAP000563	AFUN2_010181
OG0004212	AGAP011987	AFUN2_014279
OG0004213	AGAP010411	AFUN2_004405
OG0004214	AGAP000250	AFUN2_006102
OG0004215	AGAP000864	AFUN2_000606
OG0004216	AGAP000686	AFUN2_013399
OG0004217	AGAP000251	AFUN2_006276
OG0004218	AGAP000813	AFUN2_011872
OG0004219	AGAP012077	AFUN2_012753
OG0004220	AGAP003471	AFUN2_011756
OG0004221	AGAP003470	AFUN2_007554
OG0004222	AGAP003469	AFUN2_006797
OG0004223	AGAP003475	AFUN2_007457
OG0004224	AGAP003368	AFUN2_008288
OG0004225	AGAP001435	AFUN2_007828
OG0004226	AGAP001433	AFUN2_006805
OG0004227	AGAP003927	AFUN2_012750
OG0004228	AGAP012731, AGAP002019	AFUN2_007751
OG0004229	AGAP013418	AFUN2_002507
OG0004230	AGAP003372	AFUN2_010336
OG0004231	AGAP002028	AFUN2_009389
OG0004232	AGAP000649	AFUN2_001933
OG0004233	AGAP000234	AFUN2_010833
OG0004234	AGAP000232	AFUN2_004322
OG0004235	AGAP010089	AFUN2_003214
OG0004236	AGAP000223	AFUN2_008621
OG0004237	AGAP000344	AFUN2_007726
OG0004238	AGAP001082	AFUN2_003707
OG0004239	AGAP000820	AFUN2_012018
OG0004240	AGAP005734	AFUN2_005357
OG0004241	AGAP005737	AFUN2_014536
OG0004242	AGAP005736	AFUN2_000370
OG0004243	AGAP005738	AFUN2_007535
OG0004244	AGAP006358	AFUN2_013371
OG0004245	AGAP006237	AFUN2_012865
OG0004246	AGAP005341	AFUN2_013698
OG0004247	AGAP008315	AFUN2_011832
OG0004248	AGAP006359	AFUN2_014212
OG0004249	AGAP005732	AFUN2_014540
OG0004250	AGAP007135	AFUN2_007914
OG0004251	AGAP007131	AFUN2_004414
OG0004252	AGAP007130	AFUN2_011465
OG0004253	AGAP002047	AFUN2_011403
OG0004254	AGAP011227	AFUN2_007123
OG0004255	AGAP006263	AFUN2_003930
OG0004256	AGAP006264	AFUN2_003388
OG0004257	AGAP003570	AFUN2_003698
OG0004258	AGAP008725	AFUN2_001664
OG0004259	AGAP011355	AFUN2_004265
OG0004260	AGAP011749	AFUN2_014291
OG0004261	AGAP012030	AFUN2_007378
OG0004262	AGAP011750	AFUN2_010641
OG0004263	AGAP010179	AFUN2_001455
OG0004264	AGAP029078	AFUN2_007338
OG0004265	AGAP010183	AFUN2_013478
OG0004266	AGAP004079	AFUN2_001337
OG0004267	AGAP001670	AFUN2_006622
OG0004268	AGAP003416	AFUN2_003740
OG0004269	AGAP003398	AFUN2_006894
OG0004270	AGAP001715	AFUN2_012786
OG0004271	AGAP001713	AFUN2_010626
OG0004272	AGAP009651	AFUN2_006845
OG0004273	AGAP006993	AFUN2_009670
OG0004274	AGAP005270	AFUN2_005065
OG0004275	AGAP004856	AFUN2_009940
OG0004276	AGAP008272	AFUN2_013910
OG0004277	AGAP009166	AFUN2_009760
OG0004278	AGAP005277	AFUN2_013159
OG0004279	AGAP005273	AFUN2_003415
OG0004280	AGAP005275	AFUN2_002449
OG0004281	AGAP009165	AFUN2_010945
OG0004282	AGAP009880	AFUN2_005919
OG0004283	AGAP005267	AFUN2_013806
OG0004284	AGAP005288	AFUN2_001785
OG0004285	AGAP010386	AFUN2_007575
OG0004286	AGAP010382	AFUN2_007344
OG0004287	AGAP011309	AFUN2_010909
OG0004288	AGAP010383	AFUN2_013011
OG0004289	AGAP011414	AFUN2_006885
OG0004290	AGAP008152	AFUN2_002855
OG0004291	AGAP009067	AFUN2_002410
OG0004292	AGAP008147	AFUN2_009068
OG0004293	AGAP008148	AFUN2_001085
OG0004294	AGAP008165	AFUN2_006756
OG0004295	AGAP006807	AFUN2_003571
OG0004296	AGAP008146	AFUN2_003861
OG0004297	AGAP001941	AFUN2_006087
OG0004298	AGAP001859	AFUN2_005663
OG0004299	AGAP001944	AFUN2_005306
OG0004300	AGAP001948	AFUN2_000371
OG0004301	AGAP001862	AFUN2_009180
OG0004302	AGAP002120	AFUN2_010825
OG0004303	AGAP001871	AFUN2_009019
OG0004304	AGAP002127	AFUN2_001376
OG0004305	AGAP002118	AFUN2_006251
OG0004306	AGAP001870	AFUN2_013004
OG0004307	AGAP002123	AFUN2_009265
OG0004308	AGAP013033	AFUN2_010152
OG0004309	AGAP001947	AFUN2_008182
OG0004310	AGAP002122	AFUN2_011629
OG0004311	AGAP002121	AFUN2_004264
OG0004312	AGAP011940	AFUN2_009015
OG0004313	AGAP011947	AFUN2_001802
OG0004314	AGAP011946	AFUN2_012646
OG0004315	AGAP011422	AFUN2_009635
OG0004316	AGAP011765	AFUN2_005634
OG0004317	AGAP011938	AFUN2_014258
OG0004318	AGAP011751	AFUN2_008361
OG0004319	AGAP011936	AFUN2_007644
OG0004320	AGAP000849	AFUN2_012296
OG0004321	AGAP011937	AFUN2_011447
OG0004322	AGAP011424	AFUN2_007104
OG0004323	AGAP028038	AFUN2_010697
OG0004324	AGAP011423	AFUN2_009651
OG0004325	AGAP029519	AFUN2_011462
OG0004326	AGAP029472	AFUN2_009767
OG0004327	AGAP011756	AFUN2_003768
OG0004328	AGAP011944	AFUN2_005420
OG0004329	AGAP011843	AFUN2_005058
OG0004330	AGAP011425	AFUN2_012392
OG0004331	AGAP007306	AFUN2_010225
OG0004332	AGAP007727	AFUN2_001424
OG0004333	AGAP012204	AFUN2_006599
OG0004334	AGAP010430, AGAP029282	AFUN2_013616
OG0004335	AGAP011452	AFUN2_001805
OG0004336	AGAP011879	AFUN2_013025
OG0004337	AGAP010395	AFUN2_013222
OG0004338	AGAP007392	AFUN2_008076
OG0004339	AGAP028633	AFUN2_013668
OG0004340	AGAP007304	AFUN2_007965
OG0004341	AGAP012208	AFUN2_002279
OG0004342	AGAP007726	AFUN2_010337
OG0004343	AGAP001621	AFUN2_007130
OG0004344	AGAP006389	AFUN2_002245
OG0004345	AGAP007093	AFUN2_001245
OG0004346	AGAP001617	AFUN2_001770
OG0004347	AGAP007741	AFUN2_014541
OG0004348	AGAP004739	AFUN2_007396
OG0004349	AGAP012115	AFUN2_013462
OG0004350	AGAP008832	AFUN2_008912
OG0004351	AGAP007743	AFUN2_013100
OG0004352	AGAP008885	AFUN2_013003
OG0004353	AGAP029653	AFUN2_003342
OG0004354	AGAP010189	AFUN2_008784
OG0004355	AGAP029612	AFUN2_011560
OG0004356	AGAP007742	AFUN2_010707
OG0004357	AGAP012089	AFUN2_006128
OG0004358	AGAP007739	AFUN2_012777
OG0004359	AGAP012087	AFUN2_013773
OG0004360	AGAP011536	AFUN2_007225
OG0004361	AGAP008831	AFUN2_013343
OG0004362	AGAP012118	AFUN2_009189
OG0004363	AGAP010390	AFUN2_001041
OG0004364	AGAP029309	AFUN2_006561
OG0004365	AGAP005869	AFUN2_013406
OG0004366	AGAP005873	AFUN2_012838
OG0004367	AGAP005870	AFUN2_013296
OG0004368	AGAP005871	AFUN2_004871
OG0004369	AGAP003576	AFUN2_009948
OG0004371	AGAP000179	AFUN2_014778
OG0004372	AGAP005947	AFUN2_013455
OG0004373	AGAP007109	AFUN2_006218
OG0004374	AGAP000180	AFUN2_013073
OG0004375	AGAP010865	AFUN2_010086
OG0004376	AGAP010857	AFUN2_013997
OG0004377	AGAP003052	AFUN2_011797
OG0004378	AGAP001379	AFUN2_009028
OG0004379	AGAP008953	AFUN2_010919
OG0004380	AGAP001373	AFUN2_003092
OG0004381	AGAP000199	AFUN2_003668
OG0004382	AGAP001375	AFUN2_001922
OG0004383	AGAP009904	AFUN2_010841
OG0004384	AGAP028602	AFUN2_011071
OG0004385	AGAP001380	AFUN2_001553
OG0004386	AGAP008952	AFUN2_005796
OG0004387	AGAP001463	AFUN2_010652
OG0004388	AGAP008954	AFUN2_004168
OG0004389	AGAP008955	AFUN2_003546
OG0004390	AGAP008951	AFUN2_004692
OG0004391	AGAP009901	AFUN2_005334
OG0004392	AGAP009914	AFUN2_012410
OG0004393	AGAP009910	AFUN2_003390
OG0004394	AGAP009905	AFUN2_001748
OG0004395	AGAP009908	AFUN2_014060
OG0004396	AGAP001461	AFUN2_012690
OG0004397	AGAP006651	AFUN2_007326
OG0004398	AGAP006705	AFUN2_002616
OG0004399	AGAP006646	AFUN2_010814
OG0004400	AGAP006650	AFUN2_004247
OG0004401	AGAP007342	AFUN2_004298
OG0004402	AGAP006649	AFUN2_004323
OG0004403	AGAP007348	AFUN2_008355
